protein_hash,cluster_id,seq_len,mean_plddt,ptm,plddt_std,cluster_size,length_bin,size_bin
485d21f26b7d0c280a5fd08a00f7590c,485d21f26b7d0c280a5fd08a00f7590c,409,0.8564023244993028,0.8525879383087158,0.1641233361511482,12,250-499,10-99
3addd331a37a428004c1853bbd09f242,3addd331a37a428004c1853bbd09f242,425,0.806723370181813,0.8407496809959412,0.1921756440475619,14,250-499,10-99
2fa1c588beba6bfebf587146edfb0b5f,2fa1c588beba6bfebf587146edfb0b5f,336,0.806119658265795,0.7689530253410339,0.1347383789976751,10,250-499,10-99
5df72a7e2bb9bdbb77155c9ca2a053f5,5df72a7e2bb9bdbb77155c9ca2a053f5,466,0.8777437144594643,0.724281907081604,0.1131453368809099,13,250-499,10-99
07999791268b9562d25522ba2c2ac2e7,07999791268b9562d25522ba2c2ac2e7,263,0.8485668956916141,0.8681426644325256,0.11717152440231,12,250-499,10-99
6312d45e537d01f21be1564175875a06,6312d45e537d01f21be1564175875a06,259,0.8172565145750303,0.7810856103897095,0.1864479457803526,14,250-499,10-99
ce2eff90617d7f51b6f0352ad64afa0d,ce2eff90617d7f51b6f0352ad64afa0d,341,0.8422866146725293,0.845902681350708,0.194431738510069,16,250-499,10-99
2816c584c22256ec960f95faa164f23f,2816c584c22256ec960f95faa164f23f,280,0.8174055010931832,0.5422757863998413,0.0910790031385937,18,250-499,10-99
8e7b5a46fa371a5f4c237fe29562c8a5,8e7b5a46fa371a5f4c237fe29562c8a5,355,0.8509621226351026,0.8251047134399414,0.1109233476811314,16,250-499,10-99
d1790a1d56bb74fdc0bcc3bcf147442a,d1790a1d56bb74fdc0bcc3bcf147442a,472,0.8044578579320746,0.838667631149292,0.1559522711191289,17,250-499,10-99
aaf5ae6c7bd0bc4f7c0233e292a45d1f,aaf5ae6c7bd0bc4f7c0233e292a45d1f,266,0.8910196676469387,0.8873421549797058,0.1259080210561564,12,250-499,10-99
1742dfb98c26d861683b37128f6eafad,1742dfb98c26d861683b37128f6eafad,390,0.832515803703895,0.8341045379638672,0.1271182711182633,11,250-499,10-99
e1bdee7bedcaef67f832fdfa0097f340,e1bdee7bedcaef67f832fdfa0097f340,383,0.8455514250473939,0.5461578369140625,0.1230074383506941,17,250-499,10-99
00f5db96dc06bba7f4afcf486f0a0793,00f5db96dc06bba7f4afcf486f0a0793,261,0.8474934996681652,0.6097133755683899,0.1672963778358164,21,250-499,10-99
8afc47c497be4723360394438828253f,8afc47c497be4723360394438828253f,291,0.831045471401149,0.8555615544319153,0.1477087942244421,14,250-499,10-99
b6a7ea4605e084ce4b4f7ec2f00644d1,b6a7ea4605e084ce4b4f7ec2f00644d1,408,0.8542145433145412,0.8554293513298035,0.1461314130476439,19,250-499,10-99
18f8609457d439ba63b6a99f6acb994b,57fe84fec529e8107d796cae1676acd6,490,0.8011873256527647,0.832997739315033,0.1582387968801598,10,250-499,10-99
69e924ea1cfeb1213552acba5a9742df,69e924ea1cfeb1213552acba5a9742df,403,0.8823090808385655,0.8853347897529602,0.1498082015446273,26,250-499,10-99
c8ed349b628c7cc778c22b24d2c02e81,c8ed349b628c7cc778c22b24d2c02e81,408,0.8240697700837079,0.8328765630722046,0.1953880145513938,61,250-499,10-99
cb23a8a517f810f515c50678f73f3cfb,cb23a8a517f810f515c50678f73f3cfb,280,0.8773681373596192,0.9097785353660583,0.0824198139529591,11,250-499,10-99
02853c188bddda61951eac8864811e7c,02853c188bddda61951eac8864811e7c,305,0.8016145313450548,0.5931238532066345,0.1103946319589133,11,250-499,10-99
a7347358921e11813ca4dce5942ae2dc,a7347358921e11813ca4dce5942ae2dc,254,0.8331221987506536,0.8799455165863037,0.1452984764819896,13,250-499,10-99
a6264fd85386db37777c19da1bf3a022,a6264fd85386db37777c19da1bf3a022,256,0.811698916554451,0.7588445544242859,0.1818204918208324,18,250-499,10-99
da328a95d63d7f77ac75dd5f49f88d47,da328a95d63d7f77ac75dd5f49f88d47,479,0.8667180766939867,0.8768192529678345,0.1659174383247176,26,250-499,10-99
225f856085c62c99a6cb47ba28327aa9,225f856085c62c99a6cb47ba28327aa9,282,0.8407830859245138,0.8678445816040039,0.1616511321426443,10,250-499,10-99
648563c25893c17b96952ddf9546a993,648563c25893c17b96952ddf9546a993,363,0.8849001590739269,0.5027869343757629,0.1236427699512991,11,250-499,10-99
3ae4bd626b2de4862f44bdd6916fd823,3ae4bd626b2de4862f44bdd6916fd823,417,0.8270056012380037,0.8443899154663086,0.167770238325379,12,250-499,10-99
ac1aaf6eef452a9c8f171130bfae1533,ac1aaf6eef452a9c8f171130bfae1533,289,0.8738494050709023,0.8387250304222107,0.1089019853831436,10,250-499,10-99
48667469acd364a400000fa7e39b2549,48667469acd364a400000fa7e39b2549,405,0.8824562352498373,0.8892090320587158,0.0931014627627371,14,250-499,10-99
5018bbfb78a58b180a8a4e78389267c6,5018bbfb78a58b180a8a4e78389267c6,330,0.8629698218721331,0.8365147709846497,0.1365161043962249,15,250-499,10-99
400007994143b713aec441423958f200,400007994143b713aec441423958f200,375,0.827255216217041,0.5774505138397217,0.1303018176031639,18,250-499,10-99
062bcc530e50ff07cdc032266c64e0bc,062bcc530e50ff07cdc032266c64e0bc,329,0.8479263322476558,0.7599862217903137,0.142075891200911,11,250-499,10-99
c66b58c41c1d0bb01ddb8c06379387bd,c66b58c41c1d0bb01ddb8c06379387bd,495,0.8348273044547649,0.7892981171607971,0.1674650930999285,15,250-499,10-99
a2ea898b88376a5841c4f2282114666f,a2ea898b88376a5841c4f2282114666f,298,0.8720334805738206,0.8843833208084106,0.1504007192982679,26,250-499,10-99
69e2c11384b24e85500240ff6b5ea450,69e2c11384b24e85500240ff6b5ea450,299,0.8098267088925161,0.7179294228553772,0.1235550467243766,19,250-499,10-99
062d35cd9a777a4efeaed6ed3a5cd4f1,062d35cd9a777a4efeaed6ed3a5cd4f1,375,0.8181354215494792,0.707951009273529,0.1157956271268117,21,250-499,10-99
