record_id,dataset,L,frac_corrupt,n_contacts,contact_excess,unsat_frac,noncontact_violation,bond_err,rg,contact_excess_per_contact
foldbench100/7tlh_A,foldbench100,136,0.0,114,7.9301347732543945,0.008771929889917374,22.51420783996582,0.10100239515304565,13.443617820739746,0.0695625857303017
foldbench100/7tlh_A,foldbench100,136,0.3,114,15.499360084533691,0.10526315867900848,48.106204986572266,0.2031804323196411,12.3030366897583,0.13595929898713766
foldbench100/7tlh_A,foldbench100,136,0.35,113,18.249401092529297,0.14159291982650757,56.373191833496094,0.24516792595386505,12.046967506408691,0.16149912471264866
foldbench100/7tlh_A,foldbench100,136,0.4,113,14.513677597045898,0.10619468986988068,38.52671813964844,0.17411857843399048,12.583857536315918,0.12843962475261858
foldbench100/7tlh_A,foldbench100,136,0.45,114,20.897083282470703,0.1315789520740509,67.86467742919922,0.3109404742717743,12.203288078308105,0.18330774809184827
foldbench100/7tlh_A,foldbench100,136,0.5,112,30.361331939697266,0.1785714328289032,93.41515350341797,0.3670969605445862,11.811630249023438,0.27108332089015413
foldbench100/7tlh_A,foldbench100,136,1.0,114,29.769845962524414,0.21929824352264404,78.84687042236328,0.2803404629230499,11.60886001586914,0.2611389996712668
foldbench100/7uk8_A,foldbench100,394,0.0,526,50.457645416259766,0.06844106316566467,163.289306640625,0.25678950548171997,18.305057525634766,0.0959270825404178
foldbench100/7uk8_A,foldbench100,394,0.3,523,243.01959228515625,0.31931164860725403,753.3036499023438,0.7182998657226562,15.311279296875,0.46466461239991635
foldbench100/7uk8_A,foldbench100,394,0.35,525,265.94134521484375,0.31238093972206116,821.0934448242188,0.7615499496459961,14.96368408203125,0.5065549432663691
foldbench100/7uk8_A,foldbench100,394,0.4,524,316.439453125,0.3721373975276947,1036.412841796875,0.9111637473106384,14.650157928466797,0.6038920861164122
foldbench100/7uk8_A,foldbench100,394,0.45,524,335.88385009765625,0.3778626024723053,974.6827392578125,0.838701605796814,14.066716194152832,0.6409997139268249
foldbench100/7uk8_A,foldbench100,394,0.5,522,372.6231384277344,0.40613025426864624,1195.190185546875,0.893208384513855,14.161166191101074,0.7138374299381884
foldbench100/7uk8_A,foldbench100,394,1.0,526,528.6669921875,0.5019011497497559,1738.468505859375,1.1938468217849731,13.056456565856934,1.0050703273526616
foldbench100/7xg9_A,foldbench100,288,0.0,241,35.841522216796875,0.10788381844758987,122.35105895996094,0.26365455985069275,16.90361976623535,0.14872000919832729
foldbench100/7xg9_A,foldbench100,288,0.3,241,69.76202392578125,0.24481327831745148,212.834228515625,0.3655078113079071,15.880878448486328,0.2894689789451504
foldbench100/7xg9_A,foldbench100,288,0.35,240,66.88873291015625,0.23333333432674408,210.0193634033203,0.3811592757701874,15.799199104309082,0.2787030537923177
foldbench100/7xg9_A,foldbench100,288,0.4,240,62.43115234375,0.19583334028720856,158.7342529296875,0.2814001441001892,15.192072868347168,0.26012980143229164
foldbench100/7xg9_A,foldbench100,288,0.45,240,73.8497314453125,0.23749999701976776,206.1886444091797,0.35685303807258606,14.929786682128906,0.30770721435546877
foldbench100/7xg9_A,foldbench100,288,0.5,239,46.59051513671875,0.15062761306762695,111.4732666015625,0.18414482474327087,15.427927017211914,0.1949393938774843
foldbench100/7xg9_A,foldbench100,288,1.0,241,88.4791259765625,0.2987551987171173,218.43798828125,0.34940028190612793,14.775914192199707,0.36713330280731327
foldbench100/8ycm_A,foldbench100,229,0.0,196,11.268966674804688,0.005102040711790323,29.34575653076172,0.08703934401273727,16.209692001342773,0.05749472793267698
