query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__6egc_A,9.115E-01,8.761E-01,0.979,0.973,8.754E-01,proteina-e9bfda959248a4904af8,0.8761
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__9n0j_A,8.187E-01,9.087E-01,0.915,1.000,8.365E-01,proteina-e9bfda959248a4904af8,0.8187
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__9tas_A,8.088E-01,8.965E-01,0.929,1.000,8.218E-01,proteina-e9bfda959248a4904af8,0.8088
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj9_A,8.055E-01,8.928E-01,0.915,1.000,8.180E-01,proteina-e9bfda959248a4904af8,0.8055
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hiz_A,8.052E-01,8.923E-01,0.915,1.000,8.176E-01,proteina-e9bfda959248a4904af8,0.8052
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj8_A,8.050E-01,8.921E-01,0.915,1.000,8.173E-01,proteina-e9bfda959248a4904af8,0.805
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hju_A,8.048E-01,8.921E-01,0.915,1.000,8.172E-01,proteina-e9bfda959248a4904af8,0.8048
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hiy_A,8.050E-01,8.922E-01,0.915,1.000,8.172E-01,proteina-e9bfda959248a4904af8,0.805
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj2_A,8.049E-01,8.920E-01,0.915,1.000,8.171E-01,proteina-e9bfda959248a4904af8,0.8049
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjr_A,8.046E-01,8.917E-01,0.915,1.000,8.168E-01,proteina-e9bfda959248a4904af8,0.8046
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj6_A,8.044E-01,8.916E-01,0.915,1.000,8.166E-01,proteina-e9bfda959248a4904af8,0.8044
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hk2_A,8.043E-01,8.915E-01,0.915,1.000,8.166E-01,proteina-e9bfda959248a4904af8,0.8043
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjt_A,8.045E-01,8.916E-01,0.915,1.000,8.166E-01,proteina-e9bfda959248a4904af8,0.8045
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj5_A,8.042E-01,8.914E-01,0.915,1.000,8.165E-01,proteina-e9bfda959248a4904af8,0.8042
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hja_A,8.043E-01,8.914E-01,0.915,1.000,8.164E-01,proteina-e9bfda959248a4904af8,0.8043
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjz_A,8.042E-01,8.912E-01,0.915,1.000,8.163E-01,proteina-e9bfda959248a4904af8,0.8042
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hk1_A,8.043E-01,8.913E-01,0.915,1.000,8.163E-01,proteina-e9bfda959248a4904af8,0.8043
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjn_A,8.041E-01,8.911E-01,0.915,1.000,8.160E-01,proteina-e9bfda959248a4904af8,0.8041
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__9dw2_A,8.039E-01,8.910E-01,0.915,1.000,8.159E-01,proteina-e9bfda959248a4904af8,0.8039
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjb_A,8.040E-01,8.910E-01,0.915,1.000,8.159E-01,proteina-e9bfda959248a4904af8,0.804
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjo_A,8.039E-01,8.908E-01,0.915,1.000,8.158E-01,proteina-e9bfda959248a4904af8,0.8039
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjq_A,8.040E-01,8.909E-01,0.915,1.000,8.158E-01,proteina-e9bfda959248a4904af8,0.804
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjx_A,8.038E-01,8.909E-01,0.915,1.000,8.157E-01,proteina-e9bfda959248a4904af8,0.8038
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj1_A,8.038E-01,8.908E-01,0.915,1.000,8.157E-01,proteina-e9bfda959248a4904af8,0.8038
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hji_A,8.039E-01,8.908E-01,0.915,1.000,8.156E-01,proteina-e9bfda959248a4904af8,0.8039
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj0_A,8.036E-01,8.905E-01,0.915,1.000,8.155E-01,proteina-e9bfda959248a4904af8,0.8036
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjp_A,8.038E-01,8.906E-01,0.915,1.000,8.155E-01,proteina-e9bfda959248a4904af8,0.8038
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjd_A,8.037E-01,8.905E-01,0.915,1.000,8.154E-01,proteina-e9bfda959248a4904af8,0.8037
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjm_A,8.036E-01,8.905E-01,0.915,1.000,8.154E-01,proteina-e9bfda959248a4904af8,0.8036
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjs_A,8.035E-01,8.903E-01,0.915,1.000,8.154E-01,proteina-e9bfda959248a4904af8,0.8035
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj3_A,8.034E-01,8.902E-01,0.915,1.000,8.151E-01,proteina-e9bfda959248a4904af8,0.8034
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hk4_A,8.033E-01,8.902E-01,0.915,1.000,8.150E-01,proteina-e9bfda959248a4904af8,0.8033
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hje_A,8.033E-01,8.902E-01,0.915,1.000,8.150E-01,proteina-e9bfda959248a4904af8,0.8033
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hk0_A,8.033E-01,8.901E-01,0.915,1.000,8.149E-01,proteina-e9bfda959248a4904af8,0.8033
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjy_A,8.033E-01,8.901E-01,0.915,1.000,8.148E-01,proteina-e9bfda959248a4904af8,0.8033
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjk_A,8.031E-01,8.900E-01,0.915,1.000,8.148E-01,proteina-e9bfda959248a4904af8,0.8031
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hk3_A,8.030E-01,8.898E-01,0.915,1.000,8.146E-01,proteina-e9bfda959248a4904af8,0.803
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj4_A,8.030E-01,8.898E-01,0.915,1.000,8.146E-01,proteina-e9bfda959248a4904af8,0.803
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjg_A,8.031E-01,8.898E-01,0.915,1.000,8.146E-01,proteina-e9bfda959248a4904af8,0.8031
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjv_A,8.030E-01,8.898E-01,0.915,1.000,8.146E-01,proteina-e9bfda959248a4904af8,0.803
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjc_A,8.030E-01,8.897E-01,0.915,1.000,8.145E-01,proteina-e9bfda959248a4904af8,0.803
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjh_A,8.031E-01,8.898E-01,0.915,1.000,8.145E-01,proteina-e9bfda959248a4904af8,0.8031
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjw_A,8.028E-01,8.895E-01,0.915,1.000,8.142E-01,proteina-e9bfda959248a4904af8,0.8028
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjf_A,8.028E-01,8.896E-01,0.915,1.000,8.142E-01,proteina-e9bfda959248a4904af8,0.8028
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjj_A,8.024E-01,8.890E-01,0.915,1.000,8.136E-01,proteina-e9bfda959248a4904af8,0.8024
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hjl_A,8.020E-01,8.885E-01,0.915,1.000,8.130E-01,proteina-e9bfda959248a4904af8,0.802
proteina-e9bfda959248a4904af8,legacy__denovo_pdb__7hj7_A,8.016E-01,8.881E-01,0.915,1.000,8.128E-01,proteina-e9bfda959248a4904af8,0.8016
proteina-20bf82edbdefabce5c63,legacy__denovo_pdb__4pq8_A,8.409E-01,8.108E-01,0.931,0.942,8.136E-01,proteina-20bf82edbdefabce5c63,0.8108
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__1mj0_A,8.453E-01,9.454E-01,0.909,0.994,8.863E-01,proteina-bc4843767cba5bb1795f,0.8453
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__2qyj_A,8.386E-01,9.498E-01,0.914,0.994,8.849E-01,proteina-bc4843767cba5bb1795f,0.8386
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__5op3_A,8.434E-01,9.373E-01,0.920,0.981,8.807E-01,proteina-bc4843767cba5bb1795f,0.8434
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__5oos_A,8.496E-01,9.216E-01,0.914,0.975,8.773E-01,proteina-bc4843767cba5bb1795f,0.8496
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__5lw2_A,8.346E-01,9.391E-01,0.914,0.987,8.772E-01,proteina-bc4843767cba5bb1795f,0.8346
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__4dui_A,8.592E-01,9.093E-01,0.937,0.970,8.718E-01,proteina-bc4843767cba5bb1795f,0.8592
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__4j8y_A,8.349E-01,9.276E-01,0.914,0.975,8.710E-01,proteina-bc4843767cba5bb1795f,0.8349
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__5oou_A,8.458E-01,8.958E-01,0.903,0.939,8.624E-01,proteina-bc4843767cba5bb1795f,0.8458
proteina-bc4843767cba5bb1795f,legacy__denovo_pdb__6fpb_A,8.343E-01,9.099E-01,0.903,0.962,8.610E-01,proteina-bc4843767cba5bb1795f,0.8343
