dataset,stem,gt_chain,source_organism,is_viral,length,fold_verdict,seq_leakage,neff_tier,n_train_seq_hits,best_train_identity,marinfold_61_rollout,marinfold_lm_pairwise,marinfold_ens10,seq_knn_k10,seq_knn_k50,protenix_single_seq,protenix_msa,esmfold,esmfold2
cameo_hard,8j4i_A,A,Homo sapiens,False,190.0,novel_fold,redundant_seq,deep,115,0.988,0.1136363636363636,0.125,0.1477272727272727,0.4204545454545454,0.4545454545454545,0.1136363636363636,0.4318181818181818,0.3977272727272727,0.4431818181818182
cameo_hard,8jvx_B,B,synthetic construct,False,39.0,same_fold,redundant_seq,orphan,1,0.533,0.625,0.5,0.625,0.0,0.0,0.875,0.875,1.0,0.875
cameo_hard,8raj_A,A,Methylorubrum extorquens AM1,False,62.0,novel_fold,redundant_seq,low,1,0.619,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
cameo_hard,8s3m_A,A,Thermus phage Tt72,True,345.0,novel_fold,novel_seq,deep,109,0.343,0.0746268656716417,0.044776119402985,0.0932835820895522,0.1567164179104477,0.1641791044776119,0.0373134328358208,0.7761194029850746,0.3059701492537313,0.4365671641791044
cameo_hard,8s89_A,A,synthetic construct,False,401.0,novel_fold,novel_seq,orphan,0,0.0,0.0727969348659003,0.0727969348659003,0.0996168582375478,0.0,0.0,0.896551724137931,0.896551724137931,0.8620689655172413,0.8697318007662835
cameo_hard,8u1a_A,A,synthetic construct,False,324.0,same_fold,novel_seq,orphan,0,0.0,0.0956284153005464,0.0737704918032786,0.1830601092896175,0.0163934426229508,0.0163934426229508,0.6775956284153005,0.680327868852459,0.0765027322404371,0.0437158469945355
cameo_hard,8v4w_A,A,Campylobacter concisus,False,207.0,novel_fold,novel_seq,marginal,3,0.484,0.0884353741496598,0.0680272108843537,0.0884353741496598,0.0,0.0,0.1020408163265306,0.7142857142857143,0.1972789115646258,0.3333333333333333
cameo_hard,8vd6_A,A,synthetic construct,False,174.0,same_fold,novel_seq,orphan,7,0.258,0.3194444444444444,0.2083333333333333,0.25,0.0972222222222222,0.0972222222222222,0.5416666666666666,0.5555555555555556,0.7361111111111112,0.7222222222222222
cameo_hard,8vej_B,B,synthetic construct,False,242.0,same_fold,novel_seq,orphan,0,0.0,0.1904761904761904,0.1269841269841269,0.1666666666666666,0.0,0.0,0.7380952380952381,0.746031746031746,0.746031746031746,0.746031746031746
cameo_hard,8wwc_C,C,synthetic construct,False,113.0,redundant,novel_seq,orphan,1,0.405,0.1875,0.140625,0.15625,0.0,0.0,0.625,0.59375,0.671875,0.59375
cameo_hard,8xtn_A,A,Homo sapiens,False,33.0,novel_fold,redundant_seq,orphan,5,0.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cameo_hard,8yl4_B,B,Escherichia coli,False,207.0,novel_fold,novel_seq,orphan,1,0.345,0.2440944881889764,0.1889763779527559,0.2047244094488189,0.0,0.0,0.7716535433070866,0.7401574803149606,0.8267716535433071,0.8267716535433071
cameo_hard,8yoz_A,A,Thermus thermophilus HB8,False,79.0,same_fold,redundant_seq,deep,290,0.594,0.1764705882352941,0.2352941176470588,0.1764705882352941,0.4705882352941176,0.4705882352941176,0.5294117647058824,0.7058823529411765,0.6470588235294118,0.4705882352941176
cameo_hard,8zaf_A,A,Shimazuella kribbensis,False,353.0,redundant,redundant_seq,deep,6,0.412,0.0659340659340659,0.0952380952380952,0.0622710622710622,0.5824175824175825,0.5824175824175825,0.0842490842490842,0.8278388278388278,0.5824175824175825,0.7326007326007326
cameo_hard,9b7d_D,D,metagenome,False,192.0,same_fold,redundant_seq,deep,21,0.386,0.1351351351351351,0.054054054054054,0.1621621621621621,0.5,0.5,0.0,0.8513513513513513,0.1216216216216216,0.027027027027027
cameo_hard,9bch_A,A,Corynebacterium diphtheriae NCTC 13129,False,198.0,novel_fold,novel_seq,low,1,0.308,0.109090909090909,0.1,0.1181818181818181,0.0,0.0,0.3272727272727272,0.5727272727272728,0.1181818181818181,0.5454545454545454
cameo_hard,9de9_B,B,synthetic construct,False,81.0,same_fold,novel_seq,orphan,1,0.32,0.4375,0.3541666666666667,0.3333333333333333,0.0,0.0,0.8125,0.8541666666666666,0.875,0.8541666666666666
cameo_hard,9deb_E,E,synthetic construct,False,83.0,redundant,novel_seq,orphan,0,0.0,0.3684210526315789,0.2894736842105263,0.3157894736842105,0.0,0.0,0.8157894736842105,0.8157894736842105,0.868421052631579,0.868421052631579
cameo_hard,9def_A,A,synthetic construct,False,151.0,same_fold,novel_seq,deep,3,0.362,0.2533333333333333,0.1466666666666666,0.1733333333333333,0.0133333333333333,0.0133333333333333,0.8133333333333334,0.7866666666666666,0.7733333333333333,0.7866666666666666
