query,target,min_tm,min_coverage,prefilter_reported
proteina-7ec48bae314bc390807b,proteina-913c153c13ead6ab3327,0.25110474381312037,0.4581673306772908,False
proteina-7ec48bae314bc390807b,proteina-b82fd83657ef2b0f8114,0.33026133527057916,0.50199203187251,True
proteina-7ec48bae314bc390807b,proteina-ed68a587e75e745a1c8e,0.2899319382789515,0.5099601593625498,True
proteina-7ec48bae314bc390807b,proteina-ac9a2671eea6f8135817,0.3246920499760228,0.5577689243027888,True
proteina-7ec48bae314bc390807b,proteina-76ae51481f28d7d16835,0.2966052987686773,0.5219123505976095,True
proteina-7ec48bae314bc390807b,proteina-066a366f8f30de2a2e62,0.32611905876933883,0.6055776892430279,True
proteina-7ec48bae314bc390807b,proteina-8753bcd71e8fa64b8305,0.2807120431537206,0.46613545816733065,True
proteina-7ec48bae314bc390807b,proteina-cf981e8a2adbe60b8003,0.2922947170660966,0.5338645418326693,True
proteina-7ec48bae314bc390807b,proteina-db5619e2bf521738d324,0.3387579696438176,0.5258964143426295,True
proteina-7ec48bae314bc390807b,proteina-c2a2ed10240c6f5eb045,0.3548341125875242,0.5099601593625498,True
proteina-7ec48bae314bc390807b,proteina-88b689031a641994231e,0.32711417600252185,0.5298804780876494,True
proteina-7ec48bae314bc390807b,proteina-aeae7a0caa78be19b380,0.26354158521238835,0.49800796812749004,False
proteina-7ec48bae314bc390807b,proteina-79396bd46f632d4dd4a9,0.26697593834778804,0.46613545816733065,True
proteina-7ec48bae314bc390807b,proteina-f96064f7e58225f9487a,0.3111782284454698,0.5219123505976095,True
proteina-7ec48bae314bc390807b,proteina-50a271d20d5ffeb8e54b,0.2626797645246442,0.4701195219123506,False
proteina-913c153c13ead6ab3327,proteina-b82fd83657ef2b0f8114,0.3199586023668362,0.548,True
proteina-913c153c13ead6ab3327,proteina-ed68a587e75e745a1c8e,0.271710828413533,0.408,True
proteina-913c153c13ead6ab3327,proteina-ac9a2671eea6f8135817,0.2991018573052239,0.476,True
proteina-913c153c13ead6ab3327,proteina-76ae51481f28d7d16835,0.33273749645023804,0.5219123505976095,False
proteina-913c153c13ead6ab3327,proteina-066a366f8f30de2a2e62,0.28458252533103157,0.492,True
proteina-913c153c13ead6ab3327,proteina-8753bcd71e8fa64b8305,0.29788452891629025,0.54,True
proteina-913c153c13ead6ab3327,proteina-cf981e8a2adbe60b8003,0.2790018165455104,0.46613545816733065,False
proteina-913c153c13ead6ab3327,proteina-db5619e2bf521738d324,0.3228456055528164,0.5059760956175299,True
proteina-913c153c13ead6ab3327,proteina-c2a2ed10240c6f5eb045,0.3246023629479857,0.545816733067729,True
proteina-913c153c13ead6ab3327,proteina-88b689031a641994231e,0.31720468360934695,0.516,True
proteina-913c153c13ead6ab3327,proteina-aeae7a0caa78be19b380,0.26312230828191907,0.450199203187251,False
proteina-913c153c13ead6ab3327,proteina-79396bd46f632d4dd4a9,0.33539917391434365,0.49800796812749004,False
proteina-913c153c13ead6ab3327,proteina-f96064f7e58225f9487a,0.2823470852528907,0.496,True
proteina-913c153c13ead6ab3327,proteina-50a271d20d5ffeb8e54b,0.2064653010123295,0.36254980079681276,False
proteina-b82fd83657ef2b0f8114,proteina-ed68a587e75e745a1c8e,0.31992643135435817,0.58,True
proteina-b82fd83657ef2b0f8114,proteina-ac9a2671eea6f8135817,0.28004313927998864,0.464,True
proteina-b82fd83657ef2b0f8114,proteina-76ae51481f28d7d16835,0.2783268028479616,0.4701195219123506,False
proteina-b82fd83657ef2b0f8114,proteina-066a366f8f30de2a2e62,0.365132628746647,0.576,True
proteina-b82fd83657ef2b0f8114,proteina-8753bcd71e8fa64b8305,0.34636217487564774,0.496,True
proteina-b82fd83657ef2b0f8114,proteina-cf981e8a2adbe60b8003,0.2596033662505732,0.450199203187251,True
proteina-b82fd83657ef2b0f8114,proteina-db5619e2bf521738d324,0.2741065183920724,0.46215139442231074,True
proteina-b82fd83657ef2b0f8114,proteina-c2a2ed10240c6f5eb045,0.270685782875991,0.5139442231075697,True
proteina-b82fd83657ef2b0f8114,proteina-88b689031a641994231e,0.35370987842241813,0.572,True
proteina-b82fd83657ef2b0f8114,proteina-aeae7a0caa78be19b380,0.2698957060219711,0.46215139442231074,False
proteina-b82fd83657ef2b0f8114,proteina-79396bd46f632d4dd4a9,0.2831810541684452,0.47808764940239046,True
proteina-b82fd83657ef2b0f8114,proteina-f96064f7e58225f9487a,0.3773868966827658,0.616,True
proteina-b82fd83657ef2b0f8114,proteina-50a271d20d5ffeb8e54b,0.29361222278747817,0.5179282868525896,False
proteina-ed68a587e75e745a1c8e,proteina-ac9a2671eea6f8135817,0.28284874594885473,0.516,True
proteina-ed68a587e75e745a1c8e,proteina-76ae51481f28d7d16835,0.25481274522937764,0.4541832669322709,False
proteina-ed68a587e75e745a1c8e,proteina-066a366f8f30de2a2e62,0.40597280735835756,0.652,True
