stem,length,previous_quality_pass,quality_pass,previous_chain_breaks,ca_chain_breaks,cis_proline_bonds,elapsed_cpu_seconds
proteina-75c14aeacc8a1a77d74f,100,False,False,0,0,0,0.0019486660603433847
proteina-215583f1945db6f6dbfe,100,True,True,0,0,0,0.0016499059274792671
proteina-0ad9b6897347c8251eaf,100,True,True,0,0,0,0.0015812469646334648
proteina-70791b852d1236e1a0d1,100,True,True,0,0,0,0.0015548169612884521
proteina-a81dbf596dce0d01f55f,100,True,True,0,0,0,0.0015597569290548563
proteina-fa8062f75af335e9ecf1,100,True,True,0,0,0,0.001563814003020525
proteina-276b5488628433a2a539,100,True,True,0,0,0,0.001558834919705987
proteina-196b47be5f54394618a0,100,True,True,0,0,0,0.0015580730978399515
proteina-c47b28aae69757c46b68,100,True,True,0,0,0,0.001565566984936595
proteina-ae2d335f6f1b2af6d22e,100,True,True,0,0,0,0.0015658978372812271
proteina-5ed86f32a250b3c9459d,100,True,True,0,0,0,0.0015502781607210636
proteina-24f4d1ab8dffefb3b814,100,False,False,0,0,0,0.0015031700022518635
proteina-c337ed2496379b3a507b,100,True,True,0,0,0,0.001560939010232687
proteina-b973158da8600beb120e,100,True,True,0,0,0,0.001553183887153864
proteina-2bffd6308ea6421552b3,100,True,True,0,0,0,0.0015395181253552437
proteina-d909ed39640b232ffeab,100,True,True,0,0,0,0.0015485358890146017
proteina-c6534107658702efbffc,100,False,False,0,0,0,0.0014922900591045618
proteina-57083b0489e240b352cb,100,True,True,0,0,0,0.001574695110321045
proteina-8a2cb45828c7f54a286f,100,True,True,0,0,0,0.0015382759738713503
proteina-cfc40e241f03e7e656b9,100,True,True,0,0,0,0.0015433761291205883
proteina-902a7b7c464bf3c315f7,100,True,True,0,0,0,0.0014132109936326742
proteina-2a4a9abfb2af9f5d3ce5,100,True,True,0,0,0,0.0012414490338414907
proteina-0a4986de98417fc38457,100,False,False,0,0,0,0.001205722102895379
proteina-af7d027679bf8dba3c04,100,True,True,0,0,0,0.0012527902144938707
proteina-2f58b143cc41192eb256,100,True,True,0,0,0,0.0012546740472316742
proteina-a05690df4731bece6c9d,100,False,False,0,0,0,0.0011982289142906666
proteina-8d666fc85f33fc1f3b19,100,True,True,0,0,0,0.0012614969164133072
proteina-666c48866efe82a999be,100,False,False,0,0,0,0.0012131859548389912
proteina-7089d909c2af8a353b88,100,False,False,0,0,0,0.0012119230814278126
proteina-9f8f92f73c26a8508671,100,True,True,0,0,0,0.0012481820303946733
proteina-04088de99a0727dd554f,100,False,False,0,0,0,0.0012072150129824877
proteina-dbe6a3bb3fe03ad61a61,100,True,True,0,0,0,0.001235548174008727
proteina-439d3b24029848b1f19a,100,False,False,0,0,0,0.0017868729773908854
proteina-bc3b7b3a34cd11f1c78d,100,True,True,0,0,0,0.001657199813053012
proteina-3387cafc657a0a340fe8,100,True,True,0,0,0,0.0016239171382039785
proteina-9d40fd11d91026e054d4,100,True,True,0,0,0,0.0015911359805613756
proteina-0fb6d5c4cc1232112180,100,True,True,0,0,0,0.0015950819943100214
proteina-bd6762cea62cae9fffa7,100,False,True,1,0,1,0.48858491191640496
proteina-e636365f0a7a57553a0f,100,True,True,0,0,0,0.001866210950538516
proteina-5577c9fab50dd1266bf2,100,True,True,0,0,0,0.001347959041595459
proteina-a85a76c978eac08e2687,100,True,True,0,0,0,0.0013320790603756905
proteina-b55cbb9d584613aaa5da,100,True,True,0,0,0,0.0013350248336791992
proteina-7308efa9234e569bd022,100,True,True,0,0,0,0.0012981449253857136
proteina-6648e52b3c80e35a1af7,100,True,True,0,0,0,0.0013293339870870113
proteina-76eec2ffec8854fd5cca,100,True,True,0,0,0,0.0013126230333000422
proteina-b745fe0c1378aae3777e,100,False,False,0,0,0,0.0012745610438287258
proteina-07892e951ee9425b73e6,100,True,True,0,0,0,0.0013092670124024153
proteina-a57ec9536230be57026f,100,True,True,0,0,0,0.0013204468414187431
proteina-fcacbecfcb0d7acb4612,100,True,True,0,0,0,0.0013037258759140968
proteina-5d61ea52251aa80193af,100,False,False,0,0,0,0.0012632699217647314
proteina-4a330c07c2b73a0fa141,100,True,True,0,0,0,0.0013185241259634495
proteina-b1364757cc8f7d62c40f,100,True,True,0,0,0,0.00129988812841475
proteina-fd1ba8c2633583bfd2d7,100,False,False,1,1,0,0.0012647719122469425
proteina-4fe420ca8229df130ca9,100,True,True,0,0,0,0.001310819061473012
proteina-20b5a2ad6be031dacf24,100,True,True,0,0,0,0.0013196459040045738
proteina-938b23882ed36cdd4619,100,True,True,0,0,0,0.0013131441082805395
proteina-48e986922343cf2640cb,100,True,True,0,0,0,0.0013285030145198107
proteina-59c8c355e6342e92d3c9,100,True,True,0,0,0,0.0013167709112167358
proteina-e7ec643a44e20b03dada,100,True,True,0,0,0,0.0013161690440028906
proteina-368f172190a7c1817756,100,False,False,0,0,0,0.0012782178819179535
proteina-bdd78217c35974467af3,100,True,True,0,0,0,0.0013119718059897423
proteina-cbf8c8d4a53c859d4ea7,100,True,True,0,0,0,0.001339081907644868
proteina-696132d886d3c9b52251,100,False,True,1,0,1,0.08139599999412894
proteina-a6688467907748128858,100,True,True,0,0,0,0.0019645257852971554
proteina-57caf028f21c28a7ae89,100,True,True,0,0,0,0.002052451018244028
proteina-15b208095e1495863a32,100,True,True,0,0,0,0.0016852121334522963
proteina-cac28b7490b76225f9ee,100,True,True,0,0,0,0.0016508880071341991
proteina-30d7dcd290fe036f22e5,100,True,True,0,0,0,0.0016753030940890312
proteina-8b7919e8c8f9b7d17c50,100,True,True,0,0,0,0.0016472002025693655
proteina-fdd3f353d7eaa44bc450,100,False,False,0,0,0,0.0015996410511434078
proteina-63872c28075090970779,100,True,True,0,0,0,0.0016447058878839016
proteina-576af52de547319d7f5b,100,True,True,0,0,0,0.0016308100894093513
proteina-0308f70be3294a172aee,100,True,True,0,0,0,0.0016543830279260874
proteina-9c35e34baaadfb7002bd,100,True,True,0,0,0,0.001639275113120675
proteina-cb7f8d6e27dea5ebb4b5,100,True,True,0,0,0,0.0016640720423310995
proteina-c491358b572851294e3b,100,True,True,0,0,0,0.0016217329539358616
proteina-de62eb9742b582f05cd3,100,True,True,0,0,0,0.0016349880024790764
proteina-4dee0293e78269033ee5,100,True,True,0,0,0,0.001648714067414403
proteina-283c6dbb528c15b81ac8,100,True,True,0,0,0,0.0016437140293419361
proteina-3999e7d2ac1e6c3fc3ab,100,True,True,0,0,0,0.0016393561381846666
proteina-4327ed5e9c7b24485dac,100,True,True,0,0,0,0.0016365901101380587
proteina-56e1183848fcaee780f5,100,True,True,0,0,0,0.001656217034906149
proteina-d8b38fab9d70b86c27c8,100,True,True,0,0,0,0.0016375118866562843
proteina-d823593e023cb4b416b1,100,False,False,0,0,0,0.001586295897141099
