stem,length,condition,quality_pass,sequence_excluded,structure_excluded,fine_cluster,selected
proteina-ec4964b25774a2015b4a,500,1.x.x.x,False,True,False,,False
proteina-be675ca7c54e54c0a174,500,1.x.x.x,True,True,False,,False
proteina-1ef17dd214e985d200d1,500,1.x.x.x,True,False,False,proteina-1ef17dd214e985d200d1,True
proteina-876024d77789f7b5b7fd,500,1.x.x.x,True,True,False,,False
proteina-41ac168dbecb63c60bf3,500,1.x.x.x,True,True,False,,False
proteina-033ab6a3414b7b3a7d15,500,1.x.x.x,False,True,False,,False
proteina-d2ab49be58d6b7d10335,500,1.x.x.x,True,True,False,,False
proteina-ba7eb2a0fb6f064424e7,500,1.x.x.x,False,True,False,,False
proteina-b9328f5370df195ededa,500,2.x.x.x,False,True,False,,False
proteina-45ff0f96e17d5b21f894,500,2.x.x.x,False,True,False,,False
proteina-9b455cbef4ae9ec1b1c4,500,2.x.x.x,False,True,False,,False
proteina-84a54978e692f8bda13d,500,2.x.x.x,False,True,False,,False
proteina-caff121c1946c7d90a93,500,2.x.x.x,False,False,False,,False
proteina-e782fd2cd0196181a43f,500,2.x.x.x,False,True,False,,False
proteina-b6ada59bdcb3bb070972,500,2.x.x.x,False,True,False,,False
proteina-25fc4dc1d7ee8e956588,500,2.x.x.x,False,False,False,,False
proteina-784acb72adbf2ea94df5,500,1.x.x.x,True,True,False,,False
proteina-b9b2a0b764319df6fcfd,500,1.x.x.x,False,True,False,,False
proteina-6cc24d1efee90d995d36,500,1.x.x.x,False,True,False,,False
proteina-c97aa3bbb2c8c7aad1d4,500,1.x.x.x,True,True,False,,False
proteina-e8cd58353d751948c848,500,1.x.x.x,False,True,False,,False
proteina-1bbe41f90e083445e88e,500,1.x.x.x,False,True,False,,False
proteina-ab308713e80ee34b30c7,500,1.x.x.x,False,True,False,,False
proteina-f6e5cb8d66f15b4014c8,500,1.x.x.x,False,True,False,,False
proteina-5434914a9bec9dcbc34f,500,2.x.x.x,True,False,False,proteina-5434914a9bec9dcbc34f,True
proteina-baded60db7c5d5c31172,500,2.x.x.x,False,True,False,,False
proteina-8b4f86e9be17b5608055,500,2.x.x.x,False,False,False,,False
proteina-a1f2f5d7984b5d983ae3,500,2.x.x.x,True,False,False,proteina-a1f2f5d7984b5d983ae3,True
proteina-3387fe03014148a7d544,500,2.x.x.x,True,True,False,,False
proteina-3bf8fa154c58c726752d,500,2.x.x.x,False,False,False,,False
proteina-7a6ce95495689d682065,500,2.x.x.x,False,False,False,,False
proteina-cc91dc4f4c01c97040b7,500,2.x.x.x,False,False,False,,False
proteina-23eb1a1b4232d6f1bc26,500,3.x.x.x,False,False,False,,False
proteina-ecc23742de230a2877ba,500,3.x.x.x,True,False,False,proteina-ecc23742de230a2877ba,True
proteina-425961ceabd6095ddeec,500,3.x.x.x,False,False,False,,False
proteina-e44a96a07b08e3625dca,500,3.x.x.x,True,False,False,proteina-e44a96a07b08e3625dca,True
proteina-7590ae675cc329411bca,500,3.x.x.x,False,False,False,,False
proteina-1f0e0e4729e8c25e250e,500,3.x.x.x,False,False,False,,False
proteina-f352457181cf834a50df,500,3.x.x.x,False,False,False,,False
proteina-dd6523df6482e781eb08,500,3.x.x.x,True,True,False,,False
proteina-88ca705c47bc0009cc8c,500,1.x.x.x,True,True,False,,False
proteina-cd63563b49978f394d15,500,1.x.x.x,False,True,False,,False
proteina-7d89c600ca3e19bcf65b,500,1.x.x.x,True,True,False,,False
proteina-6f975e90a8b0d5b16af0,500,1.x.x.x,True,True,False,,False
proteina-d602401a2f1a72581e96,500,1.x.x.x,True,True,False,,False
proteina-f45ad0ed3bf967cfbc53,500,1.x.x.x,True,True,False,,False
proteina-9b96159eccae117ce3d9,500,1.x.x.x,False,False,False,,False
proteina-2082437ec77410f766f7,500,1.x.x.x,False,True,False,,False
proteina-cfb30d6ec1cb027b316c,500,2.x.x.x,True,True,False,,False
proteina-493dbb8e820ee505d2f1,500,2.x.x.x,True,True,False,,False
proteina-3f18aaa3a319e6f67f70,500,2.x.x.x,True,True,False,,False
proteina-6c28a34f04fb5cc0e5c5,500,2.x.x.x,False,True,False,,False
proteina-a88901db70cd49d5e2d6,500,2.x.x.x,False,False,False,,False
proteina-ca87e6f0569ef4c2e489,500,2.x.x.x,False,False,False,,False
proteina-52781faefcebd3ee5a3b,500,2.x.x.x,False,True,False,,False
proteina-dca6101ca04ee02ac2b1,500,2.x.x.x,False,True,False,,False
proteina-2876dd9c45ca19288c5b,500,unconditional,False,False,False,,False
proteina-0f13300cd3ff5a55ee6d,500,unconditional,True,False,False,proteina-0f13300cd3ff5a55ee6d,True
proteina-09c46a6e5cba7b94609e,500,unconditional,False,True,False,,False
proteina-c17c88abcd6c4585727e,500,unconditional,False,True,False,,False
proteina-9eb837abc90c6ab2b93b,500,unconditional,True,True,False,,False
proteina-234bb31728e410fa1d7f,500,unconditional,True,True,False,,False
proteina-2ceaa9d44754c33aab37,500,unconditional,False,True,False,,False
proteina-ade07b68d854609dd29a,500,unconditional,True,True,False,,False
proteina-a65215225a38627db969,500,2.x.x.x,False,True,False,,False
proteina-9ab406a7f2281875b3fd,500,2.x.x.x,True,True,False,,False
proteina-2022ea1145d90806b501,500,2.x.x.x,False,True,False,,False
proteina-0225942095b452418e92,500,2.x.x.x,True,True,False,,False
proteina-ad7a6985b76d21d45047,500,2.x.x.x,False,True,False,,False
proteina-c53b5192e8a589eebc57,500,2.x.x.x,False,True,False,,False
proteina-87126dd19f8fc2b5b7df,500,2.x.x.x,False,True,False,,False
proteina-7c8044717af4dbc6ee32,500,2.x.x.x,False,False,False,,False
proteina-9d72f9a14fc1842893df,500,3.x.x.x,False,True,False,,False
proteina-2813e7efdd3d23e8e524,500,3.x.x.x,True,True,False,,False
proteina-fd44bbe00fdfb892760f,500,3.x.x.x,True,True,False,,False
proteina-d846f1fe736cea0626c9,500,3.x.x.x,True,True,False,,False
proteina-5f6f7d37e7249c9b2449,500,3.x.x.x,False,True,False,,False
proteina-08ed3d532c7ce7a98acd,500,3.x.x.x,True,True,False,,False
proteina-f0e95b2aa5183643748b,500,3.x.x.x,False,True,False,,False
proteina-d249eebfe0a717d5bfa0,500,3.x.x.x,False,True,False,,False
proteina-1fa358311b42416f370e,500,3.x.x.x,True,True,False,,False
proteina-0c5d41ecde2f4cba0c83,500,3.x.x.x,True,True,False,,False
proteina-cc8833873173af8eebb2,500,3.x.x.x,True,True,False,,False
proteina-319ae6a7a1db02b9e8d1,500,3.x.x.x,False,True,False,,False
proteina-3530835a93463543842e,500,3.x.x.x,True,False,False,proteina-3530835a93463543842e,True
proteina-913e243b9122f551b500,500,3.x.x.x,False,True,False,,False
proteina-a1a459bf27a4ae10d6d3,500,3.x.x.x,False,True,False,,False
proteina-8b49df40a8791d550341,500,3.x.x.x,True,True,False,,False
