geometry,threshold,subset,stem,cluster
original,fine,all,proteina-ec4964b25774a2015b4a,proteina-ec4964b25774a2015b4a
original,fine,all,proteina-be675ca7c54e54c0a174,proteina-be675ca7c54e54c0a174
original,fine,all,proteina-1ef17dd214e985d200d1,proteina-1ef17dd214e985d200d1
original,fine,all,proteina-876024d77789f7b5b7fd,proteina-876024d77789f7b5b7fd
original,fine,all,proteina-41ac168dbecb63c60bf3,proteina-41ac168dbecb63c60bf3
original,fine,all,proteina-033ab6a3414b7b3a7d15,proteina-033ab6a3414b7b3a7d15
original,fine,all,proteina-d2ab49be58d6b7d10335,proteina-d2ab49be58d6b7d10335
original,fine,all,proteina-ba7eb2a0fb6f064424e7,proteina-ba7eb2a0fb6f064424e7
original,fine,all,proteina-b9328f5370df195ededa,proteina-b9328f5370df195ededa
original,fine,all,proteina-45ff0f96e17d5b21f894,proteina-45ff0f96e17d5b21f894
original,fine,all,proteina-9b455cbef4ae9ec1b1c4,proteina-9b455cbef4ae9ec1b1c4
original,fine,all,proteina-84a54978e692f8bda13d,proteina-84a54978e692f8bda13d
original,fine,all,proteina-caff121c1946c7d90a93,proteina-caff121c1946c7d90a93
original,fine,all,proteina-e782fd2cd0196181a43f,proteina-e782fd2cd0196181a43f
original,fine,all,proteina-b6ada59bdcb3bb070972,proteina-b6ada59bdcb3bb070972
original,fine,all,proteina-25fc4dc1d7ee8e956588,proteina-25fc4dc1d7ee8e956588
original,fine,all,proteina-784acb72adbf2ea94df5,proteina-784acb72adbf2ea94df5
original,fine,all,proteina-b9b2a0b764319df6fcfd,proteina-3a5cf240c4b2d168f199
original,fine,all,proteina-3a5cf240c4b2d168f199,proteina-3a5cf240c4b2d168f199
original,fine,all,proteina-6cc24d1efee90d995d36,proteina-6cc24d1efee90d995d36
original,fine,all,proteina-c97aa3bbb2c8c7aad1d4,proteina-c97aa3bbb2c8c7aad1d4
original,fine,all,proteina-e8cd58353d751948c848,proteina-e8cd58353d751948c848
original,fine,all,proteina-1bbe41f90e083445e88e,proteina-1bbe41f90e083445e88e
original,fine,all,proteina-ab308713e80ee34b30c7,proteina-ab308713e80ee34b30c7
original,fine,all,proteina-f6e5cb8d66f15b4014c8,proteina-f6e5cb8d66f15b4014c8
original,fine,all,proteina-5434914a9bec9dcbc34f,proteina-5434914a9bec9dcbc34f
original,fine,all,proteina-baded60db7c5d5c31172,proteina-baded60db7c5d5c31172
original,fine,all,proteina-8b4f86e9be17b5608055,proteina-8b4f86e9be17b5608055
original,fine,all,proteina-a1f2f5d7984b5d983ae3,proteina-a1f2f5d7984b5d983ae3
original,fine,all,proteina-3387fe03014148a7d544,proteina-3387fe03014148a7d544
original,fine,all,proteina-3bf8fa154c58c726752d,proteina-3bf8fa154c58c726752d
original,fine,all,proteina-7a6ce95495689d682065,proteina-7a6ce95495689d682065
original,fine,all,proteina-cc91dc4f4c01c97040b7,proteina-cc91dc4f4c01c97040b7
original,fine,all,proteina-23eb1a1b4232d6f1bc26,proteina-23eb1a1b4232d6f1bc26
original,fine,all,proteina-ecc23742de230a2877ba,proteina-ecc23742de230a2877ba
original,fine,all,proteina-425961ceabd6095ddeec,proteina-425961ceabd6095ddeec
original,fine,all,proteina-e44a96a07b08e3625dca,proteina-e44a96a07b08e3625dca
original,fine,all,proteina-7590ae675cc329411bca,proteina-7590ae675cc329411bca
original,fine,all,proteina-1f0e0e4729e8c25e250e,proteina-1f0e0e4729e8c25e250e
original,fine,all,proteina-f352457181cf834a50df,proteina-f352457181cf834a50df
original,fine,all,proteina-dd6523df6482e781eb08,proteina-dd6523df6482e781eb08
original,fine,all,proteina-88ca705c47bc0009cc8c,proteina-88ca705c47bc0009cc8c
original,fine,all,proteina-cd63563b49978f394d15,proteina-b98203d58bc76c501641
original,fine,all,proteina-b98203d58bc76c501641,proteina-b98203d58bc76c501641
original,fine,all,proteina-7d89c600ca3e19bcf65b,proteina-7d89c600ca3e19bcf65b
original,fine,all,proteina-6f975e90a8b0d5b16af0,proteina-6f975e90a8b0d5b16af0
original,fine,all,proteina-d602401a2f1a72581e96,proteina-d602401a2f1a72581e96
original,fine,all,proteina-f45ad0ed3bf967cfbc53,proteina-f45ad0ed3bf967cfbc53
original,fine,all,proteina-9b96159eccae117ce3d9,proteina-9b96159eccae117ce3d9
original,fine,all,proteina-2082437ec77410f766f7,proteina-2082437ec77410f766f7
original,fine,all,proteina-cfb30d6ec1cb027b316c,proteina-cfb30d6ec1cb027b316c
original,fine,all,proteina-493dbb8e820ee505d2f1,proteina-493dbb8e820ee505d2f1
original,fine,all,proteina-3f18aaa3a319e6f67f70,proteina-3f18aaa3a319e6f67f70
original,fine,all,proteina-6c28a34f04fb5cc0e5c5,proteina-6c28a34f04fb5cc0e5c5
