struct_cluster_id,entry_a,entry_b,anchor_a,anchor_b,tm_a,tm_b,tm_max,rmsd,aligned_residues,coverage_a,coverage_b,aligned_sequence_identity,ca_contact_jaccard,ca_contact_union,core_tm_max,core_residues_a,core_residues_b,elapsed_seconds
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,0a152c63f5931d8429e63b038cb36762,true,false,0.9185638780857106,0.9370330063292566,0.9370330063292566,1.4486693650780733,142,0.9726027397260274,0.993006993006993,0.4859154929577465,0.8177339901477833,203,0.9537631380986207,132,124,0.04324927099997922
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,19e0237eb860aa2a1df019984ec0fa88,true,false,0.9133222973529105,0.9441718304623086,0.9441718304623086,1.238832384442001,141,0.9657534246575342,1.0,0.48936170212765956,0.8592233009708737,206,0.962664427927397,132,126,0.041948633000004065
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,1b2441bdce9ad6b421ae1f5968196d67,true,false,0.8283265173045767,0.9026335810227549,0.9026335810227549,1.50978237112128,132,0.9041095890410958,0.9924812030075187,0.4090909090909091,0.7857142857142857,210,0.9202220571703501,132,117,0.039394869000034305
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,1cede55442c259ed0c00edf73b6fbc79,true,false,0.8715162421068442,0.9246449518748653,0.9246449518748653,1.3235601110449209,137,0.9383561643835616,1.0,0.4306569343065693,0.812206572769953,213,0.940854399399437,132,122,0.037864736000017274
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,1ed46df8797ce8acdbd6ce82de044415,true,false,0.8894010085917001,0.9595492359724795,0.9595492359724795,1.253286591265993,135,0.9246575342465754,1.0,0.4666666666666667,0.8207547169811321,212,0.9749857472066357,132,120,0.0340702839999949
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,24ce760a1a9ef941cbc8c476540d6113,true,false,0.8896096302963357,0.9449539656664219,0.9449539656664219,1.1150746908804157,137,0.9383561643835616,1.0,0.44525547445255476,0.8514851485148515,202,0.9566143553704506,132,122,0.03687311799995996
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,309aa57c2131f48475dd8921b868c534,true,false,0.8078394733613496,0.9076154646465329,0.9076154646465329,1.8040241301356275,129,0.8835616438356164,1.0,0.4186046511627907,0.8284313725490197,204,0.9495993365111999,132,117,0.03718052799996485
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,3c3d02cdce1343759b2b6a86e73296e4,true,false,0.9394636272032073,0.9394636272032073,0.9394636272032073,1.2364711243484332,143,0.9794520547945206,0.9794520547945206,0.44755244755244755,0.8,205,0.9669851128498995,132,123,0.03858638600001996
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,633888d3f39908a8da80bc5d3386051d,true,false,0.665650839189389,0.8953664000558014,0.8953664000558014,1.5175396298821262,105,0.7191780821917808,0.9905660377358491,0.4666666666666667,0.743455497382199,191,0.9138179212973642,132,97,0.027998287999992044
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,a81887beef801640edc79d4301f1ef78,true,false,0.8774835847322665,0.9314515663750529,0.9314515663750529,1.253729041930517,137,0.9383561643835616,1.0,0.45255474452554745,0.8199052132701422,211,0.9602829546618143,132,122,0.03685600699998304
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,b42be8894397f10a43183a14532fdaf8,true,false,0.860071171877531,0.94692035369755,0.94692035369755,1.1055613989855508,132,0.9041095890410958,1.0,0.45454545454545453,0.8431372549019608,204,0.9724288997355203,132,117,0.03458784600002218
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,d06fa1b43b35517223112d016a2c8910,true,false,0.8764306098962491,0.9444848394976211,0.9444848394976211,1.3385124757974673,135,0.9246575342465754,1.0,0.4444444444444444,0.8009049773755657,221,0.955426668149988,132,123,0.03611507300001904
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,e874246a9b0e2c0c4071cd31ec8cbe65,true,false,0.8331541519370743,0.9368441987324211,0.9368441987324211,1.264886180135851,129,0.8835616438356164,1.0,0.4186046511627907,0.8106796116504854,206,0.9467233332832302,132,117,0.03678072100001373
0000854290d826d1db3d3610c91dd475,0a152c63f5931d8429e63b038cb36762,19e0237eb860aa2a1df019984ec0fa88,false,false,0.9291767762131568,0.9417414276050408,0.9417414276050408,1.1134434997229046,140,0.9790209790209791,0.9929078014184397,0.5285714285714286,0.8542713567839196,199,0.9619218406924963,124,126,0.03839538899995887
0000854290d826d1db3d3610c91dd475,0a152c63f5931d8429e63b038cb36762,1b2441bdce9ad6b421ae1f5968196d67,false,false,0.8383672352847236,0.8961298508885984,0.8961298508885984,1.5005672687061087,131,0.916083916083916,0.9849624060150376,0.33587786259541985,0.748792270531401,207,0.9114593619123654,124,117,0.03601169600000276
0000854290d826d1db3d3610c91dd475,0a152c63f5931d8429e63b038cb36762,1cede55442c259ed0c00edf73b6fbc79,false,false,0.8962664462113312,0.9332424498105883,0.9332424498105883,1.1643851167624828,136,0.951048951048951,0.9927007299270073,0.34558823529411764,0.8155339805825242,206,0.9432041048688283,124,122,0.03613033900001028
0000854290d826d1db3d3610c91dd475,0a152c63f5931d8429e63b038cb36762,1ed46df8797ce8acdbd6ce82de044415,false,false,0.8711883196020067,0.9196221798613572,0.9196221798613572,1.6052089424384144,134,0.9370629370629371,0.9925925925925926,0.3805970149253731,0.755868544600939,213,0.9462005732301957,124,120,0.03554717200000823
