entry_id,struct_cluster_id,source_uri,atlas_version,atlas_row_id,n_residues,mean_plddt,confident_fraction,sha256,bytes,batch_id,batch_lookup_seconds,hostname
0000854290d826d1db3d3610c91dd475,0000854290d826d1db3d3610c91dd475,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,4712,146,82.91266454409246,0.9041095890410958,01989579e5800079796142ad5b02b2712aa4fd5a25cf954a6ffbc458c063a9c7,9375,0,4.779910751000017,ip-172-31-44-177
0000b69a12a3ff3cffcdc42ba6fe05b7,0000b69a12a3ff3cffcdc42ba6fe05b7,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,4294976324,425,89.15199908088235,0.9858823529411764,9835e1ae2ed35b78ee14def2b1136c029a2d038e841016a1ef59bb8f8640ceef,23403,0,4.779910751000017,ip-172-31-44-177
0000f862dcf45cedbb6444b6f5220497,0000f862dcf45cedbb6444b6f5220497,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,4294977280,977,81.26159480552712,0.9027635619242579,1bfc00aa9eebccd52ff5e622e6a83739231b6b44388d74e2ca541f23adef0eac,57272,0,4.779910751000017,ip-172-31-44-177
0001337b463bde1b5240fc4e7308faf8,0001337b463bde1b5240fc4e7308faf8,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,8589941559,227,81.30183955121146,0.8149779735682819,a17449ee058825ac3959d29bb62404e869987a309caa3f6b17ab36418b8ca0d3,14833,0,4.779910751000017,ip-172-31-44-177
0001cf266423eafd748913b9b7cbf532,0001cf266423eafd748913b9b7cbf532,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,12884910069,309,84.97381611549353,0.8705501618122977,75596c344c4f39d76397a06015c91aff11d34456ce6470e69455f749758e8035,19250,0,4.779910751000017,ip-172-31-44-177
0002e0ba59d9d9baf8a56f3967b9fc44,0002e0ba59d9d9baf8a56f3967b9fc44,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,17179872543,111,88.47216356981981,0.9819819819819819,44faf0fd08cadb7a9f41069c9158b67e72e7026a8c935ecb37dbc0504ad642a5,7276,0,4.779910751000017,ip-172-31-44-177
0002d09927e3d48595c530b6ec0036b7,0002d09927e3d48595c530b6ec0036b7,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,17179878855,634,84.87933907975157,0.8596214511041009,423c000db497276fa8bb2d836757af6c08b5184c236a9fa3c53e9ded5708ecea,40332,0,4.779910751000017,ip-172-31-44-177
0003c4a164ededc860abcf1b34a2a38e,0003c4a164ededc860abcf1b34a2a38e,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,25769812253,344,80.82296681958576,0.8633720930232558,e77d6ccdb98ed765db26a3a952cb85311a173f10bd7e75b575e2f54afea01bb1,20934,0,4.779910751000017,ip-172-31-44-177
000592cfc032bc57eca2407a4a80782b,000592cfc032bc57eca2407a4a80782b,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,38654714364,384,81.97485605875652,0.828125,138fbd1abab21b2d380725eca14ae60b5c6282c1d496e55dbcc5ce051e77e55f,25197,0,4.779910751000017,ip-172-31-44-177
0006d8c5908c051596e099c414f166ea,0006d8c5908c051596e099c414f166ea,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,47244648517,320,80.79139709472656,0.853125,bd6baed699443438ed27403acaf491f812667a7651e64b46b29338fcae095a68,18631,0,4.779910751000017,ip-172-31-44-177
00073cb2e192799b669b86a91c98a0fe,00073cb2e192799b669b86a91c98a0fe,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,51539613631,189,80.00966228505291,0.8465608465608465,ffb73f30f7b3933a5d3fa6de9f5e34ed34d1a61e93ca915ab765a23caf8c6a8c,12171,0,4.779910751000017,ip-172-31-44-177
0007624168d80a981935d1e17f498d59,0007624168d80a981935d1e17f498d59,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,51539616998,537,87.51113863186686,0.9124767225325885,f77025373d0fac28f8e623232c1d259c2113ceeed8ffed9dea35ec5a67e88499,33254,0,4.779910751000017,ip-172-31-44-177
000863aaded25d120a6974f7e5f34fc1,000863aaded25d120a6974f7e5f34fc1,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,60129548670,203,86.12559652093596,0.8866995073891626,2303cfc30fcf69e1379f8524d4e36a6aef65f76bfbeab7d37a41d267410060f5,13149,0,4.779910751000017,ip-172-31-44-177
00089fcc0b2b225c011588b3abc44568,00089fcc0b2b225c011588b3abc44568,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,60129551550,520,80.87787334735577,0.825,935ed0d7aea52f327485f8fdb4b8ad4f0db19cf2a06a9690f2b650dfcf8fe235,32561,0,4.779910751000017,ip-172-31-44-177
000862eba86b9adf8285d4e1b362824f,000862eba86b9adf8285d4e1b362824f,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,60129552001,781,82.64591544294174,0.8758002560819462,afe7ad3c17dfa93614a77f91a6e97b00b6ac11690a264e1711b4a9de93d88422,44500,0,4.779910751000017,ip-172-31-44-177
000aaeb34f05579b903e2d3fc7bd3ae6,000aaeb34f05579b903e2d3fc7bd3ae6,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,73014453140,437,80.2147208416762,0.8489702517162472,006dc9ac5f7f612ea37d81acd854befd1aa6bfb0f0083b6f9bbafc006c4e53dd,26513,0,4.779910751000017,ip-172-31-44-177
000af422dac585915f5002b1cad35a33,000af422dac585915f5002b1cad35a33,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,77309418985,267,91.01388766970973,0.951310861423221,0682c581023c940a12f624525bec64d6565a5aa285ad8209b9240bc504cf11af,16748,0,4.779910751000017,ip-172-31-44-177
000d7644a0b88ea39359a36ed6291750,000d7644a0b88ea39359a36ed6291750,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,94489285632,157,82.40041550557325,0.7961783439490446,3bc2853294aaed8b2800d0ef529de12684f59ac78f94ebfbf939008ceeb7b652,10409,0,4.779910751000017,ip-172-31-44-177
000d896269fd08896da36b0b92c0dbab,000d896269fd08896da36b0b92c0dbab,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,94489290475,917,88.10276376772083,0.965103598691385,cdecdb65cf581c95ff5d3bee28dc7ec218e4449b9684570bf036a47457cee77a,56454,0,4.779910751000017,ip-172-31-44-177
000e4e68683595698cffa1f005c4fb4b,000e4e68683595698cffa1f005c4fb4b,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,98784256861,424,80.62104998894458,0.8018867924528302,7561264b4086fc8885cf972eb33f40d699bd97c71f5b2cb01a7eea09423eb06a,26147,0,4.779910751000017,ip-172-31-44-177
000df10e64cc358e098e105e2a975fc4,000df10e64cc358e098e105e2a975fc4,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,98784257723,864,81.07980798791957,0.8321759259259259,730d5436fecb0141f665f8c5d288cc253efb3d26dbbe01df13eb634bea8741e8,51054,0,4.779910751000017,ip-172-31-44-177
000e9df6dbbf176492231b678a61b341,000e9df6dbbf176492231b678a61b341,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,103079225036,863,80.25966038709444,0.8296639629200464,7a46ef6ff8deeed3b8ddf4bee449c7d62dce5d024a282e90a2e442a4b5201268,51823,0,4.779910751000017,ip-172-31-44-177
000f13c6f58d74843f6a30754f1cfff8,000f13c6f58d74843f6a30754f1cfff8,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,107374191040,371,82.82414767941374,0.8840970350404312,66b06408af4a0c081800d1c0b2a65395136c24c34c0d91a2b67a0f4610126255,22672,0,4.779910751000017,ip-172-31-44-177
000f1f650724fed3c883ab48028f0414,000f1f650724fed3c883ab48028f0414,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,107374191796,524,82.10444559577768,0.8129770992366412,72ef21d8de7e14efe38162567108f71d1b300c56fe126c2c7a2bfa5d0539f6e3,31397,0,4.779910751000017,ip-172-31-44-177
000f98801f14d2a3bc2ec2f7ca82ec0d,000f98801f14d2a3bc2ec2f7ca82ec0d,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,111669157146,255,85.09267769607843,0.8666666666666667,f4f32fda66dd66f913efcbb262f8263a071c5f044f7d41b63744bbcb7a230b05,15905,0,4.779910751000017,ip-172-31-44-177
0010a3989ed043e308255f3d92267050,0010a3989ed043e308255f3d92267050,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,115964124200,239,82.49246126438284,0.8786610878661087,322f20a561312bd5b7f32c345e1b6ce2227eb082c26f889ce7d9726cab019b79,15502,0,4.779910751000017,ip-172-31-44-177
0010d1f3ccd8bd10e603a380fcd55cf7,0010d1f3ccd8bd10e603a380fcd55cf7,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,120259091203,222,87.20142261402027,0.9144144144144144,35540dfe59aaa40d0753dd7dd652207791628a08e66ac8b4665fabe9d26b6586,14011,0,4.779910751000017,ip-172-31-44-177
0010bc2d3b732cb8cf2ee958d9f1da56,0010bc2d3b732cb8cf2ee958d9f1da56,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,120259093904,601,83.73942192699667,0.8901830282861897,fb1ac719d41e2142c2fb001058e84f7e053e1f1dd2f7231fbae4fe9754907ee7,37166,0,4.779910751000017,ip-172-31-44-177
001288fbb63b3177ad49fd5c43894cbd,001288fbb63b3177ad49fd5c43894cbd,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,133143995831,618,81.96946424959548,0.8689320388349514,1301dc4ba8f8900a13a8f1a72fdd7ab768311ed514869aebf922dc3e8bee8b62,36347,0,4.779910751000017,ip-172-31-44-177
00b5bee07f0bb58420b08412b5faa709,000592cfc032bc57eca2407a4a80782b,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,1305670066382,339,88.58120448469764,0.943952802359882,fbf474901953ebe7be3b7fbc062514c75c8bddd6d2e26d341cb6b5967695285e,21980,0,4.779910751000017,ip-172-31-44-177
00de5ed944bd2051844fb8654cd21ed3,000d896269fd08896da36b0b92c0dbab,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,1597727842256,314,89.7392515923567,0.9490445859872612,a1f6683e6d577cf4460eef55790d89217c59defcaa0e913a7c71cdc53e356628,19702,0,4.779910751000017,ip-172-31-44-177
02ba848b3d8690cc885d38486b829b6e,0010bc2d3b732cb8cf2ee958d9f1da56,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,5012226843378,418,89.92108066686603,0.9832535885167464,398fefba2cab587793e6211262af9ba8880f62b74c9a1df7c3bb6589976cca35,25943,1,7.232892020999998,ip-172-31-44-177
03380d6bd4c7230cd5e42cbdcbeee080,000af422dac585915f5002b1cad35a33,s3://esm-protein-atlas/v1/folds/folds_1B.lance,3,5914169974155,260,92.00477013221153,0.9884615384615385,7110fdb23f3425fd0708e7a441d6cfad5022eb85a14b82de6eff79460f13042e,16267,1,7.232892020999998,ip-172-31-44-177
