entry_id,struct_cluster_id,is_anchor,seq_len,global_plddt,ptm,cluster_size,n_anchors,source,split,length_bin,size_bin,nearest_anchor,nearest_anchor_tm,min_coverage,min_length_ratio,nearest_anchor_core_tm,max_anchor_core_tm,nearest_anchor_ca_jaccard,selected_order,selection_reason
0a152c63f5931d8429e63b038cb36762,0000854290d826d1db3d3610c91dd475,false,143,80.8809757232666,0.7539781332015991,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9370330063292566,0.9726027397260274,0.9794520547945206,0.9537631380986207,0.9537631380986207,0.8177339901477833,0,covered_by_training_anchor
19e0237eb860aa2a1df019984ec0fa88,0000854290d826d1db3d3610c91dd475,false,141,85.67776679992676,0.816272497177124,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9441718304623086,0.9657534246575342,0.9657534246575342,0.962664427927397,0.962664427927397,0.8592233009708737,0,covered_by_training_anchor
1b2441bdce9ad6b421ae1f5968196d67,0000854290d826d1db3d3610c91dd475,false,133,81.62350654602051,0.7939973473548889,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9026335810227549,0.9041095890410958,0.910958904109589,0.9202220571703501,0.9202220571703501,0.7857142857142857,0,covered_by_training_anchor
1cede55442c259ed0c00edf73b6fbc79,0000854290d826d1db3d3610c91dd475,false,137,83.31656455993652,0.8026094436645508,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9246449518748653,0.9383561643835616,0.9383561643835616,0.940854399399437,0.940854399399437,0.812206572769953,0,covered_by_training_anchor
1ed46df8797ce8acdbd6ce82de044415,0000854290d826d1db3d3610c91dd475,false,135,81.70684576034546,0.7832717895507812,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9595492359724795,0.9246575342465754,0.9246575342465754,0.9749857472066357,0.9749857472066357,0.8207547169811321,0,covered_by_training_anchor
24ce760a1a9ef941cbc8c476540d6113,0000854290d826d1db3d3610c91dd475,false,137,82.9119861125946,0.7931634187698364,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9449539656664219,0.9383561643835616,0.9383561643835616,0.9566143553704506,0.9566143553704506,0.8514851485148515,0,covered_by_training_anchor
309aa57c2131f48475dd8921b868c534,0000854290d826d1db3d3610c91dd475,false,129,85.02531051635742,0.8199983239173889,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9076154646465329,0.8835616438356164,0.8835616438356164,0.9495993365111999,0.9495993365111999,0.8284313725490197,0,covered_by_training_anchor
3c3d02cdce1343759b2b6a86e73296e4,0000854290d826d1db3d3610c91dd475,false,146,80.60615658760071,0.7550581693649292,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9394636272032073,0.9794520547945206,1.0,0.9669851128498995,0.9669851128498995,0.8,0,covered_by_training_anchor
633888d3f39908a8da80bc5d3386051d,0000854290d826d1db3d3610c91dd475,false,106,86.31026148796082,0.8433677554130554,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.8953664000558014,0.7191780821917808,0.726027397260274,0.9138179212973642,0.9138179212973642,0.743455497382199,0,coverage_or_length
a81887beef801640edc79d4301f1ef78,0000854290d826d1db3d3610c91dd475,false,137,83.01227688789368,0.789913535118103,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.9314515663750529,0.9383561643835616,0.9383561643835616,0.9602829546618143,0.9602829546618143,0.8199052132701422,0,covered_by_training_anchor
b42be8894397f10a43183a14532fdaf8,0000854290d826d1db3d3610c91dd475,false,132,80.62503933906555,0.776808500289917,17,1,esmfold2,train,60-249,10-99,0000854290d826d1db3d3610c91dd475,0.94692035369755,0.9041095890410958,0.9041095890410958,0.9724288997355203,0.9724288997355203,0.8431372549019608,0,covered_by_training_anchor
