geometry,threshold,subset,stem,cluster
original,fine,all,proteina-e1ec54c0ec8203db717c,proteina-e1ec54c0ec8203db717c
original,fine,all,proteina-17979e186f9368ace979,proteina-17979e186f9368ace979
original,fine,all,proteina-576748298db4d04a7021,proteina-576748298db4d04a7021
original,fine,all,proteina-041b006925c27cf22038,proteina-041b006925c27cf22038
original,fine,all,proteina-9f3ed0539fade3458d5f,proteina-041b006925c27cf22038
original,fine,all,proteina-d432f85f011c68e87c94,proteina-d432f85f011c68e87c94
original,fine,all,proteina-78465bcddc313aca606c,proteina-78465bcddc313aca606c
original,fine,all,proteina-4bd2481314210ed8594a,proteina-4bd2481314210ed8594a
original,fine,all,proteina-618c267be8d3547448c8,proteina-618c267be8d3547448c8
original,fine,all,proteina-99f61f8dffa18d390921,proteina-618c267be8d3547448c8
original,fine,all,proteina-571e38153dae972bc83a,proteina-571e38153dae972bc83a
original,fine,all,proteina-cb167db30c787e153182,proteina-cb167db30c787e153182
original,fine,all,proteina-d324d64af6fe3ce0e3d7,proteina-d324d64af6fe3ce0e3d7
original,fine,all,proteina-e2c83a9306a5297627d2,proteina-e2c83a9306a5297627d2
original,fine,all,proteina-e2fe4b79ca52de658e2b,proteina-e2c83a9306a5297627d2
original,fine,all,proteina-0a6f0119a80e20a861a2,proteina-0a6f0119a80e20a861a2
original,fine,all,proteina-26d1c94e4a580130c8d9,proteina-26d1c94e4a580130c8d9
original,fine,all,proteina-b4b5d10bc6a0f7ef9821,proteina-b4b5d10bc6a0f7ef9821
original,fine,all,proteina-b8965cc8c74ddabdb6bc,proteina-b8965cc8c74ddabdb6bc
original,fine,all,proteina-6381ff6fa4ffd984fe08,proteina-6381ff6fa4ffd984fe08
original,fine,all,proteina-dc76334286d18ab978a4,proteina-dc76334286d18ab978a4
original,fine,all,proteina-314bebb7c074878bd09a,proteina-314bebb7c074878bd09a
original,fine,all,proteina-a88d9588649f88cb8f1e,proteina-a88d9588649f88cb8f1e
original,fine,all,proteina-4f6787a127695aee4698,proteina-4f6787a127695aee4698
original,fine,all,proteina-d28b72ae6fb03992d273,proteina-d28b72ae6fb03992d273
original,fine,all,proteina-06e160028e801b86c590,proteina-06e160028e801b86c590
original,fine,all,proteina-e42453612d6e9a041b92,proteina-e42453612d6e9a041b92
original,fine,all,proteina-fa64560802395add02cf,proteina-fa64560802395add02cf
original,fine,all,proteina-172c753b1d36a2ebf56a,proteina-172c753b1d36a2ebf56a
original,fine,all,proteina-6755f51843716c41bdef,proteina-6755f51843716c41bdef
original,fine,all,proteina-aaaf59a6b16614b0c9fc,proteina-aaaf59a6b16614b0c9fc
original,fine,all,proteina-763bcb8e5403dd2161d8,proteina-763bcb8e5403dd2161d8
original,fine,all,proteina-c56ce7106006fe0731ff,proteina-c56ce7106006fe0731ff
original,fine,all,proteina-f135eee1ebcd0ccc8997,proteina-f135eee1ebcd0ccc8997
original,fine,all,proteina-c538e663198d74c2ad09,proteina-c538e663198d74c2ad09
original,fine,all,proteina-2dfd88e03eb6c68fcd3f,proteina-2dfd88e03eb6c68fcd3f
original,fine,all,proteina-233644ef8f70d897f715,proteina-233644ef8f70d897f715
original,fine,all,proteina-0e49a7a55af103e5ea23,proteina-0e49a7a55af103e5ea23
original,fine,all,proteina-22f6af284762e7cf43aa,proteina-22f6af284762e7cf43aa
original,fine,all,proteina-702598c0a123467700ad,proteina-702598c0a123467700ad
original,fine,all,proteina-3e99f12164ead7efbe6a,proteina-3e99f12164ead7efbe6a
original,fine,all,proteina-f0204eddb7f0c40f260e,proteina-f0204eddb7f0c40f260e
original,fine,all,proteina-6e971bc50e0e5a009ce8,proteina-6e971bc50e0e5a009ce8
original,fine,all,proteina-22358f5912a20e9bd3f5,proteina-22358f5912a20e9bd3f5
original,fine,all,proteina-04fa9b5a285c064f7097,proteina-04fa9b5a285c064f7097
original,fine,all,proteina-38d61fb76f96367a2feb,proteina-38d61fb76f96367a2feb
original,fine,all,proteina-989e96969511276812d8,proteina-989e96969511276812d8
original,fine,all,proteina-2a2038acf39ad0fc08e9,proteina-2a2038acf39ad0fc08e9
original,fine,all,proteina-66da33c6ca10f56e4a92,proteina-66da33c6ca10f56e4a92
original,fine,all,proteina-d628ebd15a9c59ae7504,proteina-d628ebd15a9c59ae7504
original,fine,all,proteina-96eabe85c9d8378124ce,proteina-96eabe85c9d8378124ce
original,fine,all,proteina-906defdcf247586a15c5,proteina-906defdcf247586a15c5
original,fine,all,proteina-31e4efcd8c639f4053fb,proteina-31e4efcd8c639f4053fb
original,fine,all,proteina-f8cc68a9ff742f5e7ccb,proteina-f8cc68a9ff742f5e7ccb
original,fine,all,proteina-b1eb8b4cd63bcc8ab02d,proteina-b1eb8b4cd63bcc8ab02d
original,fine,all,proteina-d307f2696a02fc2413d6,proteina-d307f2696a02fc2413d6
original,fine,all,proteina-7728c7575d568cc5cec6,proteina-7728c7575d568cc5cec6
original,fine,all,proteina-47f320f867a31e17b69b,proteina-47f320f867a31e17b69b
original,fine,all,proteina-76fdb4719897abd6c141,proteina-76fdb4719897abd6c141
original,fine,all,proteina-8139261fa0629e424638,proteina-8139261fa0629e424638
original,fine,all,proteina-d3f07dea811f4d53b36b,proteina-d3f07dea811f4d53b36b
original,fine,all,proteina-382161c7bb3e16b9e246,proteina-382161c7bb3e16b9e246
original,fine,all,proteina-52aee6f853d8ec8afc32,proteina-52aee6f853d8ec8afc32
original,fine,all,proteina-ec940a9685fec56006af,proteina-ec940a9685fec56006af
original,fine,all,proteina-91555f96dea13d20cec8,proteina-91555f96dea13d20cec8
original,fine,all,proteina-861b9fdbca57645cd44d,proteina-861b9fdbca57645cd44d
original,fine,all,proteina-3862902853221eb31cef,proteina-3862902853221eb31cef
original,fine,all,proteina-d3b5590f2a8203c84b0a,proteina-d3b5590f2a8203c84b0a
original,fine,all,proteina-ed7768df2891f2b4b118,proteina-ed7768df2891f2b4b118
original,fine,all,proteina-11a65a2f8f5c107d831f,proteina-11a65a2f8f5c107d831f
original,fine,all,proteina-a40833f526e8cc79a7a4,proteina-a40833f526e8cc79a7a4
original,fine,all,proteina-171ced4e2c0eacbea377,proteina-171ced4e2c0eacbea377
original,fine,all,proteina-702bcdbb7503e8f4f6c5,proteina-702bcdbb7503e8f4f6c5
original,fine,all,proteina-a91f2239512888c329d6,proteina-a91f2239512888c329d6
original,fine,all,proteina-9056b41be8af642dbd9a,proteina-9056b41be8af642dbd9a
original,fine,all,proteina-cc1566584e1d4cbb4610,proteina-cc1566584e1d4cbb4610
