query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-e2c83a9306a5297627d2,reference0::denovo_pdb__6g6p_A,0.263,0.775,0.541,200,318,8.679E-08,0.775,False,True
proteina-e2c83a9306a5297627d2,reference0::denovo_pdb__7bid_A,0.344,0.450,0.297,200,286,1.573E-07,0.45,False,True
proteina-e2c83a9306a5297627d2,reference1::foldbench_all__8SHJ_A,0.272,0.625,0.301,200,359,4.278E-05,0.625,False,True
proteina-e2c83a9306a5297627d2,reference0::denovo_pdb__6y7p_A,0.223,0.760,0.401,200,319,7.679E-05,0.76,False,True
proteina-e2c83a9306a5297627d2,reference0::denovo_pdb__6tjg_A,0.250,0.615,0.312,200,320,7.679E-05,0.615,False,True
proteina-0de045222536c1cc519a,reference1::foldbench_all__8TAC_A,0.423,0.295,0.843,200,70,6.934E-07,0.843,True,True
proteina-57f3b9c8941ebca83a4b,reference1::foldbench_all__8UPB_A,0.400,0.175,0.547,200,64,1.402E+00,0.547,True,False
proteina-57f3b9c8941ebca83a4b,reference1::foldbench_all__8GQP_A,0.421,0.175,0.613,200,62,3.299E+00,0.613,True,False
proteina-d28b72ae6fb03992d273,reference0::denovo_pdb__6tjg_A,0.311,0.465,0.297,200,320,3.301E-04,0.465,False,True
proteina-5ad65819de5ce44c38b7,reference0::denovo_pdb__4r5c_A,0.468,0.980,0.658,200,304,3.238E-36,0.98,True,True
proteina-5ad65819de5ce44c38b7,reference0::denovo_pdb__4pq8_A,0.416,0.925,0.793,200,241,1.522E-32,0.925,True,True
proteina-5ad65819de5ce44c38b7,reference0::denovo_pdb__4r6f_A,0.388,0.935,0.605,200,329,4.582E-28,0.935,True,True
proteina-5ad65819de5ce44c38b7,reference1::foldbench_all__8H63_A,0.367,0.965,0.403,200,462,2.641E-26,0.965,True,True
proteina-5ad65819de5ce44c38b7,reference1::foldbench_all__8PFI_B,0.316,0.925,0.257,200,807,6.830E-13,0.925,True,True
proteina-5ad65819de5ce44c38b7,reference1::foldbench_all__8AXJ_A,0.299,0.540,0.710,200,162,1.324E-05,0.71,False,True
proteina-5ad65819de5ce44c38b7,reference0::foldbench100__8axj_A,0.299,0.540,0.710,200,162,1.324E-05,0.71,False,True
proteina-26f78a52e80f839e5b05,reference0::denovo_pdb__9lm8_A,0.330,0.600,0.299,200,381,2.481E+00,0.6,True,False
proteina-ddc0dd690fc55175e8e1,reference0::denovo_pdb__6y7p_A,0.256,0.700,0.451,200,319,5.732E-05,0.7,False,True
proteina-ddc0dd690fc55175e8e1,reference0::denovo_pdb__6g6m_A,0.256,0.700,0.450,200,320,5.732E-05,0.7,False,True
proteina-11a65a2f8f5c107d831f,reference0::denovo_pdb__5cwm_A,0.331,0.950,0.814,200,226,1.253E-06,0.95,True,True
proteina-11a65a2f8f5c107d831f,reference0::denovo_pdb__5cwp_A,0.406,0.575,0.485,200,229,4.081E-06,0.575,True,True
proteina-11a65a2f8f5c107d831f,reference1::foldbench_all__8GJI_A,0.396,0.570,0.644,200,174,8.006E-02,0.644,True,False
proteina-11a65a2f8f5c107d831f,reference0::denovo_pdb__5cwg_A,0.341,0.565,0.569,200,195,4.387E+00,0.569,True,False
proteina-2b154cc33bc791f4e5a4,reference1::foldbench_all__8GJI_A,0.333,0.870,0.943,200,174,5.907E-04,0.943,True,True
proteina-2b154cc33bc791f4e5a4,reference1::foldbench_all__8G4K_A,0.345,0.365,0.740,200,104,4.387E+00,0.74,True,False
proteina-22f6af284762e7cf43aa,reference0::denovo_pdb__9lni_A,0.305,0.905,0.816,200,212,1.056E-03,0.905,True,False
proteina-6aea52b851c501b5a1ca,reference0::denovo_pdb__9v3a_A,0.313,0.535,0.850,200,120,1.885E-03,0.85,True,False
proteina-dc81b8069df7eeb678e4,reference0::denovo_pdb__7rmx_A,0.338,0.515,0.581,200,229,4.387E+00,0.515,True,False
proteina-06deeea1c0b6da46d809,reference1::foldbench_all__8GQP_A,0.437,0.145,0.516,200,62,7.755E+00,0.516,True,False
proteina-57dda391b392533601cf,reference0::cameo_hard__9hac_B,0.367,0.470,0.732,200,127,3.381E-02,0.732,True,False
proteina-57dda391b392533601cf,reference0::denovo_pdb__4pjr_A,0.315,0.455,0.514,200,175,3.357E-01,0.514,True,False
proteina-57dda391b392533601cf,reference0::denovo_pdb__4pjs_A,0.315,0.455,0.514,200,175,1.054E+00,0.514,True,False
proteina-06e160028e801b86c590,reference0::denovo_pdb__6y7p_A,0.260,0.810,0.498,200,319,1.184E-10,0.81,False,True
proteina-06e160028e801b86c590,reference0::denovo_pdb__6g6m_A,0.260,0.810,0.497,200,320,1.184E-10,0.81,False,True
proteina-06e160028e801b86c590,reference0::denovo_pdb__6g6p_A,0.301,0.315,0.189,200,318,1.253E-06,0.315,False,True
proteina-aed3613fc01024164d1d,reference0::denovo_pdb__8fjg_A,0.307,0.390,0.846,200,104,1.402E+00,0.846,True,False
proteina-8c345cbf0a70392d5a80,reference0::denovo_pdb__7qnl_AAA,0.415,0.950,0.758,200,240,4.864E-34,0.95,True,True
proteina-8c345cbf0a70392d5a80,reference0::denovo_pdb__5le9_A,0.388,0.935,0.641,200,315,2.454E-28,0.935,True,True
proteina-8c345cbf0a70392d5a80,reference0::denovo_pdb__1mj0_A,0.430,0.780,0.955,200,156,1.596E-27,0.955,True,True
proteina-8c345cbf0a70392d5a80,reference0::denovo_pdb__2qyj_A,0.423,0.780,0.968,200,154,2.180E-27,0.968,True,True
proteina-8c345cbf0a70392d5a80,reference0::denovo_pdb__4j8y_A,0.423,0.780,0.949,200,157,5.557E-27,0.949,True,True
proteina-8c345cbf0a70392d5a80,reference0::denovo_pdb__5lea_A,0.371,0.930,0.646,200,316,3.606E-26,0.93,True,True
