mode,tm_threshold,struct_cluster_id,entry_id,selected_order
whole_chain,0.7,065e541ee44dba0e013fb69b3d176f61,a38850b5ddefa2602535166926250b1d,1
whole_chain,0.7,073d2c5b49976dfd05d8971dc57d526b,61bf14c7a15aa2f7f827bc8372a17ad4,1
whole_chain,0.7,073d2c5b49976dfd05d8971dc57d526b,eab4f66345011b7a3e39892e43cafcbe,2
whole_chain,0.7,5c175b7ddb40bb7ed1b65c7938afe115,adde8a0e87544c0094236fe3fd0d69b3,1
whole_chain,0.7,5df059fd009c0364bc02e747de672417,b495ceb12f9f8cd7a0a2b20d0d956e48,1
whole_chain,0.7,6236236dc3fcab90ebdc58b7f7d33c27,4dc213afa2908675b5572421c0efc090,1
whole_chain,0.7,6faed7f7d01f2c111eab59c65619351a,37b784fcc87a36778078f4fc1d7864a5,1
whole_chain,0.7,740a0b75b87483bf6f129b72c4c9d271,ca4d7bda26cae77cf818f1e65e37ffb7,1
whole_chain,0.7,aa525bf0f56de73d4a0783e7719888a4,6fca01159fd1a3f58ffbdd3f36497875,1
whole_chain,0.7,e45fb29ef0a66e72b31515f7aff9a675,57f9df9065ca2e09e28d1cab8c7aa37d,1
whole_chain,0.7,e4649e7444d530ad5ca7338156e5b236,e5f10adeabc41b8099b05972b4853269,1
whole_chain,0.8,01c88cea32611e1ac2213893205247be,b7027c6e6075bede4965ae4f1f497831,1
whole_chain,0.8,065dd6a3d4e1a21c6c90bf1712c9aecf,4e8ee149bf3f5d24f46e0fc0cd052389,1
whole_chain,0.8,065e541ee44dba0e013fb69b3d176f61,a38850b5ddefa2602535166926250b1d,1
whole_chain,0.8,073d2c5b49976dfd05d8971dc57d526b,61bf14c7a15aa2f7f827bc8372a17ad4,1
whole_chain,0.8,073d2c5b49976dfd05d8971dc57d526b,eab4f66345011b7a3e39892e43cafcbe,2
whole_chain,0.8,073d2c5b49976dfd05d8971dc57d526b,f2ba41a85a284cf911d396a0582c8d69,3
whole_chain,0.8,08eb0c8a44ddb930980a2e9cd277c3d9,47ba046acb0cc7f4ed05e0de2fbc1c56,1
whole_chain,0.8,08eb0c8a44ddb930980a2e9cd277c3d9,a4f9b8cc3a544c870c85ddbe5b94a468,2
whole_chain,0.8,22692644295e7c79137eb841ff634272,eab150770ef61ecb9aff1489bcc330a5,1
whole_chain,0.8,2f9f234555698d1787cca0b34721155e,12796d7f0e53cfbc751f32f3ce85be8a,2
