stem,tier,eval_set,arm,confidence,oracle_confidence,random_mean_confidence,win_rate,oracle_rank_of_six,oracle_gdt_ts,random_mean_gdt_ts,oracle_lddt,random_mean_lddt,oracle_source_row,random_source_rows
7wzm_A,≥1000,eval-val,uniform,ranking_score,0.8899317979812622,0.23094888329505917,1.0,1.0,0.929585152838428,0.01593886462882092,0.8515864324024799,0.2307391371396907,2,5|7|9|13|17
7wzm_A,≥1000,eval-val,uniform,mean_plddt,89.40673828125,27.982376480102538,1.0,1.0,0.929585152838428,0.01593886462882092,0.8515864324024799,0.2307391371396907,2,5|7|9|13|17
7wzm_A,≥1000,eval-val,separation_matched,ranking_score,0.8899317979812622,0.26172965168952944,1.0,1.0,0.929585152838428,0.01877729257641916,0.8515864324024799,0.23316772873169045,2,18|21|24|27|32
7wzm_A,≥1000,eval-val,separation_matched,mean_plddt,89.40673828125,31.8418758392334,1.0,1.0,0.929585152838428,0.01877729257641916,0.8515864324024799,0.23316772873169045,2,18|21|24|27|32
7xcd_A,10–99,eval-val,uniform,ranking_score,0.9192800521850586,0.31917304992675777,1.0,1.0,0.8764044943820225,0.034269662921348275,0.8837355664994704,0.3147870050082965,33,36|41|43|45|50
7xcd_A,10–99,eval-val,uniform,mean_plddt,90.31291961669922,37.19617385864258,1.0,1.0,0.8764044943820225,0.034269662921348275,0.8837355664994704,0.3147870050082965,33,36|41|43|45|50
7xcd_A,10–99,eval-val,separation_matched,ranking_score,0.9192800521850586,0.30917073488235475,1.0,1.0,0.8764044943820225,0.04073033707865166,0.8837355664994704,0.3047614888955548,33,53|54|58|60|65
7xcd_A,10–99,eval-val,separation_matched,mean_plddt,90.31291961669922,36.64321746826172,1.0,1.0,0.8764044943820225,0.04073033707865166,0.8837355664994704,0.3047614888955548,33,53|54|58|60|65
8adc_A,10–99,eval-val,uniform,ranking_score,0.9161350131034852,0.23788743019104,1.0,1.0,0.856280193236715,0.0417874396135265,0.8030687411224523,0.2884859445710699,67,69|72|75|80|82
8adc_A,10–99,eval-val,uniform,mean_plddt,87.41716766357422,30.935363388061525,1.0,1.0,0.856280193236715,0.0417874396135265,0.8030687411224523,0.2884859445710699,67,69|72|75|80|82
8adc_A,10–99,eval-val,separation_matched,ranking_score,0.9161350131034852,0.27732865810394286,1.0,1.0,0.856280193236715,0.09999999999999995,0.8030687411224523,0.3308849469824596,67,84|89|91|95|97
