stem,arm,map_seed,sample_idx,n_present,n_absent,n_unknown,ranking_score,ptm,iptm,mean_plddt,has_clash,n_matched_atoms,lddt,tm_score,gdt_ts,rmsd,source,source_row,eval_set,designed,is_viral,L,msa_query_length,msa_depth,tier
7wzm_A,oracle,0,2,454,101924,33082,0.8899317979812622,0.9221805334091188,0.8818696141242981,89.40673828125,0.0,3532,0.8515864324024799,0.979299174367584,0.929585152838428,0.8226003924420774,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,2,eval-val,0,0,492,458,13687,≥1000
7wzm_A,separation_matched,1,0,454,101924,33082,0.3882739543914795,0.4451616704463959,0.3740520179271698,41.791015625,0.0,3532,0.2462923562683617,0.338971798134685,0.0360262008733624,13.66009037887922,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,18,eval-val,0,0,492,458,13687,≥1000
7wzm_A,separation_matched,2,0,454,101924,33082,0.2350634634494781,0.2077162861824035,0.2419002503156662,30.05794906616211,0.0,3532,0.2156961274268926,0.2432294796985674,0.0125545851528384,14.195054991047003,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,21,eval-val,0,0,492,458,13687,≥1000
7wzm_A,separation_matched,3,0,454,101924,33082,0.2393144220113754,0.2236623764038086,0.2432274222373962,30.190349578857425,0.0,3532,0.2232218469999059,0.2540257631400052,0.0120087336244541,15.17416732840352,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,24,eval-val,0,0,492,458,13687,≥1000
7wzm_A,separation_matched,4,0,454,101924,33082,0.2154133319854736,0.1875097006559372,0.2223892360925674,27.43071556091309,0.0,3532,0.2512797709285184,0.279478212138347,0.0109170305676855,14.169893669649891,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,27,eval-val,0,0,492,458,13687,≥1000
7wzm_A,separation_matched,5,2,454,101924,33082,0.2305830866098404,0.2447037249803543,0.2270529270172119,29.73934936523437,0.0,3532,0.2293485420347736,0.2789696366215221,0.0223799126637554,13.688920072733966,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,32,eval-val,0,0,492,458,13687,≥1000
7wzm_A,uniform,1,2,454,101924,33082,0.2280345261096954,0.219814658164978,0.230089470744133,27.877546310424805,0.0,3532,0.224337930097128,0.3098848673610687,0.0109170305676855,14.80090475504917,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,5,eval-val,0,0,492,458,13687,≥1000
7wzm_A,uniform,2,1,454,101924,33082,0.220819279551506,0.2132716625928878,0.2227061837911605,27.940418243408203,0.0,3532,0.2357996722322707,0.3144490810051447,0.009825327510917,14.431321596445745,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,7,eval-val,0,0,492,458,13687,≥1000
7wzm_A,uniform,3,0,454,101924,33082,0.262200653553009,0.2778710424900055,0.2582830488681793,29.32801628112793,0.0,3532,0.2384853288655159,0.278169480893294,0.0305676855895196,12.707037807708756,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,9,eval-val,0,0,492,458,13687,≥1000
7wzm_A,uniform,4,1,454,101924,33082,0.2141895294189453,0.1925932615995407,0.2195885926485061,26.78865623474121,0.0,3532,0.2300915083588612,0.2550576669240351,0.0070960698689956,14.935890806883704,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,13,eval-val,0,0,492,458,13687,≥1000
7wzm_A,uniform,5,2,454,101924,33082,0.2295004278421402,0.2162243872880935,0.2328194230794906,27.977245330810547,0.0,3532,0.2249812461446778,0.2790451751015075,0.0212882096069869,15.447899652068118,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,17,eval-val,0,0,492,458,13687,≥1000
7xcd_A,oracle,0,0,148,13738,1867,0.9192800521850586,0.9192800521850586,0.0,90.31291961669922,0.0,1438,0.8837355664994704,0.9441226987127148,0.8764044943820225,1.156423039074179,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,33,eval-val,0,1,178,178,22,10–99
7xcd_A,separation_matched,1,2,148,13738,1867,0.2964537441730499,0.2964537441730499,0.0,33.79533004760742,0.0,1438,0.2895917421961323,0.3329027262067736,0.0294943820224719,9.947244927490493,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,53,eval-val,0,1,178,178,22,10–99
7xcd_A,separation_matched,2,0,148,13738,1867,0.2892338633537292,0.2892338633537292,0.0,33.78386306762695,0.0,1438,0.3076001564380721,0.2729808206185889,0.0505617977528089,9.133472915425658,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,54,eval-val,0,1,178,178,22,10–99
7xcd_A,separation_matched,3,1,148,13738,1867,0.2984298169612884,0.2984298169612884,0.0,38.31228256225586,0.0,1438,0.3107763808887353,0.312505542625272,0.0547752808988764,9.529915579774222,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,58,eval-val,0,1,178,178,22,10–99
7xcd_A,separation_matched,4,0,148,13738,1867,0.3042752742767334,0.3042752742767334,0.0,36.819671630859375,0.0,1438,0.3275004461522689,0.3227213818361033,0.0294943820224719,10.779137110353084,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,60,eval-val,0,1,178,178,22,10–99
7xcd_A,separation_matched,5,2,148,13738,1867,0.3574609756469726,0.3574609756469726,0.0,40.50494003295898,0.0,1438,0.2883387188025653,0.3180396186925163,0.0393258426966292,9.678102582644248,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,65,eval-val,0,1,178,178,22,10–99
7xcd_A,uniform,1,0,148,13738,1867,0.2602244317531585,0.2602244317531585,0.0,33.196197509765625,0.0,1438,0.2836759529622612,0.3275250362992892,0.0168539325842696,10.49877429431047,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,36,eval-val,0,1,178,178,22,10–99
7xcd_A,uniform,2,2,148,13738,1867,0.3142640590667724,0.3142640590667724,0.0,35.412288665771484,0.0,1438,0.290986205351549,0.3537661888737737,0.0042134831460674,11.674587302827078,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,41,eval-val,0,1,178,178,22,10–99
7xcd_A,uniform,3,1,148,13738,1867,0.2905990779399872,0.2905990779399872,0.0,38.488067626953125,0.0,1438,0.352041668723397,0.3525966083891259,0.0393258426966292,11.70795846162332,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,43,eval-val,0,1,178,178,22,10–99
7xcd_A,uniform,4,0,148,13738,1867,0.4292918145656585,0.4292918145656585,0.0,42.27449798583984,0.0,1438,0.3001408702057616,0.3531365684439462,0.0632022471910112,10.537177098886872,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,45,eval-val,0,1,178,178,22,10–99
7xcd_A,uniform,5,2,148,13738,1867,0.3014858663082123,0.3014858663082123,0.0,36.60981750488281,0.0,1438,0.3470903277985138,0.3140269465099685,0.047752808988764,9.696658426222823,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,50,eval-val,0,1,178,178,22,10–99
8adc_A,oracle,0,1,169,18969,2183,0.9161350131034852,0.9161350131034852,0.0,87.41716766357422,0.0,1617,0.8030687411224523,0.923458377635087,0.856280193236715,1.3341092486611843,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,67,eval-val,0,0,215,207,37,10–99
8adc_A,separation_matched,1,0,169,18969,2183,0.3232160806655884,0.3232160806655884,0.0,36.62934494018555,0.0,1617,0.3809145112806791,0.3839002540592037,0.1062801932367149,10.298420990200889,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,84,eval-val,0,0,215,207,37,10–99
8adc_A,separation_matched,2,2,169,18969,2183,0.2630259990692138,0.2630259990692138,0.0,32.84694290161133,0.0,1617,0.3101658243319129,0.3618964638095097,0.0990338164251207,9.979079005269544,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,89,eval-val,0,0,215,207,37,10–99
8adc_A,separation_matched,3,1,169,18969,2183,0.2734078168869018,0.2734078168869018,0.0,33.55694580078125,0.0,1617,0.305106035080765,0.4221806655942872,0.0857487922705314,7.94631172666472,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,91,eval-val,0,0,215,207,37,10–99
8adc_A,separation_matched,4,2,169,18969,2183,0.2723662257194519,0.2723662257194519,0.0,33.29018783569336,0.0,1617,0.33167178674066,0.3500787263128987,0.0881642512077294,9.596423602651225,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,95,eval-val,0,0,215,207,37,10–99
8adc_A,separation_matched,5,1,169,18969,2183,0.2546271681785583,0.2546271681785583,0.0,31.288352966308597,0.0,1617,0.326566577478281,0.3936865154525497,0.1207729468599033,7.754801102291382,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,97,eval-val,0,0,215,207,37,10–99
8adc_A,uniform,1,0,169,18969,2183,0.2671437561511993,0.2671437561511993,0.0,33.54281997680664,0.0,1617,0.3224961186535857,0.3324008702608871,0.0314009661835748,10.907708196172193,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,69,eval-val,0,0,215,207,37,10–99
8adc_A,uniform,2,0,169,18969,2183,0.2202645689249038,0.2202645689249038,0.0,31.254714965820312,0.0,1617,0.2777425428599742,0.3627664144516811,0.0422705314009661,9.973237315358045,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,72,eval-val,0,0,215,207,37,10–99
8adc_A,uniform,3,0,169,18969,2183,0.2150265276432037,0.2150265276432037,0.0,29.465232849121094,0.0,1617,0.2706561952895319,0.3452814483348213,0.0531400966183574,10.45504887038972,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,75,eval-val,0,0,215,207,37,10–99
8adc_A,uniform,4,2,169,18969,2183,0.2569762766361236,0.2569762766361236,0.0,31.741947174072266,0.0,1617,0.2784023717504046,0.3401539592511229,0.0144927536231884,10.241625404101704,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,80,eval-val,0,0,215,207,37,10–99
8adc_A,uniform,5,1,169,18969,2183,0.2300260215997696,0.2300260215997696,0.0,28.672101974487305,0.0,1617,0.2931324943018531,0.3239262047558014,0.0676328502415458,9.62742227068064,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,82,eval-val,0,0,215,207,37,10–99
8bux_A,oracle,0,1,237,38292,7527,0.6106058359146118,0.8880120515823364,0.5412542819976807,87.25089263916016,0.0,2171,0.8145440109348931,0.93765265793895,0.8330449826989619,1.142125018474806,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,100,eval-val,0,0,334,289,468,100–999
8bux_A,separation_matched,1,0,237,38292,7527,0.2576235234737396,0.3098842799663543,0.2445583343505859,35.076358795166016,0.0,2171,0.2416870188345494,0.2544085080294417,0.0129757785467128,12.966294417630804,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,117,eval-val,0,0,334,289,468,100–999
8bux_A,separation_matched,2,1,237,38292,7527,0.2088808864355087,0.1998273730278015,0.2111442536115646,28.20030403137207,0.0,2171,0.2261540432973527,0.2186159097384217,0.0121107266435986,13.12836913741746,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,121,eval-val,0,0,334,289,468,100–999
8bux_A,separation_matched,3,2,237,38292,7527,0.3878442347049713,0.3602344989776611,0.3947466611862182,34.36821365356445,0.0,2171,0.2605341313393234,0.2697741571696498,0.0311418685121107,11.2767922839991,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,125,eval-val,0,0,334,289,468,100–999
8bux_A,separation_matched,4,1,237,38292,7527,0.2337694317102432,0.2704085409641266,0.2246096581220626,33.869956970214844,0.0,2171,0.2876640736497216,0.3316595704781385,0.0328719723183391,11.564917325373717,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,127,eval-val,0,0,334,289,468,100–999
8bux_A,separation_matched,5,2,237,38292,7527,0.2025179415941238,0.1943220794200897,0.2045668959617614,28.43529891967773,0.0,2171,0.2472392661159018,0.2893501519061567,0.0181660899653979,12.999691311957925,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,131,eval-val,0,0,334,289,468,100–999
8bux_A,uniform,1,0,237,38292,7527,0.1967561542987823,0.2210502177476883,0.1906826347112655,29.61650657653809,0.0,2171,0.2739791252085469,0.3011432864282958,0.023356401384083,13.110699487554362,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,102,eval-val,0,0,334,289,468,100–999
8bux_A,uniform,2,1,237,38292,7527,0.2515833079814911,0.2821976840496063,0.2439296990633011,34.22016143798828,0.0,2171,0.2379111891696315,0.2652495356465421,0.0147058823529411,12.904248049713486,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,106,eval-val,0,0,334,289,468,100–999
8bux_A,uniform,3,0,237,38292,7527,0.1607323437929153,0.1710717529058456,0.1581474989652633,28.5134220123291,0.0,2171,0.259381469979296,0.2684304016912202,0.0060553633217993,14.1973640706861,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,108,eval-val,0,0,334,289,468,100–999
8bux_A,uniform,4,0,237,38292,7527,0.2100968956947326,0.211757481098175,0.209681749343872,28.52436065673828,0.0,2171,0.2493737311302739,0.2432713893619811,0.0138408304498269,11.896474762660665,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,111,eval-val,0,0,334,289,468,100–999
8bux_A,uniform,5,2,237,38292,7527,0.2276343405246734,0.2074361592531204,0.2326838821172714,29.500701904296875,0.0,2171,0.2279185260005226,0.2664659636148035,0.0294117647058823,13.327300411371178,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,116,eval-val,0,0,334,289,468,100–999
8gsy_A,oracle,0,1,123,7137,615,0.9196447134017944,0.9196447134017944,0.0,90.43834686279295,0.0,994,0.8803910472172183,0.9683007314594833,0.9642857142857144,0.4440021001368258,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,133,eval-test,0,0,144,126,165,100–999
8gsy_A,separation_matched,1,1,123,7137,615,0.208620473742485,0.208620473742485,0.0,32.345272064208984,0.0,994,0.3721155897411586,0.3190184874291593,0.0912698412698412,8.380118668410654,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,151,eval-test,0,0,144,126,165,100–999
8gsy_A,separation_matched,2,2,123,7137,615,0.2052643746137619,0.2052643746137619,0.0,31.94733238220215,0.0,994,0.2622235588318953,0.3806672502975905,0.0396825396825396,10.04698658322248,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,155,eval-test,0,0,144,126,165,100–999
8gsy_A,separation_matched,3,0,123,7137,615,0.3293355703353882,0.3293355703353882,0.0,39.36261367797852,0.0,994,0.396288636579122,0.4211361956209974,0.2261904761904762,5.2047950657792,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,156,eval-test,0,0,144,126,165,100–999
8gsy_A,separation_matched,4,0,123,7137,615,0.4384271204471588,0.4384271204471588,0.0,48.02099990844727,0.0,994,0.5595889233905376,0.6017768418669369,0.3571428571428571,3.098842069641988,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,159,eval-test,0,0,144,126,165,100–999
8gsy_A,separation_matched,5,2,123,7137,615,0.2624014914035797,0.2624014914035797,0.0,35.84165573120117,0.0,994,0.3150007111026832,0.4203115671351846,0.0555555555555555,9.706853317967774,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,164,eval-test,0,0,144,126,165,100–999
8gsy_A,uniform,1,1,123,7137,615,0.4562723636627197,0.4562723636627197,0.0,49.72261428833008,0.0,994,0.5548467573717645,0.6483318958455371,0.4126984126984127,3.0432515570139635,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,136,eval-test,0,0,144,126,165,100–999
8gsy_A,uniform,2,1,123,7137,615,0.7518381476402283,0.7518381476402283,0.0,75.27252197265625,0.0,994,0.5795546126860719,0.6518900497873121,0.4424603174603174,2.998699103137941,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,139,eval-test,0,0,144,126,165,100–999
8gsy_A,uniform,3,0,123,7137,615,0.2105274796485901,0.2105274796485901,0.0,31.984607696533203,0.0,994,0.3212243410448469,0.4591670543732039,0.1031746031746031,7.217312332820994,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,141,eval-test,0,0,144,126,165,100–999
8gsy_A,uniform,4,0,123,7137,615,0.5004085302352905,0.5004085302352905,0.0,53.3546142578125,0.0,994,0.2965816701431686,0.513691180816035,0.0535714285714285,10.071329645653655,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,144,eval-test,0,0,144,126,165,100–999
8gsy_A,uniform,5,2,123,7137,615,0.3236237168312073,0.3236237168312073,0.0,39.21683120727539,0.0,994,0.2881773253057741,0.3680939014305061,0.0476190476190476,9.655019642368318,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,149,eval-test,0,0,144,126,165,100–999
8hbt_A,oracle,0,1,475,90050,27330,0.7764140963554382,0.8535653352737427,0.7571262717247009,85.2094497680664,0.0,3454,0.8230610424520306,0.9617711542841726,0.877030162412993,1.2344426778695317,experiments/exp325_evals_writeup_analysis/data/helico_confidence_samples.csv,166,eval-test,0,0,446,431,3236,≥1000
