query,target,min_tm,min_coverage,prefilter_reported
proteina-8da4da18773613a1d5b6,proteina-29639e56bac37dcfdb2b,0.6109692456803196,0.6666666666666666,True
proteina-8da4da18773613a1d5b6,proteina-adb3bf0e89d8640640ae,0.4107400455663383,0.5666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-4cfc162128ffbf716582,0.36034807517795026,0.65,True
proteina-8da4da18773613a1d5b6,proteina-d4198b8cfb9deadde71e,0.3151847500125996,0.38333333333333336,False
proteina-8da4da18773613a1d5b6,proteina-97c2ba57dd7cd5809599,0.26856176007455623,0.55,False
proteina-8da4da18773613a1d5b6,proteina-268de4fd9e7cc2b9ac48,0.37114985707274556,0.55,False
proteina-8da4da18773613a1d5b6,proteina-789fadb1a7fd709e222a,0.4468577359850651,0.7333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-87ce33f2728a9943f70f,0.37868376884110294,0.48333333333333334,False
proteina-8da4da18773613a1d5b6,proteina-2512a305180d1b13b75b,0.39148646629573297,0.6333333333333333,False
proteina-8da4da18773613a1d5b6,proteina-ea01e4391bf6456f4279,0.19183901976266857,0.5666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-6c53c5d3bd50a56fdc27,0.3839878786926142,0.4666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-bfa49cd6b81f017b4a23,0.25210674397352506,0.5166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-34c153a239c8c33d56b1,0.36596383540334976,0.6333333333333333,False
proteina-8da4da18773613a1d5b6,proteina-50dc22a9663e55235a47,0.4617682031384127,0.7166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-883ae992f92f6d150ae4,0.39221422465908784,0.5833333333333334,False
proteina-8da4da18773613a1d5b6,proteina-10be568a74b5668c56f8,0.46509928714095,0.7333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-146e4aeabdf8507c8afa,0.39932108775740993,0.6333333333333333,False
proteina-8da4da18773613a1d5b6,proteina-fa6941a00978a008adbd,0.2710525503661623,0.5166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-a8d4f0b91f8794606451,0.6160677916446634,0.7,True
proteina-8da4da18773613a1d5b6,proteina-5310c921b749d5f3ba7c,0.23813744291858382,0.6,False
proteina-8da4da18773613a1d5b6,proteina-ff3732a92c22b0a68868,0.24091335102660036,0.45,False
proteina-8da4da18773613a1d5b6,proteina-a2326b4006ac9b45a519,0.4772120609391978,0.7166666666666667,True
proteina-8da4da18773613a1d5b6,proteina-41411562891b848f54d6,0.46757651043545445,0.6333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-72d88beef32e4530707c,0.3884543258309604,0.5333333333333333,False
proteina-8da4da18773613a1d5b6,proteina-a937fca86ade8074e76d,0.39800096311519845,0.6166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-31c2d513e54cb76c34ec,0.3640006393208422,0.55,False
proteina-8da4da18773613a1d5b6,proteina-19853d1a58d02c4d4496,0.580889409434638,0.7333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-cad555445800b1af3300,0.45640009998140907,0.7,True
proteina-8da4da18773613a1d5b6,proteina-52e965d719266d0789f0,0.4542805634650334,0.7,False
proteina-8da4da18773613a1d5b6,proteina-f57f285d8433f9b19e52,0.4719085527811834,0.75,True
proteina-8da4da18773613a1d5b6,proteina-7afe9e53456a61fa75eb,0.32525314576266307,0.5333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-011a5ea09a27b7dd7720,0.4305733817976957,0.6166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-0c9e7791313762a0ec5a,0.3539460313696194,0.4666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-1ac25796fd9b1b1945c3,0.571844936047894,0.6333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-0fca5c911f842dff4c09,0.23884998896784174,0.5666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-be812d09f06a778795dc,0.6243973667216643,0.75,True
proteina-8da4da18773613a1d5b6,proteina-939b09ed95e72626f875,0.23853392231978673,0.4666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-1e9ac25a13d7d49421dd,0.6408129214776314,0.75,True
proteina-8da4da18773613a1d5b6,proteina-4a5e0371cc7f27192b50,0.632665471102047,0.7,True
proteina-8da4da18773613a1d5b6,proteina-ba7d33661dd7d9237c88,0.22161965631798627,0.43333333333333335,False
proteina-8da4da18773613a1d5b6,proteina-c647dda6c139c1f91d61,0.2289522271197523,0.48333333333333334,False
proteina-8da4da18773613a1d5b6,proteina-8ac839094b34124aadc6,0.29499953136473445,0.5666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-9b4552044f309f6da941,0.3821463393870201,0.6,True
proteina-8da4da18773613a1d5b6,proteina-04aa9e96f20e99c7d493,0.4156337324758503,0.7,False
proteina-8da4da18773613a1d5b6,proteina-40311ac5c2808339abb8,0.4306621779110811,0.7833333333333333,False
proteina-8da4da18773613a1d5b6,proteina-8c734fd5b292eae61249,0.583680793921976,0.6333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-a8544eb911c94eca13cd,0.2794488452143245,0.5333333333333333,False
proteina-8da4da18773613a1d5b6,proteina-72182d7a868f116078d5,0.3771378671716904,0.5333333333333333,False
proteina-8da4da18773613a1d5b6,proteina-a09b6e52dfd6db427fac,0.4255935881727568,0.6,True
proteina-8da4da18773613a1d5b6,proteina-522dadabf93fddb7b94b,0.6013343484307445,0.7333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-0d41be658271f4f5e796,0.36466150769541544,0.5,False
proteina-8da4da18773613a1d5b6,proteina-a3644447a8274952fcd8,0.21397441215593924,0.5,False
proteina-8da4da18773613a1d5b6,proteina-a46c8861e0858d4aa07e,0.39678939180892264,0.5833333333333334,True
proteina-8da4da18773613a1d5b6,proteina-af5a73ca43204968f539,0.408660546085592,0.65,True
proteina-8da4da18773613a1d5b6,proteina-f70c6f713f585127070f,0.6302656809248642,0.7333333333333333,True
proteina-8da4da18773613a1d5b6,proteina-1cdd3ab5629f3a778d89,0.24600593934214293,0.5166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-a234440e17cfd106c95d,0.6088888781525957,0.75,True
proteina-8da4da18773613a1d5b6,proteina-856f5781364db68916e2,0.2529972394445236,0.4166666666666667,False
proteina-8da4da18773613a1d5b6,proteina-f2c011c6bd79141e649c,0.43359149654556006,0.6166666666666667,True
proteina-8da4da18773613a1d5b6,proteina-e3417958656e3e318797,0.6143062902679015,0.75,False
proteina-8da4da18773613a1d5b6,proteina-0b94cbe753b1476280ae,0.3951235653195475,0.45,False
proteina-8da4da18773613a1d5b6,proteina-ebb7a0d856886aa5ca26,0.2975015468393779,0.5666666666666667,False
proteina-8da4da18773613a1d5b6,proteina-d766ac850391ed1bc069,0.5506540828783605,0.75,True
proteina-29639e56bac37dcfdb2b,proteina-adb3bf0e89d8640640ae,0.3696420923525566,0.5333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-4cfc162128ffbf716582,0.42215998157817325,0.5333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-d4198b8cfb9deadde71e,0.35197619845911554,0.5333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-97c2ba57dd7cd5809599,0.27335744903852915,0.55,False
proteina-29639e56bac37dcfdb2b,proteina-268de4fd9e7cc2b9ac48,0.41901991275850897,0.7333333333333333,True
proteina-29639e56bac37dcfdb2b,proteina-789fadb1a7fd709e222a,0.48350123276899265,0.6833333333333333,True
proteina-29639e56bac37dcfdb2b,proteina-87ce33f2728a9943f70f,0.4322486029913558,0.6333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-2512a305180d1b13b75b,0.40055171460666406,0.5333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-ea01e4391bf6456f4279,0.24665538819560745,0.43333333333333335,False
proteina-29639e56bac37dcfdb2b,proteina-6c53c5d3bd50a56fdc27,0.5453303858205502,0.8,False
proteina-29639e56bac37dcfdb2b,proteina-bfa49cd6b81f017b4a23,0.2604664789713099,0.5833333333333334,False
proteina-29639e56bac37dcfdb2b,proteina-34c153a239c8c33d56b1,0.3721401937697948,0.45,False
proteina-29639e56bac37dcfdb2b,proteina-50dc22a9663e55235a47,0.3810812221967522,0.65,True
proteina-29639e56bac37dcfdb2b,proteina-883ae992f92f6d150ae4,0.42480914621870525,0.5833333333333334,False
proteina-29639e56bac37dcfdb2b,proteina-10be568a74b5668c56f8,0.4701934690050387,0.6666666666666666,True
proteina-29639e56bac37dcfdb2b,proteina-146e4aeabdf8507c8afa,0.44537622591650244,0.7333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-fa6941a00978a008adbd,0.2828372457541052,0.5,False
proteina-29639e56bac37dcfdb2b,proteina-a8d4f0b91f8794606451,0.8085143232568114,1.0,True
proteina-29639e56bac37dcfdb2b,proteina-5310c921b749d5f3ba7c,0.25172499718366687,0.5166666666666667,False
proteina-29639e56bac37dcfdb2b,proteina-ff3732a92c22b0a68868,0.26721769139806034,0.6333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-a2326b4006ac9b45a519,0.6111243113476561,0.6833333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-41411562891b848f54d6,0.5304118249911288,0.8166666666666667,True
proteina-29639e56bac37dcfdb2b,proteina-72d88beef32e4530707c,0.4017162192823847,0.5833333333333334,False
proteina-29639e56bac37dcfdb2b,proteina-a937fca86ade8074e76d,0.37643660449670396,0.5833333333333334,False
proteina-29639e56bac37dcfdb2b,proteina-31c2d513e54cb76c34ec,0.3235118409852413,0.6333333333333333,False
proteina-29639e56bac37dcfdb2b,proteina-19853d1a58d02c4d4496,0.5841730964864739,0.7,True
proteina-29639e56bac37dcfdb2b,proteina-cad555445800b1af3300,0.3782659044594607,0.6166666666666667,False
proteina-29639e56bac37dcfdb2b,proteina-52e965d719266d0789f0,0.390651705085448,0.6166666666666667,False
proteina-29639e56bac37dcfdb2b,proteina-f57f285d8433f9b19e52,0.4656443710784915,0.85,False
proteina-29639e56bac37dcfdb2b,proteina-7afe9e53456a61fa75eb,0.4252695505370689,0.6,True
proteina-29639e56bac37dcfdb2b,proteina-011a5ea09a27b7dd7720,0.40509760317204985,0.6166666666666667,False
proteina-29639e56bac37dcfdb2b,proteina-0c9e7791313762a0ec5a,0.4581846196029708,0.75,False
proteina-29639e56bac37dcfdb2b,proteina-1ac25796fd9b1b1945c3,0.5753130285581214,0.65,True
proteina-29639e56bac37dcfdb2b,proteina-0fca5c911f842dff4c09,0.24141840640087484,0.48333333333333334,False
proteina-29639e56bac37dcfdb2b,proteina-be812d09f06a778795dc,0.646428203818569,0.7,True
proteina-29639e56bac37dcfdb2b,proteina-939b09ed95e72626f875,0.2587985728006895,0.6166666666666667,False
proteina-29639e56bac37dcfdb2b,proteina-1e9ac25a13d7d49421dd,0.6474016630680544,0.6833333333333333,True
