geometry,threshold,subset,stem,cluster
original,fine,all,proteina-efd56b451c6734f2cbe2,proteina-efd56b451c6734f2cbe2
original,fine,all,proteina-68df0364efd8550a6d6f,proteina-68df0364efd8550a6d6f
original,fine,all,proteina-31411679c0f0bcaf9e03,proteina-31411679c0f0bcaf9e03
original,fine,all,proteina-1091ab3e577ea1ceb439,proteina-1091ab3e577ea1ceb439
original,fine,all,proteina-aed534b8f45dfa7d0a3a,proteina-aed534b8f45dfa7d0a3a
original,fine,all,proteina-89ac92520f226d791657,proteina-89ac92520f226d791657
original,fine,all,proteina-42e0c45219ec62d708e5,proteina-42e0c45219ec62d708e5
original,fine,all,proteina-c8ff9a5eb1f7622643af,proteina-c32bee8c314b1154e5ce
original,fine,all,proteina-c32bee8c314b1154e5ce,proteina-c32bee8c314b1154e5ce
original,fine,all,proteina-79a1fe05ba9c855f9c8a,proteina-79a1fe05ba9c855f9c8a
original,fine,all,proteina-0c9e7791313762a0ec5a,proteina-0c9e7791313762a0ec5a
original,fine,all,proteina-3fe41fbd21a9aaa2f84f,proteina-0c9e7791313762a0ec5a
original,fine,all,proteina-e65860ccbd1853292e5b,proteina-e65860ccbd1853292e5b
original,fine,all,proteina-30cbe0107d2eb4cb19f7,proteina-30cbe0107d2eb4cb19f7
original,fine,all,proteina-bded4e66ab4a23ea3fd0,proteina-bded4e66ab4a23ea3fd0
original,fine,all,proteina-4693c4f7029ccbbb2a33,proteina-4693c4f7029ccbbb2a33
original,fine,all,proteina-5d0a4630c035b842d19d,proteina-5d0a4630c035b842d19d
original,fine,all,proteina-10693d47baceda8328ff,proteina-10693d47baceda8328ff
original,fine,all,proteina-42361d9dfd5d856e661b,proteina-42361d9dfd5d856e661b
original,fine,all,proteina-8ee53c69bea426f822e7,proteina-8ee53c69bea426f822e7
original,fine,all,proteina-58d4a30264dd8a0a294f,proteina-58d4a30264dd8a0a294f
original,fine,all,proteina-a09b6e52dfd6db427fac,proteina-a09b6e52dfd6db427fac
original,fine,all,proteina-306303df1bc524e38b01,proteina-306303df1bc524e38b01
original,fine,all,proteina-a260f273e112bbfeb9e7,proteina-a260f273e112bbfeb9e7
original,fine,all,proteina-50439050bbe43f659285,proteina-50439050bbe43f659285
original,fine,all,proteina-34aa689d6aefc75f98d8,proteina-34aa689d6aefc75f98d8
original,fine,all,proteina-402c9ae63a3a8a6802e2,proteina-402c9ae63a3a8a6802e2
original,fine,all,proteina-7afe9e53456a61fa75eb,proteina-7afe9e53456a61fa75eb
original,fine,all,proteina-011a5ea09a27b7dd7720,proteina-011a5ea09a27b7dd7720
original,fine,all,proteina-2a21efb31c705b1a2b62,proteina-2a21efb31c705b1a2b62
original,fine,all,proteina-db6ea7aed2ffbb245da5,proteina-db6ea7aed2ffbb245da5
original,fine,all,proteina-883ae992f92f6d150ae4,proteina-883ae992f92f6d150ae4
original,fine,all,proteina-0d41be658271f4f5e796,proteina-0d41be658271f4f5e796
original,fine,all,proteina-b63b19baa1ffa6a70b4b,proteina-b63b19baa1ffa6a70b4b
original,fine,all,proteina-650dbb2a916bf23b2a88,proteina-650dbb2a916bf23b2a88
original,fine,all,proteina-e4b709e5de485425a4c3,proteina-e4b709e5de485425a4c3
original,fine,all,proteina-7d37c5473c728136b600,proteina-7d37c5473c728136b600
original,fine,all,proteina-317db1d06e7c905d42d4,proteina-317db1d06e7c905d42d4
original,fine,all,proteina-3a2858018bbd7f5df0a1,proteina-317db1d06e7c905d42d4
original,fine,all,proteina-7e286ca0d47f743c4117,proteina-7e286ca0d47f743c4117
original,fine,all,proteina-0ad4e06eb8708b60b6bb,proteina-0ad4e06eb8708b60b6bb
original,fine,all,proteina-72182d7a868f116078d5,proteina-72182d7a868f116078d5
original,fine,all,proteina-599f4977b7a2be1ea429,proteina-599f4977b7a2be1ea429
original,fine,all,proteina-87ce33f2728a9943f70f,proteina-87ce33f2728a9943f70f
original,fine,all,proteina-2f45d9c13a666a4507b4,proteina-2f45d9c13a666a4507b4
original,fine,all,proteina-0f89d0912645abf27be7,proteina-0f89d0912645abf27be7
original,fine,all,proteina-c7aaf4cab4add3e427d8,proteina-c7aaf4cab4add3e427d8
original,fine,all,proteina-84ec1a186c3e8404ea8d,proteina-84ec1a186c3e8404ea8d
original,fine,all,proteina-037047723fe6caa0f57f,proteina-037047723fe6caa0f57f
original,fine,all,proteina-650868d686b61ac7f63a,proteina-650868d686b61ac7f63a
original,fine,all,proteina-d17d2328507537c6f462,proteina-358093f528cb1e3aa4dd
original,fine,all,proteina-358093f528cb1e3aa4dd,proteina-358093f528cb1e3aa4dd
original,fine,all,proteina-ba2f06df41ceced574f6,proteina-ba2f06df41ceced574f6
original,fine,all,proteina-1dde3009bfe0c21ac609,proteina-1dde3009bfe0c21ac609
original,fine,all,proteina-2512a305180d1b13b75b,proteina-2512a305180d1b13b75b
original,fine,all,proteina-0afc33cc7bc469d51088,proteina-0afc33cc7bc469d51088
original,fine,all,proteina-a79562e9d794d5f386ee,proteina-a79562e9d794d5f386ee
original,fine,all,proteina-4c52aed3a821163fbfea,proteina-4c52aed3a821163fbfea
original,fine,all,proteina-dc70e0ef095ae652026a,proteina-dc70e0ef095ae652026a
original,fine,all,proteina-4e2c1ad52f4f62c1c4e5,proteina-4e2c1ad52f4f62c1c4e5
original,fine,all,proteina-3c0c7ad96c743ca9ceff,proteina-3c0c7ad96c743ca9ceff
original,fine,all,proteina-206a0e1dfe88fcb416c7,proteina-206a0e1dfe88fcb416c7
original,fine,all,proteina-3fbf2d7f71801270b733,proteina-3fbf2d7f71801270b733
original,fine,all,proteina-fff8a3823cbe6917572b,proteina-fff8a3823cbe6917572b
original,fine,all,proteina-ad1b9d9ce87717e6b322,proteina-ad1b9d9ce87717e6b322
original,fine,all,proteina-da2bab94fbe3c36cfd1e,proteina-09e03490d19cae98f232
original,fine,all,proteina-4f8abad647d9ea5accaa,proteina-09e03490d19cae98f232
original,fine,all,proteina-d39ef8442a629ecd78a2,proteina-09e03490d19cae98f232
original,fine,all,proteina-a2326b4006ac9b45a519,proteina-09e03490d19cae98f232
original,fine,all,proteina-09e03490d19cae98f232,proteina-09e03490d19cae98f232
original,fine,all,proteina-65e7c45b49e9a42416a8,proteina-09e03490d19cae98f232
original,fine,all,proteina-789fadb1a7fd709e222a,proteina-09e03490d19cae98f232
original,fine,all,proteina-e4be196d906bd9bd2b8c,proteina-09e03490d19cae98f232
original,fine,all,proteina-e3417958656e3e318797,proteina-09e03490d19cae98f232
original,fine,all,proteina-a1bee673e230b0be7e23,proteina-09e03490d19cae98f232
original,fine,all,proteina-d766ac850391ed1bc069,proteina-09e03490d19cae98f232
original,fine,all,proteina-179ce84d58496fedec24,proteina-09e03490d19cae98f232
original,fine,all,proteina-da0e66d006042db14c23,proteina-09e03490d19cae98f232
original,fine,all,proteina-d8bc4468003a8b3ae1d0,proteina-09e03490d19cae98f232
original,fine,all,proteina-10be568a74b5668c56f8,proteina-09e03490d19cae98f232
original,fine,all,proteina-1459c91ccb370837bd5c,proteina-09e03490d19cae98f232
original,fine,all,proteina-c289e75b49d1dc8ccd73,proteina-09e03490d19cae98f232
original,fine,all,proteina-9286338361e4c727ca5a,proteina-09e03490d19cae98f232
original,fine,all,proteina-992d1f7f5a17d57757d9,proteina-09e03490d19cae98f232
original,fine,all,proteina-d1b9907dbd08b86b96c0,proteina-09e03490d19cae98f232
original,fine,all,proteina-7d9cb122ff1ffb72f4ec,proteina-09e03490d19cae98f232
original,fine,all,proteina-19853d1a58d02c4d4496,proteina-09e03490d19cae98f232
original,fine,all,proteina-1e9ac25a13d7d49421dd,proteina-09e03490d19cae98f232
original,fine,all,proteina-cd4a2e86d4beec2754d7,proteina-09e03490d19cae98f232
original,fine,all,proteina-d367f5e8e9f695fd73b5,proteina-09e03490d19cae98f232
original,fine,all,proteina-80ab83735cc9b96150c8,proteina-09e03490d19cae98f232
original,fine,all,proteina-6dbf4338b2a773059594,proteina-09e03490d19cae98f232
original,fine,all,proteina-61da3b49e07a66daed11,proteina-09e03490d19cae98f232
original,fine,all,proteina-be812d09f06a778795dc,proteina-09e03490d19cae98f232
original,fine,all,proteina-a234440e17cfd106c95d,proteina-09e03490d19cae98f232
original,fine,all,proteina-f70c6f713f585127070f,proteina-09e03490d19cae98f232
original,fine,all,proteina-f84444cea2b016163493,proteina-09e03490d19cae98f232
original,fine,all,proteina-522dadabf93fddb7b94b,proteina-09e03490d19cae98f232
original,fine,all,proteina-46377aee55f22bc19fae,proteina-09e03490d19cae98f232
original,fine,all,proteina-6273ab06314362f300b7,proteina-09e03490d19cae98f232
original,fine,all,proteina-db7d45f4d325a7a85b36,proteina-09e03490d19cae98f232
original,fine,all,proteina-da2b278c881a9d614d9c,proteina-da2b278c881a9d614d9c
original,fine,all,proteina-629b0e58b2fffbb8cd35,proteina-629b0e58b2fffbb8cd35
original,fine,all,proteina-452e7a5276004a28cf63,proteina-452e7a5276004a28cf63
original,fine,all,proteina-9119e9f57cdf2279166c,proteina-9119e9f57cdf2279166c
original,fine,all,proteina-f57f285d8433f9b19e52,proteina-f57f285d8433f9b19e52
original,fine,all,proteina-f2147b3480e13a728e5c,proteina-4ca1e2690a6393df661c
original,fine,all,proteina-4ca1e2690a6393df661c,proteina-4ca1e2690a6393df661c
original,fine,all,proteina-90fa216b6a842477c9af,proteina-90fa216b6a842477c9af
original,fine,all,proteina-d4198b8cfb9deadde71e,proteina-d4198b8cfb9deadde71e
original,fine,all,proteina-04aa9e96f20e99c7d493,proteina-04aa9e96f20e99c7d493
original,fine,all,proteina-f663703f99e72590d204,proteina-f663703f99e72590d204
