range,cut,n_candidate,n_true,value,dataset,stem,eval_set,L
all,L,415416,1140,0.42934782608695654,foldbench_monomer,8wnj_A,eval-test,920
all,L/2,415416,1140,0.6239130434782608,foldbench_monomer,8wnj_A,eval-test,920
all,L/5,415416,1140,0.8369565217391305,foldbench_monomer,8wnj_A,eval-test,920
all,R,415416,1140,0.3780701754385965,foldbench_monomer,8wnj_A,eval-test,920
all,AUC,415416,1140,0.9318549615537265,foldbench_monomer,8wnj_A,eval-test,920
short,L,5451,116,0.10652173913043478,foldbench_monomer,8wnj_A,eval-test,920
short,L/2,5451,116,0.18478260869565216,foldbench_monomer,8wnj_A,eval-test,920
short,L/5,5451,116,0.375,foldbench_monomer,8wnj_A,eval-test,920
short,R,5451,116,0.5172413793103449,foldbench_monomer,8wnj_A,eval-test,920
short,AUC,5451,116,0.9300843486410496,foldbench_monomer,8wnj_A,eval-test,920
medium,L,10794,138,0.11739130434782609,foldbench_monomer,8wnj_A,eval-test,920
medium,L/2,10794,138,0.20652173913043478,foldbench_monomer,8wnj_A,eval-test,920
medium,L/5,10794,138,0.33695652173913043,foldbench_monomer,8wnj_A,eval-test,920
medium,R,10794,138,0.391304347826087,foldbench_monomer,8wnj_A,eval-test,920
medium,AUC,10794,138,0.9258722037254645,foldbench_monomer,8wnj_A,eval-test,920
long,L,399171,886,0.34782608695652173,foldbench_monomer,8wnj_A,eval-test,920
long,L/2,399171,886,0.5217391304347826,foldbench_monomer,8wnj_A,eval-test,920
long,L/5,399171,886,0.7391304347826086,foldbench_monomer,8wnj_A,eval-test,920
long,R,399171,886,0.3577878103837472,foldbench_monomer,8wnj_A,eval-test,920
long,AUC,399171,886,0.9224073823176009,foldbench_monomer,8wnj_A,eval-test,920
all,L,89253,494,0.5893416927899686,foldbench_monomer,8bke_A,eval-val,638
all,L/2,89253,494,0.7962382445141066,foldbench_monomer,8bke_A,eval-val,638
all,L/5,89253,494,0.952755905511811,foldbench_monomer,8bke_A,eval-val,638
all,R,89253,494,0.6781376518218624,foldbench_monomer,8bke_A,eval-val,638
all,AUC,89253,494,0.990234781688102,foldbench_monomer,8bke_A,eval-val,638
short,L,2517,30,0.047021943573667714,foldbench_monomer,8bke_A,eval-val,638
short,L/2,2517,30,0.09090909090909091,foldbench_monomer,8bke_A,eval-val,638
short,L/5,2517,30,0.2204724409448819,foldbench_monomer,8bke_A,eval-val,638
short,R,2517,30,0.6333333333333333,foldbench_monomer,8bke_A,eval-val,638
short,AUC,2517,30,0.987629004154939,foldbench_monomer,8bke_A,eval-val,638
medium,L,4926,135,0.20689655172413793,foldbench_monomer,8bke_A,eval-val,638
medium,L/2,4926,135,0.40752351097178685,foldbench_monomer,8bke_A,eval-val,638
medium,L/5,4926,135,0.7322834645669292,foldbench_monomer,8bke_A,eval-val,638
medium,R,4926,135,0.7111111111111111,foldbench_monomer,8bke_A,eval-val,638
medium,AUC,4926,135,0.9824222887049018,foldbench_monomer,8bke_A,eval-val,638
long,L,81810,329,0.41849529780564265,foldbench_monomer,8bke_A,eval-val,638
long,L/2,81810,329,0.6739811912225705,foldbench_monomer,8bke_A,eval-val,638
long,L/5,81810,329,0.905511811023622,foldbench_monomer,8bke_A,eval-val,638
long,R,81810,329,0.662613981762918,foldbench_monomer,8bke_A,eval-val,638
long,AUC,81810,329,0.9902953115405464,foldbench_monomer,8bke_A,eval-val,638
all,L,153181,631,0.576592082616179,foldbench_monomer,8k2m_A,eval-test,581
all,L/2,153181,631,0.7482758620689656,foldbench_monomer,8k2m_A,eval-test,581
all,L/5,153181,631,0.9051724137931034,foldbench_monomer,8k2m_A,eval-test,581
all,R,153181,631,0.554675118858954,foldbench_monomer,8k2m_A,eval-test,581
all,AUC,153181,631,0.9937010286305547,foldbench_monomer,8k2m_A,eval-test,581
short,L,3303,67,0.1153184165232358,foldbench_monomer,8k2m_A,eval-test,581
short,L/2,3303,67,0.20344827586206896,foldbench_monomer,8k2m_A,eval-test,581
short,L/5,3303,67,0.3793103448275862,foldbench_monomer,8k2m_A,eval-test,581
short,R,3303,67,0.47761194029850745,foldbench_monomer,8k2m_A,eval-test,581
short,AUC,3303,67,0.9754580004796782,foldbench_monomer,8k2m_A,eval-test,581
medium,L,6498,79,0.13080895008605853,foldbench_monomer,8k2m_A,eval-test,581
medium,L/2,6498,79,0.22413793103448276,foldbench_monomer,8k2m_A,eval-test,581
medium,L/5,6498,79,0.41379310344827586,foldbench_monomer,8k2m_A,eval-test,581
medium,R,6498,79,0.5316455696202531,foldbench_monomer,8k2m_A,eval-test,581
medium,AUC,6498,79,0.983458916468317,foldbench_monomer,8k2m_A,eval-test,581
long,L,143380,485,0.5352839931153184,foldbench_monomer,8k2m_A,eval-test,581
long,L/2,143380,485,0.6896551724137931,foldbench_monomer,8k2m_A,eval-test,581
long,L/5,143380,485,0.853448275862069,foldbench_monomer,8k2m_A,eval-test,581
long,R,143380,485,0.5690721649484536,foldbench_monomer,8k2m_A,eval-test,581
long,AUC,143380,485,0.9942053623830922,foldbench_monomer,8k2m_A,eval-test,581
all,L,122280,611,0.5019083969465649,foldbench_monomer,8v3m_A,eval-test,524
all,L/2,122280,611,0.7061068702290076,foldbench_monomer,8v3m_A,eval-test,524
all,L/5,122280,611,0.9134615384615384,foldbench_monomer,8v3m_A,eval-test,524
all,R,122280,611,0.45499181669394434,foldbench_monomer,8v3m_A,eval-test,524
all,AUC,122280,611,0.959996541016497,foldbench_monomer,8v3m_A,eval-test,524
short,L,2898,71,0.10687022900763359,foldbench_monomer,8v3m_A,eval-test,524
short,L/2,2898,71,0.183206106870229,foldbench_monomer,8v3m_A,eval-test,524
short,L/5,2898,71,0.3557692307692308,foldbench_monomer,8v3m_A,eval-test,524
short,R,2898,71,0.4788732394366197,foldbench_monomer,8v3m_A,eval-test,524
short,AUC,2898,71,0.8990518989422919,foldbench_monomer,8v3m_A,eval-test,524
medium,L,5590,93,0.14885496183206107,foldbench_monomer,8v3m_A,eval-test,524
medium,L/2,5590,93,0.23282442748091603,foldbench_monomer,8v3m_A,eval-test,524
medium,L/5,5590,93,0.4230769230769231,foldbench_monomer,8v3m_A,eval-test,524
medium,R,5590,93,0.46236559139784944,foldbench_monomer,8v3m_A,eval-test,524
medium,AUC,5590,93,0.950565411045321,foldbench_monomer,8v3m_A,eval-test,524
long,L,113792,447,0.40076335877862596,foldbench_monomer,8v3m_A,eval-test,524
long,L/2,113792,447,0.6106870229007634,foldbench_monomer,8v3m_A,eval-test,524
long,L/5,113792,447,0.8076923076923077,foldbench_monomer,8v3m_A,eval-test,524
long,R,113792,447,0.44966442953020136,foldbench_monomer,8v3m_A,eval-test,524
long,AUC,113792,447,0.9580650945624133,foldbench_monomer,8v3m_A,eval-test,524
all,L,114481,495,0.751503006012024,foldbench_monomer,8ra0_A,eval-test,499
all,L/2,114481,495,0.9437751004016064,foldbench_monomer,8ra0_A,eval-test,499
all,L/5,114481,495,0.98989898989899,foldbench_monomer,8ra0_A,eval-test,499
all,R,114481,495,0.7515151515151515,foldbench_monomer,8ra0_A,eval-test,499
all,AUC,114481,495,0.9974506881670919,foldbench_monomer,8ra0_A,eval-test,499
short,L,2853,53,0.1062124248496994,foldbench_monomer,8ra0_A,eval-test,499
short,L/2,2853,53,0.21285140562248997,foldbench_monomer,8ra0_A,eval-test,499
short,L/5,2853,53,0.5151515151515151,foldbench_monomer,8ra0_A,eval-test,499
short,R,2853,53,0.7735849056603774,foldbench_monomer,8ra0_A,eval-test,499
short,AUC,2853,53,0.9959097035040431,foldbench_monomer,8ra0_A,eval-test,499
medium,L,5598,104,0.20841683366733466,foldbench_monomer,8ra0_A,eval-test,499
medium,L/2,5598,104,0.40963855421686746,foldbench_monomer,8ra0_A,eval-test,499
medium,L/5,5598,104,0.8181818181818182,foldbench_monomer,8ra0_A,eval-test,499
medium,R,5598,104,0.7980769230769231,foldbench_monomer,8ra0_A,eval-test,499
medium,AUC,5598,104,0.9970142253087285,foldbench_monomer,8ra0_A,eval-test,499
long,L,106030,338,0.5791583166332666,foldbench_monomer,8ra0_A,eval-test,499
long,L/2,106030,338,0.8554216867469879,foldbench_monomer,8ra0_A,eval-test,499
long,L/5,106030,338,0.9797979797979798,foldbench_monomer,8ra0_A,eval-test,499
long,R,106030,338,0.7307692307692307,foldbench_monomer,8ra0_A,eval-test,499
long,AUC,106030,338,0.997139673679489,foldbench_monomer,8ra0_A,eval-test,499
all,L,104201,545,0.10570824524312897,foldbench_monomer,8z4q_A,eval-test,473
all,L/2,104201,545,0.1483050847457627,foldbench_monomer,8z4q_A,eval-test,473
all,L/5,104201,545,0.2127659574468085,foldbench_monomer,8z4q_A,eval-test,473
all,R,104201,545,0.10275229357798166,foldbench_monomer,8z4q_A,eval-test,473
all,AUC,104201,545,0.8181557133581578,foldbench_monomer,8z4q_A,eval-test,473
short,L,2715,51,0.08456659619450317,foldbench_monomer,8z4q_A,eval-test,473
short,L/2,2715,51,0.1271186440677966,foldbench_monomer,8z4q_A,eval-test,473
short,L/5,2715,51,0.22340425531914893,foldbench_monomer,8z4q_A,eval-test,473
short,R,2715,51,0.29411764705882354,foldbench_monomer,8z4q_A,eval-test,473
short,AUC,2715,51,0.9138476712006125,foldbench_monomer,8z4q_A,eval-test,473
medium,L,5322,60,0.07822410147991543,foldbench_monomer,8z4q_A,eval-test,473
medium,L/2,5322,60,0.09322033898305085,foldbench_monomer,8z4q_A,eval-test,473
medium,L/5,5322,60,0.0851063829787234,foldbench_monomer,8z4q_A,eval-test,473
medium,R,5322,60,0.13333333333333333,foldbench_monomer,8z4q_A,eval-test,473
medium,AUC,5322,60,0.8701887748638033,foldbench_monomer,8z4q_A,eval-test,473
long,L,96164,434,0.03171247357293869,foldbench_monomer,8z4q_A,eval-test,473
long,L/2,96164,434,0.0423728813559322,foldbench_monomer,8z4q_A,eval-test,473
long,L/5,96164,434,0.05319148936170213,foldbench_monomer,8z4q_A,eval-test,473
long,R,96164,434,0.03456221198156682,foldbench_monomer,8z4q_A,eval-test,473
long,AUC,96164,434,0.7960302136240511,foldbench_monomer,8z4q_A,eval-test,473
all,L,90560,475,0.5919282511210763,foldbench_monomer,8hbt_A,eval-test,446
all,L/2,90560,475,0.7174887892376681,foldbench_monomer,8hbt_A,eval-test,446
all,L/5,90560,475,0.8876404494382022,foldbench_monomer,8hbt_A,eval-test,446
all,R,90560,475,0.5705263157894737,foldbench_monomer,8hbt_A,eval-test,446
all,AUC,90560,475,0.9868132027354282,foldbench_monomer,8hbt_A,eval-test,446
short,L,2463,38,0.08295964125560538,foldbench_monomer,8hbt_A,eval-test,446
short,L/2,2463,38,0.16143497757847533,foldbench_monomer,8hbt_A,eval-test,446
short,L/5,2463,38,0.2808988764044944,foldbench_monomer,8hbt_A,eval-test,446
short,R,2463,38,0.5526315789473685,foldbench_monomer,8hbt_A,eval-test,446
short,AUC,2463,38,0.9589256646771567,foldbench_monomer,8hbt_A,eval-test,446
medium,L,4845,45,0.08968609865470852,foldbench_monomer,8hbt_A,eval-test,446
medium,L/2,4845,45,0.16143497757847533,foldbench_monomer,8hbt_A,eval-test,446
medium,L/5,4845,45,0.3595505617977528,foldbench_monomer,8hbt_A,eval-test,446
medium,R,4845,45,0.5111111111111111,foldbench_monomer,8hbt_A,eval-test,446
medium,AUC,4845,45,0.9553796296296295,foldbench_monomer,8hbt_A,eval-test,446
long,L,83252,392,0.5246636771300448,foldbench_monomer,8hbt_A,eval-test,446
long,L/2,83252,392,0.726457399103139,foldbench_monomer,8hbt_A,eval-test,446
long,L/5,83252,392,0.8426966292134831,foldbench_monomer,8hbt_A,eval-test,446
long,R,83252,392,0.5688775510204082,foldbench_monomer,8hbt_A,eval-test,446
long,AUC,83252,392,0.9899985899501003,foldbench_monomer,8hbt_A,eval-test,446
all,L,75078,359,0.5751173708920188,foldbench_monomer,8bfy_A,eval-val,426
all,L/2,75078,359,0.7887323943661971,foldbench_monomer,8bfy_A,eval-val,426
all,L/5,75078,359,0.9294117647058824,foldbench_monomer,8bfy_A,eval-val,426
all,R,75078,359,0.6295264623955432,foldbench_monomer,8bfy_A,eval-val,426
all,AUC,75078,359,0.9922019439145835,foldbench_monomer,8bfy_A,eval-val,426
short,L,2307,45,0.1056338028169014,foldbench_monomer,8bfy_A,eval-val,426
short,L/2,2307,45,0.2112676056338028,foldbench_monomer,8bfy_A,eval-val,426
short,L/5,2307,45,0.4,foldbench_monomer,8bfy_A,eval-val,426
short,R,2307,45,0.6222222222222222,foldbench_monomer,8bfy_A,eval-val,426
short,AUC,2307,45,0.986845466155811,foldbench_monomer,8bfy_A,eval-val,426
medium,L,4506,48,0.11032863849765258,foldbench_monomer,8bfy_A,eval-val,426
medium,L/2,4506,48,0.215962441314554,foldbench_monomer,8bfy_A,eval-val,426
medium,L/5,4506,48,0.4117647058823529,foldbench_monomer,8bfy_A,eval-val,426
medium,R,4506,48,0.6041666666666666,foldbench_monomer,8bfy_A,eval-val,426
medium,AUC,4506,48,0.9860690518917301,foldbench_monomer,8bfy_A,eval-val,426
long,L,68265,266,0.48826291079812206,foldbench_monomer,8bfy_A,eval-val,426
long,L/2,68265,266,0.7089201877934272,foldbench_monomer,8bfy_A,eval-val,426
long,L/5,68265,266,0.9058823529411765,foldbench_monomer,8bfy_A,eval-val,426
long,R,68265,266,0.6541353383458647,foldbench_monomer,8bfy_A,eval-val,426
long,AUC,68265,266,0.9922059888762186,foldbench_monomer,8bfy_A,eval-val,426
