range,cut,n_candidate,n_true,value,dataset,stem,eval_set,L
all,L,285390,932,0.6136662286465178,foldbench_monomer,7znz_A,eval-val,761
all,L/2,285390,932,0.781578947368421,foldbench_monomer,7znz_A,eval-val,761
all,L/5,285390,932,0.9144736842105263,foldbench_monomer,7znz_A,eval-val,761
all,R,285390,932,0.5622317596566524,foldbench_monomer,7znz_A,eval-val,761
all,AUC,285390,932,0.989783771302503,foldbench_monomer,7znz_A,eval-val,761
short,L,4515,112,0.1366622864651774,foldbench_monomer,7znz_A,eval-val,761
short,L/2,4515,112,0.25526315789473686,foldbench_monomer,7znz_A,eval-val,761
short,L/5,4515,112,0.5131578947368421,foldbench_monomer,7znz_A,eval-val,761
short,R,4515,112,0.6071428571428571,foldbench_monomer,7znz_A,eval-val,761
short,AUC,4515,112,0.9601164790240421,foldbench_monomer,7znz_A,eval-val,761
medium,L,8922,145,0.1721419185282523,foldbench_monomer,7znz_A,eval-val,761
medium,L/2,8922,145,0.31842105263157894,foldbench_monomer,7znz_A,eval-val,761
medium,L/5,8922,145,0.5921052631578947,foldbench_monomer,7znz_A,eval-val,761
medium,R,8922,145,0.6,foldbench_monomer,7znz_A,eval-val,761
medium,AUC,8922,145,0.9762034785273422,foldbench_monomer,7znz_A,eval-val,761
long,L,271953,675,0.5164257555847569,foldbench_monomer,7znz_A,eval-val,761
long,L/2,271953,675,0.6736842105263158,foldbench_monomer,7znz_A,eval-val,761
long,L/5,271953,675,0.8552631578947368,foldbench_monomer,7znz_A,eval-val,761
long,R,271953,675,0.5437037037037037,foldbench_monomer,7znz_A,eval-val,761
long,AUC,271953,675,0.9901840206015259,foldbench_monomer,7znz_A,eval-val,761
all,L,159961,709,0.5774193548387097,foldbench_monomer,8wim_A,eval-test,620
all,L/2,159961,709,0.7612903225806451,foldbench_monomer,8wim_A,eval-test,620
all,L/5,159961,709,0.9193548387096774,foldbench_monomer,8wim_A,eval-test,620
all,R,159961,709,0.5275035260930888,foldbench_monomer,8wim_A,eval-test,620
all,AUC,159961,709,0.9766781618736138,foldbench_monomer,8wim_A,eval-test,620
short,L,3212,92,0.13709677419354838,foldbench_monomer,8wim_A,eval-test,620
short,L/2,3212,92,0.24193548387096775,foldbench_monomer,8wim_A,eval-test,620
short,L/5,3212,92,0.5241935483870968,foldbench_monomer,8wim_A,eval-test,620
short,R,3212,92,0.6413043478260869,foldbench_monomer,8wim_A,eval-test,620
short,AUC,3212,92,0.9478678929765887,foldbench_monomer,8wim_A,eval-test,620
medium,L,6240,90,0.13064516129032258,foldbench_monomer,8wim_A,eval-test,620
medium,L/2,6240,90,0.22580645161290322,foldbench_monomer,8wim_A,eval-test,620
medium,L/5,6240,90,0.4838709677419355,foldbench_monomer,8wim_A,eval-test,620
medium,R,6240,90,0.6111111111111112,foldbench_monomer,8wim_A,eval-test,620
medium,AUC,6240,90,0.9587082204155375,foldbench_monomer,8wim_A,eval-test,620
long,L,150509,527,0.45,foldbench_monomer,8wim_A,eval-test,620
long,L/2,150509,527,0.6451612903225806,foldbench_monomer,8wim_A,eval-test,620
long,L/5,150509,527,0.8306451612903226,foldbench_monomer,8wim_A,eval-test,620
long,R,150509,527,0.49335863377609107,foldbench_monomer,8wim_A,eval-test,620
long,AUC,150509,527,0.9768531300289874,foldbench_monomer,8wim_A,eval-test,620
all,L,133431,640,0.6612318840579711,foldbench_monomer,8vh7_A,eval-test,552
all,L/2,133431,640,0.9094202898550725,foldbench_monomer,8vh7_A,eval-test,552
all,L/5,133431,640,0.9818181818181818,foldbench_monomer,8vh7_A,eval-test,552
all,R,133431,640,0.6078125,foldbench_monomer,8vh7_A,eval-test,552
all,AUC,133431,640,0.9536982280896296,foldbench_monomer,8vh7_A,eval-test,552
short,L,2962,65,0.1068840579710145,foldbench_monomer,8vh7_A,eval-test,552
short,L/2,2962,65,0.2028985507246377,foldbench_monomer,8vh7_A,eval-test,552
short,L/5,2962,65,0.45454545454545453,foldbench_monomer,8vh7_A,eval-test,552
short,R,2962,65,0.6461538461538462,foldbench_monomer,8vh7_A,eval-test,552
short,AUC,2962,65,0.929938132285388,foldbench_monomer,8vh7_A,eval-test,552
medium,L,5812,91,0.1503623188405797,foldbench_monomer,8vh7_A,eval-test,552
medium,L/2,5812,91,0.2753623188405797,foldbench_monomer,8vh7_A,eval-test,552
medium,L/5,5812,91,0.5363636363636364,foldbench_monomer,8vh7_A,eval-test,552
medium,R,5812,91,0.6263736263736264,foldbench_monomer,8vh7_A,eval-test,552
medium,AUC,5812,91,0.9479044814650478,foldbench_monomer,8vh7_A,eval-test,552
long,L,124657,484,0.5561594202898551,foldbench_monomer,8vh7_A,eval-test,552
long,L/2,124657,484,0.8115942028985508,foldbench_monomer,8vh7_A,eval-test,552
long,L/5,124657,484,0.9636363636363636,foldbench_monomer,8vh7_A,eval-test,552
long,R,124657,484,0.5991735537190083,foldbench_monomer,8vh7_A,eval-test,552
long,AUC,124657,484,0.9526915943651795,foldbench_monomer,8vh7_A,eval-test,552
all,L,124750,613,0.7209302325581395,foldbench_monomer,8k2g_A,eval-test,516
all,L/2,124750,613,0.9147286821705426,foldbench_monomer,8k2g_A,eval-test,516
all,L/5,124750,613,0.9902912621359223,foldbench_monomer,8k2g_A,eval-test,516
all,R,124750,613,0.6492659053833605,foldbench_monomer,8k2g_A,eval-test,516
all,AUC,124750,613,0.9951677080028707,foldbench_monomer,8k2g_A,eval-test,516
short,L,2979,52,0.09883720930232558,foldbench_monomer,8k2g_A,eval-test,516
short,L/2,2979,52,0.17054263565891473,foldbench_monomer,8k2g_A,eval-test,516
short,L/5,2979,52,0.34951456310679613,foldbench_monomer,8k2g_A,eval-test,516
short,R,2979,52,0.5769230769230769,foldbench_monomer,8k2g_A,eval-test,516
short,AUC,2979,52,0.9647381146356206,foldbench_monomer,8k2g_A,eval-test,516
medium,L,5850,93,0.17829457364341086,foldbench_monomer,8k2g_A,eval-test,516
medium,L/2,5850,93,0.3178294573643411,foldbench_monomer,8k2g_A,eval-test,516
medium,L/5,5850,93,0.5728155339805825,foldbench_monomer,8k2g_A,eval-test,516
medium,R,5850,93,0.5913978494623656,foldbench_monomer,8k2g_A,eval-test,516
medium,AUC,5850,93,0.9828931959409862,foldbench_monomer,8k2g_A,eval-test,516
long,L,115921,468,0.6356589147286822,foldbench_monomer,8k2g_A,eval-test,516
long,L/2,115921,468,0.8643410852713178,foldbench_monomer,8k2g_A,eval-test,516
long,L/5,115921,468,0.9902912621359223,foldbench_monomer,8k2g_A,eval-test,516
long,R,115921,468,0.6730769230769231,foldbench_monomer,8k2g_A,eval-test,516
long,AUC,115921,468,0.9970751131125916,foldbench_monomer,8k2g_A,eval-test,516
all,L,102393,456,0.6910569105691057,foldbench_monomer,7wzm_A,eval-val,492
all,L/2,102393,456,0.9105691056910569,foldbench_monomer,7wzm_A,eval-val,492
all,L/5,102393,456,1.0,foldbench_monomer,7wzm_A,eval-val,492
all,R,102393,456,0.7236842105263158,foldbench_monomer,7wzm_A,eval-val,492
all,AUC,102393,456,0.997111692137335,foldbench_monomer,7wzm_A,eval-val,492
short,L,2652,55,0.11178861788617886,foldbench_monomer,7wzm_A,eval-val,492
short,L/2,2652,55,0.22357723577235772,foldbench_monomer,7wzm_A,eval-val,492
short,L/5,2652,55,0.4897959183673469,foldbench_monomer,7wzm_A,eval-val,492
short,R,2652,55,0.6909090909090909,foldbench_monomer,7wzm_A,eval-val,492
short,AUC,2652,55,0.9930829278538174,foldbench_monomer,7wzm_A,eval-val,492
medium,L,5190,66,0.13414634146341464,foldbench_monomer,7wzm_A,eval-val,492
medium,L/2,5190,66,0.2601626016260163,foldbench_monomer,7wzm_A,eval-val,492
medium,L/5,5190,66,0.5816326530612245,foldbench_monomer,7wzm_A,eval-val,492
medium,R,5190,66,0.7575757575757576,foldbench_monomer,7wzm_A,eval-val,492
medium,AUC,5190,66,0.9964279800345374,foldbench_monomer,7wzm_A,eval-val,492
long,L,94551,335,0.5975609756097561,foldbench_monomer,7wzm_A,eval-val,492
long,L/2,94551,335,0.8252032520325203,foldbench_monomer,7wzm_A,eval-val,492
long,L/5,94551,335,0.9897959183673469,foldbench_monomer,7wzm_A,eval-val,492
long,R,94551,335,0.7223880597014926,foldbench_monomer,7wzm_A,eval-val,492
long,AUC,94551,335,0.9969744341044207,foldbench_monomer,7wzm_A,eval-val,492
all,L,85102,496,0.24572649572649571,foldbench_monomer,8e0r_A,eval-val,468
all,L/2,85102,496,0.358974358974359,foldbench_monomer,8e0r_A,eval-val,468
all,L/5,85102,496,0.5053763440860215,foldbench_monomer,8e0r_A,eval-val,468
all,R,85102,496,0.2439516129032258,foldbench_monomer,8e0r_A,eval-val,468
all,AUC,85102,496,0.8399358782988775,foldbench_monomer,8e0r_A,eval-val,468
short,L,2421,70,0.11538461538461539,foldbench_monomer,8e0r_A,eval-val,468
short,L/2,2421,70,0.1794871794871795,foldbench_monomer,8e0r_A,eval-val,468
short,L/5,2421,70,0.3118279569892473,foldbench_monomer,8e0r_A,eval-val,468
short,R,2421,70,0.35714285714285715,foldbench_monomer,8e0r_A,eval-val,468
short,AUC,2421,70,0.8879139575864373,foldbench_monomer,8e0r_A,eval-val,468
medium,L,4743,103,0.15598290598290598,foldbench_monomer,8e0r_A,eval-val,468
medium,L/2,4743,103,0.24786324786324787,foldbench_monomer,8e0r_A,eval-val,468
medium,L/5,4743,103,0.41935483870967744,foldbench_monomer,8e0r_A,eval-val,468
medium,R,4743,103,0.3786407766990291,foldbench_monomer,8e0r_A,eval-val,468
medium,AUC,4743,103,0.8906155841981921,foldbench_monomer,8e0r_A,eval-val,468
long,L,77938,323,0.09615384615384616,foldbench_monomer,8e0r_A,eval-val,468
long,L/2,77938,323,0.1581196581196581,foldbench_monomer,8e0r_A,eval-val,468
long,L/5,77938,323,0.26881720430107525,foldbench_monomer,8e0r_A,eval-val,468
long,R,77938,323,0.13003095975232198,foldbench_monomer,8e0r_A,eval-val,468
long,AUC,77938,323,0.7897807089011433,foldbench_monomer,8e0r_A,eval-val,468
all,L,85078,404,0.6984126984126984,foldbench_monomer,8fib_A,eval-test,441
all,L/2,85078,404,0.9,foldbench_monomer,8fib_A,eval-test,441
all,L/5,85078,404,1.0,foldbench_monomer,8fib_A,eval-test,441
all,R,85078,404,0.7351485148514851,foldbench_monomer,8fib_A,eval-test,441
all,AUC,85078,404,0.996649891593548,foldbench_monomer,8fib_A,eval-test,441
short,L,2457,59,0.13151927437641722,foldbench_monomer,8fib_A,eval-test,441
short,L/2,2457,59,0.2545454545454545,foldbench_monomer,8fib_A,eval-test,441
short,L/5,2457,59,0.5909090909090909,foldbench_monomer,8fib_A,eval-test,441
short,R,2457,59,0.7966101694915254,foldbench_monomer,8fib_A,eval-test,441
