range,cut,n_candidate,n_true,value,dataset,stem,eval_set,L
all,L,246078,914,0.6246612466124661,foldbench_monomer,8dge_A,eval-val,738
all,L/2,246078,914,0.8157181571815718,foldbench_monomer,8dge_A,eval-val,738
all,L/5,246078,914,0.9931972789115646,foldbench_monomer,8dge_A,eval-val,738
all,R,246078,914,0.5667396061269147,foldbench_monomer,8dge_A,eval-val,738
all,AUC,246078,914,0.9918991884930186,foldbench_monomer,8dge_A,eval-val,738
short,L,4156,121,0.15311653116531165,foldbench_monomer,8dge_A,eval-val,738
short,L/2,4156,121,0.2764227642276423,foldbench_monomer,8dge_A,eval-val,738
short,L/5,4156,121,0.5102040816326531,foldbench_monomer,8dge_A,eval-val,738
short,R,4156,121,0.5454545454545454,foldbench_monomer,8dge_A,eval-val,738
short,AUC,4156,121,0.9606849160752507,foldbench_monomer,8dge_A,eval-val,738
medium,L,8202,147,0.1897018970189702,foldbench_monomer,8dge_A,eval-val,738
medium,L/2,8202,147,0.3116531165311653,foldbench_monomer,8dge_A,eval-val,738
medium,L/5,8202,147,0.5170068027210885,foldbench_monomer,8dge_A,eval-val,738
medium,R,8202,147,0.5170068027210885,foldbench_monomer,8dge_A,eval-val,738
medium,AUC,8202,147,0.9763800740656288,foldbench_monomer,8dge_A,eval-val,738
long,L,233720,646,0.5447154471544715,foldbench_monomer,8dge_A,eval-val,738
long,L/2,233720,646,0.7452574525745257,foldbench_monomer,8dge_A,eval-val,738
long,L/5,233720,646,0.9319727891156463,foldbench_monomer,8dge_A,eval-val,738
long,R,233720,646,0.5820433436532507,foldbench_monomer,8dge_A,eval-val,738
long,AUC,233720,646,0.9925998668329762,foldbench_monomer,8dge_A,eval-val,738
all,L,177906,711,0.7182410423452769,foldbench_monomer,8hvd_A,eval-test,614
all,L/2,177906,711,0.9218241042345277,foldbench_monomer,8hvd_A,eval-test,614
all,L/5,177906,711,0.9754098360655737,foldbench_monomer,8hvd_A,eval-test,614
all,R,177906,711,0.6638537271448663,foldbench_monomer,8hvd_A,eval-test,614
all,AUC,177906,711,0.9904768832988871,foldbench_monomer,8hvd_A,eval-test,614
short,L,3561,83,0.13355048859934854,foldbench_monomer,8hvd_A,eval-test,614
short,L/2,3561,83,0.26058631921824105,foldbench_monomer,8hvd_A,eval-test,614
short,L/5,3561,83,0.5,foldbench_monomer,8hvd_A,eval-test,614
short,R,3561,83,0.5903614457831325,foldbench_monomer,8hvd_A,eval-test,614
short,AUC,3561,83,0.9854264672260058,foldbench_monomer,8hvd_A,eval-test,614
medium,L,7014,115,0.18403908794788273,foldbench_monomer,8hvd_A,eval-test,614
medium,L/2,7014,115,0.3550488599348534,foldbench_monomer,8hvd_A,eval-test,614
medium,L/5,7014,115,0.680327868852459,foldbench_monomer,8hvd_A,eval-test,614
medium,R,7014,115,0.7043478260869566,foldbench_monomer,8hvd_A,eval-test,614
medium,AUC,7014,115,0.993230272818367,foldbench_monomer,8hvd_A,eval-test,614
long,L,167331,513,0.5879478827361564,foldbench_monomer,8hvd_A,eval-test,614
long,L/2,167331,513,0.8436482084690554,foldbench_monomer,8hvd_A,eval-test,614
long,L/5,167331,513,0.9754098360655737,foldbench_monomer,8hvd_A,eval-test,614
long,R,167331,513,0.6686159844054581,foldbench_monomer,8hvd_A,eval-test,614
long,AUC,167331,513,0.9887664982651894,foldbench_monomer,8hvd_A,eval-test,614
all,L,137054,653,0.8025830258302583,foldbench_monomer,8k2k_A,eval-test,542
all,L/2,137054,653,0.940959409594096,foldbench_monomer,8k2k_A,eval-test,542
all,L/5,137054,653,1.0,foldbench_monomer,8k2k_A,eval-test,542
all,R,137054,653,0.7473200612557427,foldbench_monomer,8k2k_A,eval-test,542
all,AUC,137054,653,0.9961853872151333,foldbench_monomer,8k2k_A,eval-test,542
short,L,3075,63,0.11623616236162361,foldbench_monomer,8k2k_A,eval-test,542
short,L/2,3075,63,0.22140221402214022,foldbench_monomer,8k2k_A,eval-test,542
short,L/5,3075,63,0.5,foldbench_monomer,8k2k_A,eval-test,542
short,R,3075,63,0.7142857142857143,foldbench_monomer,8k2k_A,eval-test,542
short,AUC,3075,63,0.9894654187482872,foldbench_monomer,8k2k_A,eval-test,542
medium,L,6042,84,0.14944649446494465,foldbench_monomer,8k2k_A,eval-test,542
medium,L/2,6042,84,0.28413284132841327,foldbench_monomer,8k2k_A,eval-test,542
medium,L/5,6042,84,0.6388888888888888,foldbench_monomer,8k2k_A,eval-test,542
medium,R,6042,84,0.75,foldbench_monomer,8k2k_A,eval-test,542
medium,AUC,6042,84,0.9803505490816669,foldbench_monomer,8k2k_A,eval-test,542
long,L,127937,506,0.7269372693726938,foldbench_monomer,8k2k_A,eval-test,542
long,L/2,127937,506,0.8966789667896679,foldbench_monomer,8k2k_A,eval-test,542
long,L/5,127937,506,0.9907407407407407,foldbench_monomer,8k2k_A,eval-test,542
long,R,127937,506,0.7490118577075099,foldbench_monomer,8k2k_A,eval-test,542
long,AUC,127937,506,0.9973784619331928,foldbench_monomer,8k2k_A,eval-test,542
all,L,127777,580,0.6712062256809338,foldbench_monomer,7x8l_A,eval-val,514
all,L/2,127777,580,0.8871595330739299,foldbench_monomer,7x8l_A,eval-val,514
all,L/5,127777,580,0.9607843137254902,foldbench_monomer,7x8l_A,eval-val,514
all,R,127777,580,0.6310344827586207,foldbench_monomer,7x8l_A,eval-val,514
all,AUC,127777,580,0.988248828249853,foldbench_monomer,7x8l_A,eval-val,514
short,L,2997,61,0.11284046692607004,foldbench_monomer,7x8l_A,eval-val,514
short,L/2,2997,61,0.2140077821011673,foldbench_monomer,7x8l_A,eval-val,514
short,L/5,2997,61,0.47058823529411764,foldbench_monomer,7x8l_A,eval-val,514
short,R,2997,61,0.6885245901639344,foldbench_monomer,7x8l_A,eval-val,514
short,AUC,2997,61,0.9722662706034751,foldbench_monomer,7x8l_A,eval-val,514
medium,L,5886,79,0.14007782101167315,foldbench_monomer,7x8l_A,eval-val,514
medium,L/2,5886,79,0.2607003891050584,foldbench_monomer,7x8l_A,eval-val,514
medium,L/5,5886,79,0.5588235294117647,foldbench_monomer,7x8l_A,eval-val,514
medium,R,5886,79,0.6455696202531646,foldbench_monomer,7x8l_A,eval-val,514
medium,AUC,5886,79,0.9742170623407367,foldbench_monomer,7x8l_A,eval-val,514
long,L,118894,440,0.5680933852140078,foldbench_monomer,7x8l_A,eval-val,514
long,L/2,118894,440,0.7937743190661478,foldbench_monomer,7x8l_A,eval-val,514
long,L/5,118894,440,0.9607843137254902,foldbench_monomer,7x8l_A,eval-val,514
long,R,118894,440,0.6181818181818182,foldbench_monomer,7x8l_A,eval-val,514
long,AUC,118894,440,0.9893709027056149,foldbench_monomer,7x8l_A,eval-val,514
all,L,110700,571,0.16359918200409,foldbench_monomer,8dmu_A,eval-val,489
all,L/2,110700,571,0.22950819672131148,foldbench_monomer,8dmu_A,eval-val,489
all,L/5,110700,571,0.41237113402061853,foldbench_monomer,8dmu_A,eval-val,489
all,R,110700,571,0.14886164623467601,foldbench_monomer,8dmu_A,eval-val,489
all,AUC,110700,571,0.8303119336614938,foldbench_monomer,8dmu_A,eval-val,489
short,L,2769,80,0.11451942740286299,foldbench_monomer,8dmu_A,eval-val,489
short,L/2,2769,80,0.15163934426229508,foldbench_monomer,8dmu_A,eval-val,489
short,L/5,2769,80,0.1958762886597938,foldbench_monomer,8dmu_A,eval-val,489
short,R,2769,80,0.2,foldbench_monomer,8dmu_A,eval-val,489
short,AUC,2769,80,0.8547275939010784,foldbench_monomer,8dmu_A,eval-val,489
medium,L,5430,73,0.07770961145194274,foldbench_monomer,8dmu_A,eval-val,489
medium,L/2,5430,73,0.0942622950819672,foldbench_monomer,8dmu_A,eval-val,489
medium,L/5,5430,73,0.15463917525773196,foldbench_monomer,8dmu_A,eval-val,489
medium,R,5430,73,0.1643835616438356,foldbench_monomer,8dmu_A,eval-val,489
medium,AUC,5430,73,0.8199794916905545,foldbench_monomer,8dmu_A,eval-val,489
