range,cut,n_candidate,n_true,value,dataset,stem,eval_set,L
all,L,205120,766,0.7145038167938931,foldbench_monomer,8pxu_A,eval-test,655
all,L/2,205120,766,0.908256880733945,foldbench_monomer,8pxu_A,eval-test,655
all,L/5,205120,766,0.9694656488549618,foldbench_monomer,8pxu_A,eval-test,655
all,R,205120,766,0.660574412532637,foldbench_monomer,8pxu_A,eval-test,655
all,AUC,205120,766,0.993868463957402,foldbench_monomer,8pxu_A,eval-test,655
short,L,3825,76,0.11450381679389313,foldbench_monomer,8pxu_A,eval-test,655
short,L/2,3825,76,0.20489296636085627,foldbench_monomer,8pxu_A,eval-test,655
short,L/5,3825,76,0.44274809160305345,foldbench_monomer,8pxu_A,eval-test,655
short,R,3825,76,0.631578947368421,foldbench_monomer,8pxu_A,eval-test,655
short,AUC,3825,76,0.9755548848113883,foldbench_monomer,8pxu_A,eval-test,655
medium,L,7542,86,0.12366412213740458,foldbench_monomer,8pxu_A,eval-test,655
medium,L/2,7542,86,0.2324159021406728,foldbench_monomer,8pxu_A,eval-test,655
medium,L/5,7542,86,0.4961832061068702,foldbench_monomer,8pxu_A,eval-test,655
medium,R,7542,86,0.5930232558139535,foldbench_monomer,8pxu_A,eval-test,655
medium,AUC,7542,86,0.9727408548757361,foldbench_monomer,8pxu_A,eval-test,655
long,L,193753,604,0.6458015267175573,foldbench_monomer,8pxu_A,eval-test,655
long,L/2,193753,604,0.8899082568807339,foldbench_monomer,8pxu_A,eval-test,655
long,L/5,193753,604,0.9618320610687023,foldbench_monomer,8pxu_A,eval-test,655
long,R,193753,604,0.6738410596026491,foldbench_monomer,8pxu_A,eval-test,655
long,AUC,193753,604,0.9953770634954677,foldbench_monomer,8pxu_A,eval-test,655
all,L,148800,649,0.773037542662116,foldbench_monomer,9etn_A,eval-test,586
all,L/2,148800,649,0.9249146757679181,foldbench_monomer,9etn_A,eval-test,586
all,L/5,148800,649,0.9914529914529915,foldbench_monomer,9etn_A,eval-test,586
all,R,148800,649,0.724191063174114,foldbench_monomer,9etn_A,eval-test,586
all,AUC,148800,649,0.9917933124471483,foldbench_monomer,9etn_A,eval-test,586
short,L,3210,119,0.2030716723549488,foldbench_monomer,9etn_A,eval-test,586
short,L/2,3210,119,0.39590443686006827,foldbench_monomer,9etn_A,eval-test,586
short,L/5,3210,119,0.8376068376068376,foldbench_monomer,9etn_A,eval-test,586
short,R,3210,119,0.8235294117647058,foldbench_monomer,9etn_A,eval-test,586
short,AUC,3210,119,0.9930647121352585,foldbench_monomer,9etn_A,eval-test,586
medium,L,6306,162,0.2713310580204778,foldbench_monomer,9etn_A,eval-test,586
medium,L/2,6306,162,0.5255972696245734,foldbench_monomer,9etn_A,eval-test,586
medium,L/5,6306,162,0.905982905982906,foldbench_monomer,9etn_A,eval-test,586
medium,R,6306,162,0.8148148148148148,foldbench_monomer,9etn_A,eval-test,586
medium,AUC,6306,162,0.9931218653549382,foldbench_monomer,9etn_A,eval-test,586
long,L,139284,368,0.4863481228668942,foldbench_monomer,9etn_A,eval-test,586
long,L/2,139284,368,0.7337883959044369,foldbench_monomer,9etn_A,eval-test,586
long,L/5,139284,368,0.905982905982906,foldbench_monomer,9etn_A,eval-test,586
long,R,139284,368,0.6603260869565217,foldbench_monomer,9etn_A,eval-test,586
long,AUC,139284,368,0.98796080005183,foldbench_monomer,9etn_A,eval-test,586
all,L,119331,601,0.5690298507462687,foldbench_monomer,8w6v_A,eval-test,536
all,L/2,119331,601,0.7873134328358209,foldbench_monomer,8w6v_A,eval-test,536
all,L/5,119331,601,0.9158878504672897,foldbench_monomer,8w6v_A,eval-test,536
all,R,119331,601,0.5357737104825291,foldbench_monomer,8w6v_A,eval-test,536
all,AUC,119331,601,0.9687437400788965,foldbench_monomer,8w6v_A,eval-test,536
short,L,2862,48,0.08955223880597014,foldbench_monomer,8w6v_A,eval-test,536
short,L/2,2862,48,0.17537313432835822,foldbench_monomer,8w6v_A,eval-test,536
short,L/5,2862,48,0.40186915887850466,foldbench_monomer,8w6v_A,eval-test,536
short,R,2862,48,0.7083333333333334,foldbench_monomer,8w6v_A,eval-test,536
short,AUC,2862,48,0.9921893508647239,foldbench_monomer,8w6v_A,eval-test,536
medium,L,5523,57,0.10074626865671642,foldbench_monomer,8w6v_A,eval-test,536
medium,L/2,5523,57,0.1865671641791045,foldbench_monomer,8w6v_A,eval-test,536
medium,L/5,5523,57,0.40186915887850466,foldbench_monomer,8w6v_A,eval-test,536
medium,R,5523,57,0.6491228070175439,foldbench_monomer,8w6v_A,eval-test,536
medium,AUC,5523,57,0.98308843825627,foldbench_monomer,8w6v_A,eval-test,536
long,L,110946,496,0.503731343283582,foldbench_monomer,8w6v_A,eval-test,536
long,L/2,110946,496,0.6865671641791045,foldbench_monomer,8w6v_A,eval-test,536
long,L/5,110946,496,0.8878504672897196,foldbench_monomer,8w6v_A,eval-test,536
long,R,110946,496,0.5120967741935484,foldbench_monomer,8w6v_A,eval-test,536
long,AUC,110946,496,0.9649644690343024,foldbench_monomer,8w6v_A,eval-test,536
all,L,124251,621,0.730844793713163,foldbench_monomer,8t27_A,eval-test,509
all,L/2,124251,621,0.9015748031496063,foldbench_monomer,8t27_A,eval-test,509
all,L/5,124251,621,1.0,foldbench_monomer,8t27_A,eval-test,509
