run,entry_id,L,n_gt,n_rollouts,mode,tensor_parallel,total_gen_tokens,gen_seconds,tokens_per_s,mean_gen_tokens,frac_finished,tpu_type,best_f1,best_f1_prec,best_f1_rec,best_recall,best_recall_prec,best_recall_f1,mean_prec,mean_rec,mean_f1,max_rec,max_f1,mean_long_rec
full,AF-A0A011PC04-F1,169,125,1000,resample,4,183961,93.294,1971.8,184.0,1.0,v5p-8,0.17204301075268819,0.26229508196721313,0.128,0.128,0.26229508196721313,0.17204301075268819,0.0587997248800156,0.028144000000000002,0.03738112976505732,0.128,0.17204301075268819,0.017229166666666663
full,AF-A0A015S045-F1,344,253,1000,resample,4,451743,99.392,4545.0,451.7,1.0,v5p-8,0.26566416040100255,0.363013698630137,0.20948616600790515,0.20948616600790515,0.363013698630137,0.26566416040100255,0.14016045542726646,0.082,0.10207039125955211,0.20948616600790515,0.26566416040100255,0.06559793814432989
full,AF-A0A023Y1W3-F1,141,109,1000,resample,4,266152,86.027,3093.8,266.2,1.0,v5p-8,0.4688995215311005,0.49,0.44954128440366975,0.44954128440366975,0.49,0.4688995215311005,0.19486558660163333,0.15944036697247707,0.1733955260359293,0.44954128440366975,0.4688995215311005,0.08808955223880596
full,AF-A0A060TBQ0-F1,249,138,1000,resample,4,254542,96.922,2626.3,254.5,1.0,v5p-8,0.27199999999999996,0.30357142857142855,0.2463768115942029,0.2463768115942029,0.30357142857142855,0.27199999999999996,0.10743586859567529,0.06396376811594204,0.0784774580883566,0.2463768115942029,0.27199999999999996,0.01718
full,AF-A0A066U3V4-F1,318,303,1000,resample,4,580372,115.884,5008.2,580.4,1.0,v5p-8,0.25461254612546125,0.28870292887029286,0.22772277227722773,0.22772277227722773,0.28870292887029286,0.25461254612546125,0.16636337462209924,0.1041881188118812,0.12720024832686422,0.22772277227722773,0.25461254612546125,0.10614070351758793
full,AF-A0A066YXC0-F1,102,40,1000,resample,4,147109,90.117,1632.4,147.1,1.0,v5p-8,0.6923076923076923,0.7105263157894737,0.675,0.725,0.6444444444444445,0.6823529411764706,0.36876759995369945,0.43575,0.3952620437308924,0.725,0.6923076923076923,0.36463636363636365
full,AF-A0A067PRJ7-F1,97,56,1000,resample,4,185215,91.974,2013.8,185.2,1.0,v5p-8,0.3448275862068965,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.3333333333333333,0.3448275862068965,0.09219510126109472,0.09725,0.09246311743740963,0.35714285714285715,0.3448275862068965,0.0670344827586207
full,AF-A0A068NSX3-F1,169,180,1000,resample,4,379135,101.206,3746.2,379.1,1.0,v5p-8,0.19795221843003413,0.25663716814159293,0.16111111111111112,0.16111111111111112,0.25663716814159293,0.19795221843003413,0.0676625542900414,0.04697777777777777,0.05497510624833113,0.16111111111111112,0.19795221843003413,0.02669172932330827
full,AF-A0A068NVR3-F1,251,236,1000,resample,4,441457,23.615,18694.0,441.5,1.0,v5p-8,0.0967741935483871,0.10606060606060606,0.08898305084745763,0.08898305084745763,0.10606060606060606,0.0967741935483871,0.053465588845961504,0.03267372881355932,0.040038500310104023,0.08898305084745763,0.0967741935483871,0.023823529411764705
full,AF-A0A077ZA81-F1,312,334,1000,resample,4,457978,23.907,19156.8,458.0,1.0,v5p-8,0.1306930693069307,0.19298245614035087,0.09880239520958084,0.10778443113772455,0.1506276150627615,0.1256544502617801,0.049288049475248084,0.022520958083832334,0.030606581168486822,0.10778443113772455,0.1306930693069307,0.01357676348547718
full,AF-A0A078B3L6-F1,399,418,1000,resample,4,572668,44.956,12738.3,572.7,1.0,v5p-8,0.12799999999999997,0.1932367149758454,0.09569377990430622,0.09569377990430622,0.1932367149758454,0.12799999999999997,0.08981748844666877,0.040377990430622006,0.055294998886358755,0.09569377990430622,0.12799999999999997,0.0153359375
full,AF-A0A081BMT7-F1,280,128,1000,resample,4,218524,14.185,15405.4,218.5,1.0,v5p-8,0.19469026548672563,0.22448979591836735,0.171875,0.171875,0.22448979591836735,0.19469026548672563,0.11340130900813265,0.06278125,0.07984524232227723,0.171875,0.19469026548672563,0.04598214285714285
full,AF-A0A086AGF5-F1,125,72,1000,resample,4,187768,17.647,10640.0,187.8,1.0,v5p-8,0.44776119402985076,0.4838709677419355,0.4166666666666667,0.4861111111111111,0.39325842696629215,0.43478260869565216,0.11882463326408524,0.10440277777777777,0.10943237326454917,0.4861111111111111,0.44776119402985076,0.1084423076923077
full,AF-A0A087K663-F1,129,120,1000,resample,4,253783,13.667,18568.6,253.8,1.0,v5p-8,0.2245989304812834,0.31343283582089554,0.175,0.19166666666666668,0.23711340206185566,0.21198156682027647,0.07924557310298243,0.05579166666666667,0.06466039729629938,0.19166666666666668,0.2245989304812834,0.04465714285714286
full,AF-A0A090J1P6-F1,102,26,1000,resample,4,108529,6.44,16852.4,108.5,1.0,v5p-8,0.2545454545454545,0.2413793103448276,0.2692307692307692,0.3076923076923077,0.12698412698412698,0.1797752808988764,0.024250151949235195,0.03246153846153846,0.026636936256096616,0.3076923076923077,0.2545454545454545,0.0175
full,AF-A0A090QN67-F1,278,186,1000,resample,4,433333,22.928,18900.0,433.3,1.0,v5p-8,0.50920245398773,0.5928571428571429,0.44623655913978494,0.44623655913978494,0.5928571428571429,0.50920245398773,0.3470440545056009,0.25837096774193546,0.2936954526349241,0.44623655913978494,0.50920245398773,0.24170400000000003
full,AF-A0A090VCC4-F1,146,104,1000,resample,4,282976,14.498,19518.8,283.0,1.0,v5p-8,0.3131313131313131,0.32978723404255317,0.2980769230769231,0.2980769230769231,0.32978723404255317,0.3131313131313131,0.1126222561169584,0.10091346153846155,0.1059731198233001,0.2980769230769231,0.3131313131313131,0.05622916666666666
full,AF-A0A093Z3Q7-F1,124,45,1000,resample,4,147733,16.37,9024.4,147.7,1.0,v5p-8,0.27848101265822783,0.3235294117647059,0.24444444444444444,0.35555555555555557,0.1797752808988764,0.2388059701492537,0.04822798577048974,0.04813333333333333,0.04580144525313991,0.35555555555555557,0.27848101265822783,0.014809523809523807
full,AF-A0A094Q6L8-F1,291,246,1000,resample,4,440308,29.465,14943.4,440.3,1.0,v5p-8,0.14395886889460155,0.1958041958041958,0.11382113821138211,0.12601626016260162,0.16145833333333334,0.1415525114155251,0.07043113856376522,0.04189024390243903,0.051916892876044514,0.12601626016260162,0.14395886889460155,0.03639428571428571
full,AF-A0A094WBF1-F1,153,104,1000,resample,4,233554,12.381,18864.3,233.6,1.0,v5p-8,0.18934911242603553,0.24615384615384617,0.15384615384615385,0.17307692307692307,0.2,0.18556701030927836,0.06836909537997957,0.050423076923076925,0.0571559080845495,0.17307692307692307,0.18934911242603553,0.0281219512195122
full,AF-A0A0A1Q1Z9-F1,146,65,1000,resample,4,180559,10.252,17612.8,180.6,1.0,v5p-8,0.2956521739130435,0.34,0.26153846153846155,0.3384615384615385,0.25,0.28758169934640526,0.11593212077598514,0.10149230769230769,0.10531255069667582,0.3384615384615385,0.2956521739130435,0.045926829268292696
full,AF-A0A0A6UVY2-F1,101,70,1000,resample,4,130615,7.573,17248.1,130.6,1.0,v5p-8,0.21621621621621623,0.2926829268292683,0.17142857142857143,0.21428571428571427,0.2,0.20689655172413796,0.07169353561913709,0.045,0.052740899333792696,0.21428571428571427,0.21621621621621623,0.026627450980392153
full,AF-A0A0A8KXJ8-F1,216,198,1000,resample,4,470065,24.408,19258.4,470.1,1.0,v5p-8,0.39572192513368987,0.42045454545454547,0.37373737373737376,0.37373737373737376,0.42045454545454547,0.39572192513368987,0.17238347746172092,0.13472727272727272,0.15031204083942554,0.37373737373737376,0.39572192513368987,0.12469078947368421
full,AF-A0A0B0IDR2-F1,87,81,1000,resample,4,193495,10.85,17833.8,193.5,1.0,v5p-8,0.3046357615894039,0.32857142857142857,0.2839506172839506,0.2839506172839506,0.32857142857142857,0.3046357615894039,0.16306703729986713,0.12260493827160493,0.13740831517243748,0.2839506172839506,0.3046357615894039,0.05803225806451612
full,AF-A0A0C1IMN7-F1,79,53,1000,resample,4,104323,6.762,15428.2,104.3,1.0,v5p-8,0.24742268041237112,0.2727272727272727,0.22641509433962265,0.2641509433962264,0.2028985507246377,0.22950819672131148,0.058418821085624024,0.03713207547169811,0.04358009244078506,0.2641509433962264,0.24742268041237112,0.023625
full,AF-A0A0C1Z5R4-F1,272,178,1000,resample,4,336952,18.413,18300.1,337.0,1.0,v5p-8,0.11940298507462686,0.12738853503184713,0.11235955056179775,0.11235955056179775,0.12738853503184713,0.11940298507462686,0.05623222450638246,0.034926966292134834,0.042670294975314584,0.11235955056179775,0.11940298507462686,0.01481060606060606
full,AF-A0A0C2RMB1-F1,87,59,1000,resample,4,179476,10.206,17584.8,179.5,1.0,v5p-8,0.543859649122807,0.5636363636363636,0.5254237288135594,0.5254237288135594,0.5636363636363636,0.543859649122807,0.14124554255546745,0.13754237288135593,0.13555379958777505,0.5254237288135594,0.543859649122807,0.056739130434782604
full,AF-A0A0C2RTK4-F1,132,106,1000,resample,4,269440,15.526,17353.9,269.4,1.0,v5p-8,0.45918367346938777,0.5,0.42452830188679247,0.42452830188679247,0.5,0.45918367346938777,0.1537290785022825,0.12353773584905661,0.1344226524828025,0.42452830188679247,0.45918367346938777,0.09272916666666667
full,AF-A0A0C3AC76-F1,165,98,1000,resample,4,312175,15.862,19680.2,312.2,1.0,v5p-8,0.2095238095238095,0.19642857142857142,0.22448979591836735,0.22448979591836735,0.19642857142857142,0.2095238095238095,0.06742902044179189,0.07044897959183673,0.06825383205002544,0.22448979591836735,0.2095238095238095,0.03830508474576271
full,AF-A0A0C3I9N6-F1,273,215,1000,resample,4,464365,25.093,18505.7,464.4,1.0,v5p-8,0.20051413881748073,0.22413793103448276,0.1813953488372093,0.1813953488372093,0.22413793103448276,0.20051413881748073,0.10106914909877286,0.07144186046511627,0.08272818034645751,0.1813953488372093,0.20051413881748073,0.03137
full,AF-A0A0D0K2C7-F1,126,49,1000,resample,4,143929,8.313,17314.5,143.9,1.0,v5p-8,0.4523809523809524,0.5428571428571428,0.3877551020408163,0.42857142857142855,0.3088235294117647,0.358974358974359,0.08518333160012206,0.08193877551020409,0.08138607789993028,0.42857142857142855,0.4523809523809524,0.05925
