entry_id,r,n_gen_tokens,finished,n_pred,all_npred,all_tp,all_prec,all_rec,all_f1,short_npred,short_tp,short_prec,short_rec,short_f1,med_npred,med_tp,med_prec,med_rec,med_f1,long_npred,long_tp,long_prec,long_rec,long_f1,n_sections,best_f1,last_f1,first_f1,frac_improving,mean_jaccard
cameo_hard__8j4i_A,0,475,True,158,158,0,0.0,0.0,0.0,25,0,0.0,0.0,0.0,43,0,0.0,0.0,0.0,90,0,0.0,0.0,0.0,1,0.0,0.0,0.0,nan,nan
cameo_hard__8j4i_A,1,535,True,178,178,3,0.016853932584269662,0.023622047244094488,0.019672131147540982,34,1,0.029411764705882353,0.125,0.047619047619047616,41,1,0.024390243902439025,0.03225806451612903,0.027777777777777776,103,1,0.009708737864077669,0.011363636363636364,0.010471204188481674,1,0.019672131147540982,0.019672131147540982,0.019672131147540982,nan,nan
cameo_hard__8j4i_A,2,520,True,173,173,9,0.05202312138728324,0.07086614173228346,0.06,21,1,0.047619047619047616,0.125,0.06896551724137931,31,2,0.06451612903225806,0.06451612903225806,0.06451612903225806,121,6,0.049586776859504134,0.06818181818181818,0.05741626794258373,1,0.06,0.06,0.06,nan,nan
cameo_hard__8j4i_A,3,517,True,172,172,3,0.01744186046511628,0.023622047244094488,0.02006688963210702,16,0,0.0,0.0,0.0,21,0,0.0,0.0,0.0,135,3,0.022222222222222223,0.03409090909090909,0.026905829596412554,1,0.02006688963210702,0.02006688963210702,0.02006688963210702,nan,nan
cameo_hard__8raj_A,0,34,True,11,11,9,0.8181818181818182,0.6923076923076923,0.7500000000000001,5,3,0.6,0.5,0.5454545454545454,5,5,1.0,1.0,1.0,1,1,1.0,0.5,0.6666666666666666,1,0.7500000000000001,0.7500000000000001,0.7500000000000001,nan,nan
cameo_hard__8raj_A,1,73,True,24,24,5,0.20833333333333334,0.38461538461538464,0.2702702702702703,9,3,0.3333333333333333,0.5,0.4,6,1,0.16666666666666666,0.2,0.1818181818181818,9,1,0.1111111111111111,0.5,0.1818181818181818,1,0.2702702702702703,0.2702702702702703,0.2702702702702703,nan,nan
cameo_hard__8raj_A,2,109,True,36,36,5,0.1388888888888889,0.38461538461538464,0.20408163265306123,13,3,0.23076923076923078,0.5,0.3157894736842105,10,2,0.2,0.4,0.26666666666666666,13,0,0.0,0.0,0.0,1,0.20408163265306123,0.20408163265306123,0.20408163265306123,nan,nan
cameo_hard__8raj_A,3,61,True,20,20,7,0.35,0.5384615384615384,0.4242424242424242,8,3,0.375,0.5,0.42857142857142855,6,2,0.3333333333333333,0.4,0.3636363636363636,6,2,0.3333333333333333,1.0,0.5,1,0.4242424242424242,0.4242424242424242,0.4242424242424242,nan,nan
cameo_hard__8s89_A,0,952,True,317,317,23,0.07255520504731862,0.06744868035190615,0.06990881458966566,26,4,0.15384615384615385,0.16666666666666666,0.16,46,14,0.30434782608695654,0.25,0.27450980392156865,245,5,0.02040816326530612,0.019157088122605363,0.01976284584980237,1,0.06990881458966566,0.06990881458966566,0.06990881458966566,nan,nan
cameo_hard__8s89_A,1,1030,True,341,341,30,0.08797653958944282,0.08797653958944282,0.08797653958944282,49,6,0.12244897959183673,0.25,0.1643835616438356,66,14,0.21212121212121213,0.25,0.22950819672131145,226,10,0.04424778761061947,0.038314176245210725,0.04106776180698151,1,0.08797653958944282,0.08797653958944282,0.08797653958944282,nan,nan
cameo_hard__8s89_A,2,658,True,219,219,23,0.1050228310502283,0.06744868035190615,0.08214285714285714,35,8,0.22857142857142856,0.3333333333333333,0.2711864406779661,49,6,0.12244897959183673,0.10714285714285714,0.11428571428571428,135,9,0.06666666666666667,0.034482758620689655,0.045454545454545456,1,0.08214285714285714,0.08214285714285714,0.08214285714285714,nan,nan
cameo_hard__8s89_A,3,853,True,283,283,23,0.0812720848056537,0.06744868035190615,0.07371794871794872,33,7,0.21212121212121213,0.2916666666666667,0.2456140350877193,45,8,0.17777777777777778,0.14285714285714285,0.15841584158415842,205,8,0.03902439024390244,0.03065134099616858,0.03433476394849785,1,0.07371794871794872,0.07371794871794872,0.07371794871794872,nan,nan
cameo_hard__8v4w_A,0,730,True,243,243,15,0.06172839506172839,0.06944444444444445,0.06535947712418301,39,4,0.10256410256410256,0.16,0.125,51,6,0.11764705882352941,0.13636363636363635,0.1263157894736842,153,5,0.032679738562091505,0.034013605442176874,0.03333333333333333,1,0.06535947712418301,0.06535947712418301,0.06535947712418301,nan,nan
cameo_hard__8v4w_A,1,673,True,224,224,20,0.08928571428571429,0.09259259259259259,0.09090909090909091,33,5,0.15151515151515152,0.2,0.17241379310344826,43,11,0.2558139534883721,0.25,0.25287356321839083,148,4,0.02702702702702703,0.027210884353741496,0.02711864406779661,1,0.09090909090909091,0.09090909090909091,0.09090909090909091,nan,nan
cameo_hard__8v4w_A,2,805,True,267,267,7,0.026217228464419477,0.032407407407407406,0.028985507246376812,35,3,0.08571428571428572,0.12,0.09999999999999999,59,1,0.01694915254237288,0.022727272727272728,0.019417475728155338,173,3,0.017341040462427744,0.02040816326530612,0.018749999999999996,1,0.028985507246376812,0.028985507246376812,0.028985507246376812,nan,nan
cameo_hard__8v4w_A,3,475,True,158,158,20,0.12658227848101267,0.09259259259259259,0.10695187165775401,30,5,0.16666666666666666,0.2,0.1818181818181818,36,9,0.25,0.20454545454545456,0.225,92,6,0.06521739130434782,0.04081632653061224,0.0502092050209205,1,0.10695187165775401,0.10695187165775401,0.10695187165775401,nan,nan
cameo_hard__8vej_B,0,640,True,211,211,14,0.06635071090047394,0.07954545454545454,0.0723514211886305,45,4,0.08888888888888889,0.21052631578947367,0.125,51,4,0.0784313725490196,0.12903225806451613,0.0975609756097561,115,6,0.05217391304347826,0.047619047619047616,0.04979253112033194,1,0.0723514211886305,0.0723514211886305,0.0723514211886305,nan,nan
cameo_hard__8vej_B,1,463,True,154,154,15,0.09740259740259741,0.08522727272727272,0.0909090909090909,26,6,0.23076923076923078,0.3157894736842105,0.26666666666666666,24,5,0.20833333333333334,0.16129032258064516,0.1818181818181818,104,4,0.038461538461538464,0.031746031746031744,0.034782608695652174,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,nan,nan
cameo_hard__8vej_B,2,511,True,170,170,20,0.11764705882352941,0.11363636363636363,0.11560693641618498,26,6,0.23076923076923078,0.3157894736842105,0.26666666666666666,34,5,0.14705882352941177,0.16129032258064516,0.15384615384615385,110,9,0.08181818181818182,0.07142857142857142,0.07627118644067796,1,0.11560693641618498,0.11560693641618498,0.11560693641618498,nan,nan
cameo_hard__8vej_B,3,721,True,240,240,24,0.1,0.13636363636363635,0.11538461538461538,29,6,0.20689655172413793,0.3157894736842105,0.25,43,7,0.16279069767441862,0.22580645161290322,0.1891891891891892,168,11,0.06547619047619048,0.0873015873015873,0.07482993197278912,1,0.11538461538461538,0.11538461538461538,0.11538461538461538,nan,nan
cameo_hard__8xtn_A,0,4,True,1,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,nan,nan
cameo_hard__8xtn_A,1,22,True,7,7,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,3,1,0.3333333333333333,0.5,0.4,4,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,nan,nan
cameo_hard__8xtn_A,2,16,True,5,5,0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,nan,nan
cameo_hard__8xtn_A,3,1,True,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,nan,nan
cameo_hard__8yoz_A,0,187,True,62,62,14,0.22580645161290322,0.23728813559322035,0.23140495867768596,13,6,0.46153846153846156,0.375,0.41379310344827586,25,4,0.16,0.15384615384615385,0.1568627450980392,24,4,0.16666666666666666,0.23529411764705882,0.19512195121951217,1,0.23140495867768596,0.23140495867768596,0.23140495867768596,nan,nan
cameo_hard__8yoz_A,1,79,True,26,26,6,0.23076923076923078,0.1016949152542373,0.14117647058823532,16,4,0.25,0.25,0.25,10,2,0.2,0.07692307692307693,0.1111111111111111,0,0,0.0,0.0,0.0,1,0.14117647058823532,0.14117647058823532,0.14117647058823532,nan,nan
cameo_hard__8yoz_A,2,175,True,58,58,9,0.15517241379310345,0.15254237288135594,0.15384615384615385,7,1,0.14285714285714285,0.0625,0.08695652173913043,14,2,0.14285714285714285,0.07692307692307693,0.1,37,6,0.16216216216216217,0.35294117647058826,0.22222222222222227,1,0.15384615384615385,0.15384615384615385,0.15384615384615385,nan,nan
cameo_hard__8yoz_A,3,106,True,35,35,26,0.7428571428571429,0.4406779661016949,0.5531914893617021,16,13,0.8125,0.8125,0.8125,15,12,0.8,0.46153846153846156,0.5853658536585367,4,1,0.25,0.058823529411764705,0.09523809523809523,1,0.5531914893617021,0.5531914893617021,0.5531914893617021,nan,nan
cameo_hard__9b7d_D,0,586,True,195,195,7,0.035897435897435895,0.04964539007092199,0.041666666666666664,35,3,0.08571428571428572,0.10344827586206896,0.09375,53,3,0.05660377358490566,0.07894736842105263,0.06593406593406592,107,1,0.009345794392523364,0.013513513513513514,0.011049723756906075,1,0.041666666666666664,0.041666666666666664,0.041666666666666664,nan,nan
cameo_hard__9b7d_D,1,616,True,205,205,9,0.04390243902439024,0.06382978723404255,0.05202312138728323,34,6,0.17647058823529413,0.20689655172413793,0.19047619047619047,30,0,0.0,0.0,0.0,141,3,0.02127659574468085,0.04054054054054054,0.027906976744186046,1,0.05202312138728323,0.05202312138728323,0.05202312138728323,nan,nan
cameo_hard__9b7d_D,2,709,True,236,236,15,0.0635593220338983,0.10638297872340426,0.07957559681697614,37,4,0.10810810810810811,0.13793103448275862,0.12121212121212122,63,9,0.14285714285714285,0.23684210526315788,0.1782178217821782,136,2,0.014705882352941176,0.02702702702702703,0.019047619047619046,1,0.07957559681697614,0.07957559681697614,0.07957559681697614,nan,nan
cameo_hard__9b7d_D,3,619,True,206,206,9,0.043689320388349516,0.06382978723404255,0.051873198847262256,24,3,0.125,0.10344827586206896,0.11320754716981132,54,3,0.05555555555555555,0.07894736842105263,0.06521739130434782,128,3,0.0234375,0.04054054054054054,0.029702970297029705,1,0.051873198847262256,0.051873198847262256,0.051873198847262256,nan,nan
cameo_hard__9de9_B,0,172,True,57,57,9,0.15789473684210525,0.14516129032258066,0.15126050420168066,10,3,0.3,0.42857142857142855,0.3529411764705882,20,4,0.2,0.5714285714285714,0.29629629629629634,27,2,0.07407407407407407,0.041666666666666664,0.05333333333333334,1,0.15126050420168066,0.15126050420168066,0.15126050420168066,nan,nan
cameo_hard__9de9_B,1,121,True,40,40,5,0.125,0.08064516129032258,0.09803921568627451,4,1,0.25,0.14285714285714285,0.18181818181818182,8,0,0.0,0.0,0.0,28,4,0.14285714285714285,0.08333333333333333,0.10526315789473685,1,0.09803921568627451,0.09803921568627451,0.09803921568627451,nan,nan
cameo_hard__9de9_B,2,139,True,46,46,0,0.0,0.0,0.0,8,0,0.0,0.0,0.0,17,0,0.0,0.0,0.0,21,0,0.0,0.0,0.0,1,0.0,0.0,0.0,nan,nan
cameo_hard__9de9_B,3,178,True,59,59,22,0.3728813559322034,0.3548387096774194,0.36363636363636365,11,4,0.36363636363636365,0.5714285714285714,0.4444444444444444,12,3,0.25,0.42857142857142855,0.3157894736842105,36,15,0.4166666666666667,0.3125,0.35714285714285715,1,0.36363636363636365,0.36363636363636365,0.36363636363636365,nan,nan
cameo_hard__9def_A,0,376,True,125,125,10,0.08,0.08695652173913043,0.08333333333333333,25,5,0.2,0.22727272727272727,0.21276595744680854,28,0,0.0,0.0,0.0,72,5,0.06944444444444445,0.06666666666666667,0.06802721088435373,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,nan,nan
