query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8cqq_A,0.526,0.280,0.412,400,272,1.813E-24,0.412,False,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8chy_A,0.526,0.280,0.412,400,272,1.813E-24,0.412,False,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8ckr_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8cmq_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__2fo7_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__2hyz_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8bu0_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8ch0_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8cig_A,0.532,0.268,0.787,400,136,7.848E-24,0.787,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__2wqh_A,0.539,0.255,0.981,400,104,1.888E-23,0.981,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__5hrz_A,0.604,0.215,0.705,400,122,6.076E-23,0.705,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__2avp_A,0.606,0.165,0.971,400,68,2.027E-16,0.971,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__4uos_A,0.331,0.463,0.931,400,188,3.243E-07,0.931,True,True
proteina-669bb5377f8ab99a0278,reference1::foldbench_all__8YE5_A,0.307,0.225,0.705,400,129,8.736E-05,0.705,True,True
proteina-669bb5377f8ab99a0278,reference1::foldbench_all__8YE5_B,0.307,0.225,0.705,400,129,8.736E-05,0.705,True,True
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__9fw5_A,0.360,0.310,0.624,400,197,2.851E-01,0.624,True,False
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__9lni_A,0.305,0.350,0.722,400,212,2.851E-01,0.722,True,False
proteina-669bb5377f8ab99a0278,reference0::denovo_pdb__8fjg_A,0.375,0.210,0.683,400,104,4.978E-01,0.683,True,False
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__8cqq_A,0.292,0.820,0.993,400,272,1.876E-13,0.993,False,True
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__8chy_A,0.292,0.820,0.993,400,272,1.876E-13,0.993,False,True
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__8ckr_A,0.322,0.387,0.971,400,136,5.680E-07,0.971,True,True
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__8cmq_A,0.322,0.387,0.971,400,136,5.680E-07,0.971,True,True
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__2fo7_A,0.322,0.387,0.971,400,136,5.680E-07,0.971,True,True
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__2hyz_A,0.322,0.387,0.971,400,136,5.680E-07,0.971,True,True
proteina-a6a6b0962f9f37bbd93d,reference0::denovo_pdb__8bu0_A,0.322,0.387,0.971,400,136,5.680E-07,0.971,True,True
