geometry,threshold,subset,stem,cluster
original,fine,all,proteina-1a173192e6bf801d73ab,proteina-1a173192e6bf801d73ab
original,fine,all,proteina-7a86544b34e780ea1437,proteina-7a86544b34e780ea1437
original,fine,all,proteina-2e9a6488fc825197600f,proteina-2e9a6488fc825197600f
original,fine,all,proteina-00901e3f8440b54804bb,proteina-00901e3f8440b54804bb
original,fine,all,proteina-c8d322085527f674d10f,proteina-1ee317acde7300d00d32
original,fine,all,proteina-a8730a6cd2126b148e6c,proteina-1ee317acde7300d00d32
original,fine,all,proteina-a690b3627e6e959ab672,proteina-1ee317acde7300d00d32
original,fine,all,proteina-eae88699099f0f7e8877,proteina-1ee317acde7300d00d32
original,fine,all,proteina-3286f6423fb33fdf5a95,proteina-1ee317acde7300d00d32
original,fine,all,proteina-5e7c4393ef291af10e42,proteina-1ee317acde7300d00d32
original,fine,all,proteina-74d2fa2704bfc3ac232e,proteina-1ee317acde7300d00d32
original,fine,all,proteina-294b402cae8c43c129ed,proteina-1ee317acde7300d00d32
original,fine,all,proteina-f0140288bdc6cd0d41a2,proteina-1ee317acde7300d00d32
original,fine,all,proteina-1ee317acde7300d00d32,proteina-1ee317acde7300d00d32
original,fine,all,proteina-a85ccb940486bf6c6d9b,proteina-1ee317acde7300d00d32
original,fine,all,proteina-7a286cdfa5a6c16544bb,proteina-7a286cdfa5a6c16544bb
original,fine,all,proteina-ee5e068cedbb092dda93,proteina-ee5e068cedbb092dda93
original,fine,all,proteina-84ede69b6870bf3d6a15,proteina-84ede69b6870bf3d6a15
original,fine,all,proteina-7c4326b76a0f1dcd4857,proteina-7c4326b76a0f1dcd4857
original,fine,all,proteina-e2d28ddddbee477acbda,proteina-8286078cad44fb9f04fd
original,fine,all,proteina-8286078cad44fb9f04fd,proteina-8286078cad44fb9f04fd
original,fine,all,proteina-ffa32d73cddc6e7509b3,proteina-ffa32d73cddc6e7509b3
original,fine,all,proteina-f474afc59ba2a17a183c,proteina-f474afc59ba2a17a183c
original,fine,all,proteina-15b8ec191263d968f55b,proteina-15b8ec191263d968f55b
original,fine,all,proteina-688ecd660f68fb0cfe10,proteina-688ecd660f68fb0cfe10
original,fine,all,proteina-0809086d07bd65259710,proteina-0809086d07bd65259710
original,fine,all,proteina-a81b6a1abf250c16dd6d,proteina-a81b6a1abf250c16dd6d
original,fine,all,proteina-3cdd761b8568e84b4c45,proteina-3cdd761b8568e84b4c45
original,fine,all,proteina-8f42a829b267e412dcca,proteina-8f42a829b267e412dcca
original,fine,all,proteina-aa1575719eb94422419a,proteina-aa1575719eb94422419a
original,fine,all,proteina-a5586e474d3ca7789e21,proteina-a5586e474d3ca7789e21
original,fine,all,proteina-238b8d4270af77b6809f,proteina-238b8d4270af77b6809f
original,fine,all,proteina-25eec4205501314310df,proteina-25eec4205501314310df
original,fine,all,proteina-96b139efa602866e8308,proteina-96b139efa602866e8308
original,fine,all,proteina-417e7b63ac59056a8e55,proteina-417e7b63ac59056a8e55
original,fine,all,proteina-ac7c2a38b4fe24bf3c2d,proteina-ac7c2a38b4fe24bf3c2d
original,fine,all,proteina-872955038ceae2cab27b,proteina-872955038ceae2cab27b
original,fine,all,proteina-83bd3d1f0c9bdf760768,proteina-83bd3d1f0c9bdf760768
original,fine,all,proteina-1c446aaa2ea711ff96d0,proteina-1c446aaa2ea711ff96d0
original,fine,all,proteina-5412c8116c713c31b1fa,proteina-5412c8116c713c31b1fa
original,fine,all,proteina-d59766ef4c782ea864bc,proteina-1404e6b8bda1ff7eaa68
original,fine,all,proteina-4874f8443ac293b8cf09,proteina-1404e6b8bda1ff7eaa68
original,fine,all,proteina-e25d1e60520b6127b632,proteina-1404e6b8bda1ff7eaa68
original,fine,all,proteina-bf9c11c7fcc5050977be,proteina-1404e6b8bda1ff7eaa68
original,fine,all,proteina-1404e6b8bda1ff7eaa68,proteina-1404e6b8bda1ff7eaa68
original,fine,all,proteina-8410e517faf79e65ca46,proteina-8410e517faf79e65ca46
