stem,source_prefix,scrmsd,plddt,quality_pass,ca_clashes,ca_chain_breaks,length,condition,model,original_fraction_alpha,original_fraction_beta,original_fraction_coil,refolded_fraction_alpha,refolded_fraction_beta,refolded_fraction_coil
proteina-efd56b451c6734f2cbe2,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.3161328188740897,87.53353357315063,True,0,0,60,3.x.x.x,short,0.0,0.18333333333333332,0.8166666666666667,0.0,0.15,0.85
proteina-68df0364efd8550a6d6f,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,2.967712442566232,80.6852400302887,False,0,0,60,3.x.x.x,short,0.31666666666666665,0.35,0.3333333333333333,0.3333333333333333,0.23333333333333334,0.43333333333333335
proteina-31411679c0f0bcaf9e03,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.0342212033722784,73.23040962219238,True,0,0,60,3.x.x.x,short,0.4666666666666667,0.18333333333333332,0.35,0.4666666666666667,0.08333333333333333,0.45
proteina-1091ab3e577ea1ceb439,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.579922551576926,91.81844592094421,True,0,0,60,3.x.x.x,short,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.48333333333333334,0.25,0.26666666666666666
proteina-aed534b8f45dfa7d0a3a,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.9930288824631561,87.73471713066101,True,0,0,60,3.x.x.x,short,0.4,0.2833333333333333,0.31666666666666665,0.4,0.26666666666666666,0.3333333333333333
proteina-89ac92520f226d791657,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.187727750546852,91.22897982597351,True,0,0,60,3.x.x.x,short,0.6333333333333333,0.1,0.26666666666666666,0.6333333333333333,0.1,0.26666666666666666
proteina-42e0c45219ec62d708e5,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.688124629772779,92.95474886894226,True,0,0,60,3.x.x.x,short,0.45,0.21666666666666667,0.3333333333333333,0.4666666666666667,0.2,0.3333333333333333
proteina-c8ff9a5eb1f7622643af,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.5895632874364338,88.2508933544159,True,0,0,60,3.x.x.x,short,0.45,0.3,0.25,0.45,0.26666666666666666,0.2833333333333333
proteina-79a1fe05ba9c855f9c8a,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.41889325504166036,91.15616083145142,True,0,0,60,3.x.x.x,short,0.35,0.23333333333333334,0.4166666666666667,0.35,0.2,0.45
proteina-0c9e7791313762a0ec5a,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.6547255444360884,88.37231397628784,True,0,0,60,3.x.x.x,short,0.5166666666666667,0.26666666666666666,0.21666666666666667,0.5,0.23333333333333334,0.26666666666666666
proteina-e65860ccbd1853292e5b,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,3.1005700463491297,88.34869861602783,False,0,0,60,3.x.x.x,short,0.3333333333333333,0.21666666666666667,0.45,0.3333333333333333,0.25,0.4166666666666667
proteina-30cbe0107d2eb4cb19f7,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.3547998858383048,91.39003157615662,True,0,0,60,3.x.x.x,short,0.36666666666666664,0.36666666666666664,0.26666666666666666,0.38333333333333336,0.31666666666666665,0.3
proteina-bded4e66ab4a23ea3fd0,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.6929896787117651,76.65693759918213,True,0,0,60,3.x.x.x,short,0.4,0.3,0.3,0.4,0.2833333333333333,0.31666666666666665
proteina-4693c4f7029ccbbb2a33,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.2787206427318993,89.97761011123657,True,0,0,60,3.x.x.x,short,0.0,0.0,1.0,0.0,0.06666666666666667,0.9333333333333333
proteina-5d0a4630c035b842d19d,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.0182770969872639,87.27690577507019,True,0,0,60,3.x.x.x,short,0.3333333333333333,0.45,0.21666666666666667,0.3333333333333333,0.4,0.26666666666666666
proteina-10693d47baceda8328ff,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,7.259372327554348,78.78993153572083,False,0,0,60,3.x.x.x,short,0.21666666666666667,0.25,0.5333333333333333,0.2,0.16666666666666666,0.6333333333333333
proteina-42361d9dfd5d856e661b,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.766629848221325,90.09926915168762,True,0,0,60,3.x.x.x,short,0.5166666666666667,0.35,0.13333333333333333,0.5166666666666667,0.23333333333333334,0.25
proteina-8ee53c69bea426f822e7,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.637351939821499,92.17026233673096,True,0,0,60,3.x.x.x,short,0.55,0.16666666666666666,0.2833333333333333,0.55,0.1,0.35
proteina-58d4a30264dd8a0a294f,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,3.693529049367602,88.95977735519409,False,0,0,60,3.x.x.x,short,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.5166666666666667,0.21666666666666667,0.26666666666666666
proteina-a09b6e52dfd6db427fac,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.5020591402318842,90.91058373451233,True,0,0,60,3.x.x.x,short,0.5,0.2833333333333333,0.21666666666666667,0.5,0.26666666666666666,0.23333333333333334
proteina-306303df1bc524e38b01,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,4.013814707113314,78.86047959327698,False,0,0,60,3.x.x.x,short,0.3,0.31666666666666665,0.38333333333333336,0.3,0.31666666666666665,0.38333333333333336
proteina-a260f273e112bbfeb9e7,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.955648379514168,83.54495167732239,True,0,0,60,3.x.x.x,short,0.4,0.3,0.3,0.4,0.23333333333333334,0.36666666666666664
proteina-50439050bbe43f659285,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.5688956978589222,93.69179010391235,True,0,0,60,3.x.x.x,short,0.4666666666666667,0.15,0.38333333333333336,0.4666666666666667,0.23333333333333334,0.3
proteina-34aa689d6aefc75f98d8,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.979178912999023,93.33464503288269,True,0,0,60,3.x.x.x,short,0.5,0.26666666666666666,0.23333333333333334,0.48333333333333334,0.26666666666666666,0.25
proteina-402c9ae63a3a8a6802e2,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.8495945148114583,83.5167407989502,True,0,0,60,3.x.x.x,short,0.3333333333333333,0.3,0.36666666666666664,0.35,0.25,0.4
proteina-7afe9e53456a61fa75eb,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.5454901950964443,89.97067213058472,True,0,0,60,3.x.x.x,short,0.43333333333333335,0.2833333333333333,0.2833333333333333,0.43333333333333335,0.31666666666666665,0.25
proteina-011a5ea09a27b7dd7720,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.7463442599558712,91.32042527198792,True,0,0,60,3.x.x.x,short,0.31666666666666665,0.21666666666666667,0.4666666666666667,0.31666666666666665,0.21666666666666667,0.4666666666666667
proteina-2a21efb31c705b1a2b62,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.5231488909962668,90.99168181419373,True,0,0,60,3.x.x.x,short,0.45,0.2,0.35,0.4666666666666667,0.25,0.2833333333333333
proteina-c32bee8c314b1154e5ce,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.8150729457455067,85.65007448196411,True,0,0,60,3.x.x.x,short,0.43333333333333335,0.3,0.26666666666666666,0.43333333333333335,0.3,0.26666666666666666
proteina-db6ea7aed2ffbb245da5,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.6078783728443042,90.40125608444214,True,0,0,60,3.x.x.x,short,0.4,0.3333333333333333,0.26666666666666666,0.4166666666666667,0.35,0.23333333333333334
proteina-883ae992f92f6d150ae4,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.0474677779229136,89.74334001541138,True,0,0,60,3.x.x.x,short,0.3,0.43333333333333335,0.26666666666666666,0.31666666666666665,0.4666666666666667,0.21666666666666667
proteina-0d41be658271f4f5e796,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.3798445657250045,83.27144980430603,True,0,0,60,3.x.x.x,short,0.38333333333333336,0.3,0.31666666666666665,0.38333333333333336,0.2833333333333333,0.3333333333333333
proteina-b63b19baa1ffa6a70b4b,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,1.0977866784214625,89.19429779052734,True,0,0,60,3.x.x.x,short,0.3,0.4166666666666667,0.2833333333333333,0.3,0.3333333333333333,0.36666666666666664
proteina-650dbb2a916bf23b2a88,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.5156134341377637,90.36206007003784,True,0,0,60,3.x.x.x,short,0.4166666666666667,0.31666666666666665,0.26666666666666666,0.4166666666666667,0.16666666666666666,0.4166666666666667
proteina-e4b709e5de485425a4c3,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.9595285923260328,82.63267874717712,True,0,0,60,3.x.x.x,short,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.23333333333333334,0.31666666666666665,0.45
proteina-7d37c5473c728136b600,s3://marin-us-east-02a/MarinFold/exp278-proteina/screen-short-v1/short-l60-3.x.x.x,0.61293588559606,91.14564657211304,True,0,0,60,3.x.x.x,short,0.36666666666666664,0.23333333333333334,0.4,0.4,0.25,0.35
