stem,length,previous_quality_pass,quality_pass,previous_chain_breaks,ca_chain_breaks,cis_proline_bonds,elapsed_cpu_seconds
proteina-52b79fae7e5dee91fe29,300,False,False,0,0,0,0.0059393339324742556
proteina-451db526f9e2d9cf99d8,300,False,False,0,0,0,0.005525295855477452
proteina-a05560fb4059d445f5d0,300,False,False,5,5,0,0.005427141906693578
proteina-1ffebfe2eb38e6f83d1b,300,False,False,1,1,0,0.005402466049417853
proteina-7c0c4553717635636c59,300,False,False,0,0,0,0.005386256147176027
proteina-42d080c4e4ba91fa26c1,300,True,True,0,0,0,0.005516779143363237
proteina-e99bb2a1e48a6ad562f4,300,False,False,0,0,0,0.005375806009396911
proteina-249eb95f29c51ec61404,300,False,False,0,0,0,0.005366347962990403
proteina-0e368d8f96110554dd92,300,False,False,2,1,1,0.005351930856704712
proteina-f26b3e1114b7440c6447,300,False,False,0,0,0,0.005317556904628873
proteina-1e23e7440f3a074ce51a,300,False,True,1,0,1,0.6580624938942492
proteina-af1fdb7363bc134ab37b,300,False,False,0,0,0,0.0068693680223077536
proteina-aea78266951fb0f87008,300,False,False,0,0,0,0.005725422175601125
proteina-00eeb72d301857153cdf,300,True,True,0,0,0,0.005709602031856775
proteina-0b0d402d7f3c5d3e35fd,300,True,True,0,0,0,0.005787639180198312
proteina-fc2e87d07b799800b9d2,300,True,True,0,0,0,0.005728418007493019
proteina-ad3cd38cae7650fa14e3,300,True,True,0,0,0,0.007722147973254323
proteina-8fe3e2eed4d6cd1ec653,300,True,True,0,0,0,0.007141900015994906
proteina-19bba8f9984cc67c4d3f,300,True,True,0,0,0,0.007069464074447751
proteina-b907875165c06613a4b5,300,True,True,0,0,0,0.0071835569106042385
proteina-26449f0a95887e6f5197,300,True,True,0,0,0,0.006312693003565073
proteina-efb83008e5337c641388,300,True,True,0,0,0,0.005706927040591836
proteina-a1f5d3be9eee87293bc6,300,False,False,1,0,1,0.005609664134681225
proteina-fe1c30c020eb244a26c0,300,True,True,0,0,0,0.005679055117070675
proteina-a821b8dec5fb6f2349d0,300,True,True,0,0,0,0.005705735180526972
proteina-585b935b7f6b97db5012,300,True,True,0,0,0,0.005648046964779496
proteina-5cb51a49213de65168ee,300,False,False,1,0,1,0.0055898071732372046
proteina-fbc50facd66db144b919,300,True,True,0,0,0,0.005735571030527353
proteina-8dbef7a57d70ad845ba0,300,False,False,0,0,0,0.0055331699550151825
proteina-257d11ea171bd574b558,300,True,True,0,0,0,0.005689864978194237
proteina-970312eb9f603cbf36be,300,True,True,0,0,0,0.00570371188223362
proteina-ecae840901c072d20617,300,True,True,0,0,0,0.005643737968057394
proteina-59aba40efeb802f9ac1b,300,False,True,1,0,1,0.299485633848235
proteina-5b0226791cc9470ff227,300,False,False,0,0,0,0.0062817661091685295
proteina-6248bc9cb1b9e9eb9c78,300,True,True,0,0,0,0.00577926286496222
proteina-681ccc774723a9228817,300,False,False,0,0,0,0.005571502028033137
proteina-b200a74a25ab32c31757,300,False,False,0,0,0,0.005668594967573881
proteina-76621942071111cd4934,300,True,True,0,0,0,0.005682049784809351
proteina-abd47de872dd9d80719a,300,False,False,0,0,0,0.005552727030590177
proteina-872821d5a50969835780,300,False,False,1,0,1,0.005626345984637737
proteina-5e15e9ca7a60cd12a8b4,300,False,True,1,0,1,0.4150603318121284
proteina-829dab43ae2bced79edd,300,True,True,0,0,0,0.00632103905081749
proteina-1b93e7a88997a83ee1e7,300,True,True,0,0,0,0.005786838009953499
proteina-2419069abb7d3cb4c370,300,False,False,0,0,0,0.005587342893704772
proteina-6eb6d985ac1101d7a999,300,True,True,0,0,0,0.005759416148066521
proteina-098f6173a2aec7c00422,300,True,True,0,0,0,0.005671750986948609
proteina-b143712a25e4182caf07,300,False,False,0,0,0,0.005765337031334639
proteina-d21f0addffce0601839f,300,True,True,0,0,0,0.005670537939295173
proteina-d59a6bc4c9fbaefd2ea5,300,False,False,0,0,0,0.007340170908719301
proteina-b65e3a787eac6f38b0a1,300,False,False,0,0,0,0.007020572200417519
proteina-aaf18abce866d4cb0e2a,300,True,True,0,0,0,0.007040990050882101
proteina-d574b23732a675478d14,300,False,False,0,0,0,0.006925443187355995
proteina-25422934cee7864f88f8,300,True,True,0,0,0,0.006006038980558515
proteina-515a23022f24a38e8e0f,300,True,True,0,0,0,0.0056895241141319275
proteina-23b9676d523afd20d1b2,300,True,True,0,0,0,0.00568928406573832
proteina-3e035282d87bc5f151f4,300,False,False,0,0,0,0.005589326145127416
proteina-09973193966d4c8cc41b,300,True,True,0,0,0,0.0056589581072330475
proteina-355343d17d4457473e22,300,False,False,0,0,0,0.0056178991217166185
proteina-9b8b8f143e1620188b5b,300,True,True,0,0,0,0.005558229051530361
proteina-ddbb6cbf4058f4bcba0d,300,True,True,0,0,0,0.0057391279842704535
proteina-e6287ffdd34838e14a6f,300,False,False,1,1,0,0.0055740270763635635
proteina-dd10579db93902996541,300,False,False,0,0,0,0.005600217031314969
proteina-36a79a74f81385c15577,300,False,False,0,0,0,0.005562666105106473
proteina-98ffe229fd2ffdb27bdf,300,False,False,1,0,1,0.00557987904176116
proteina-e6a73a3c9d66840ff173,300,True,True,0,0,0,0.007649781880900264
proteina-5377e3e306844240f2a1,300,False,False,1,1,0,0.007058372953906655
proteina-11dd74b6ca50ae142289,300,False,False,0,0,0,0.007015352137386799
proteina-0127783cde8f78c9ce9b,300,True,True,0,0,0,0.007096512941643596
proteina-bdf7d86cdd9140d2320e,300,True,True,0,0,0,0.006291043013334274
proteina-e413bc00f7d18eb9333a,300,True,True,0,0,0,0.005711096106097102
proteina-e025ee55fb9e0a0caf08,300,True,True,0,0,0,0.005690115038305521
proteina-f6973f0fc687896c6573,300,False,False,0,0,0,0.0055972610134631395
proteina-2fc529fa95cb60573edd,300,True,True,0,0,0,0.005714572034776211
proteina-caeddff7b99e95627bd5,300,True,True,0,0,0,0.005706926109269261
proteina-ab54f70c675bb823321e,300,False,False,0,0,0,0.005599366035312414
proteina-622f87fd3122bf88d633,300,True,True,0,0,0,0.005731994053348899
proteina-c8375ff17300318b4448,300,False,False,0,0,0,0.0055958181619644165
proteina-18132f57384f7264ea93,300,False,False,0,0,0,0.005589907988905907
proteina-29adbc9ab55b041034fd,300,True,True,0,0,0,0.005724760936573148
proteina-1eae1ee3e345a355c3e0,300,True,True,0,0,0,0.005709061166271567
proteina-db36c17b7b74be746f9f,300,False,False,0,0,0,0.007424589013680816
proteina-44d732f2b4810f61ea8c,300,True,True,0,0,0,0.0071057111490517855
proteina-abe6f8e1ec917317320f,300,True,True,0,0,0,0.007080774055793881
proteina-cec7caccffa3d6e9207e,300,False,False,1,0,1,0.006948848022148013
proteina-548aff4a3947e60ff8f8,300,False,False,1,1,0,0.006194321904331446
proteina-946bcf56ed7014fc08e0,300,False,False,0,0,0,0.005601058015599847
proteina-9f8e873f6f9c964de6e9,300,False,False,0,0,0,0.005570932058617473
proteina-4cf1c8a658c306a7bea1,300,False,False,0,0,0,0.005585088860243559
proteina-d74551b4fd2bb1c6d6a3,300,True,True,0,0,0,0.0056723919697105885
proteina-83b51260fd3ec7cb6e93,300,True,True,0,0,0,0.0056383791379630566
proteina-7db502739e7cd627175d,300,True,True,0,0,0,0.005654919194057584
proteina-14cabb52479aeeb1553b,300,True,True,0,0,0,0.005641675088554621
proteina-659289ad88f614caa03d,300,True,True,0,0,0,0.0057251411490142345
proteina-ea60d96e750ef5333e9b,300,False,True,1,0,1,0.2763340678066015
proteina-1ebbbfb6ba268bcf2e28,300,True,True,0,0,0,0.008780112955719233
proteina-623527dfc73fdea54b8f,300,False,True,1,0,1,0.2826018480118364
proteina-1fe3fe17e185a6d9a0f4,300,False,True,1,0,1,0.3646407260093838
proteina-5c455c67d59b03c5c2b1,300,False,False,1,1,0,0.006235017906874418
proteina-5c080973a684905326ba,300,True,True,0,0,0,0.005747313145548105
proteina-f27d7be803a570a0cf15,300,True,True,0,0,0,0.0057579530403018
proteina-f73ef8ed83833cb7994e,300,False,False,0,0,0,0.005612801061943173
proteina-a525107988f39ac5f3b2,300,False,True,1,0,1,0.347121296916157
proteina-4c9c59d21fec18b01ce1,300,False,True,1,0,1,0.3448012440931052
proteina-c501ded0a50b491c057d,300,False,False,0,0,0,0.005988044897094369
proteina-862da1988c174bf21de5,300,True,True,0,0,0,0.005720312939956784
proteina-37f1c491b48f89d430a6,300,False,False,0,0,0,0.0056098951026797295
proteina-397f362d1c07358934ef,300,False,False,0,0,0,0.005553698865696788
proteina-c600c2b9e49667351e6b,300,False,False,0,0,0,0.005584006896242499
proteina-6b58b0d771fce32e1863,300,True,True,0,0,0,0.005669437116011977
proteina-260a0da7fdebbe91100b,300,True,True,0,0,0,0.005712207872420549
proteina-8605be366d41a30cfae4,300,True,True,0,0,0,0.005615045083686709
proteina-c4241bb47b8667f3403c,300,True,True,0,0,0,0.005814189091324806
proteina-ad4d63e000ac395d2a2b,300,True,True,0,0,0,0.007706047967076302
proteina-10a1f77c5c35ccba7c05,300,True,True,0,0,0,0.005917140981182456
proteina-ba7927c6a61b908e1e66,300,False,False,0,0,0,0.005568938096985221
proteina-d128af9400b087294039,300,False,False,0,0,0,0.005584959173575044
proteina-6eb5744b6149541c3c24,300,True,True,0,0,0,0.005660359049215913
proteina-65193380317c0e59de00,300,True,True,0,0,0,0.0057290890254080296
proteina-2ffc344f134f7ccb1080,300,True,True,0,0,0,0.0056957469787448645
proteina-b16093dadff4830f95d7,300,True,True,0,0,0,0.005682610906660557
proteina-f75e7ba9111d1aad1702,300,True,True,0,0,0,0.005675207823514938
proteina-4f5f7fea8c2f56114de4,300,True,True,0,0,0,0.005676249973475933
proteina-69c363ea33e76dc850be,300,True,True,0,0,0,0.005672231083735824
proteina-84f1b39f303f6cfa55c8,300,True,True,0,0,0,0.005692851031199098
proteina-c95d5f1493145f94c64a,300,True,True,0,0,0,0.005694062914699316
proteina-3e294eebce2c9f5c803c,300,True,True,0,0,0,0.0056805170606821775
proteina-373f39ddc5bcc1ff32cd,300,True,True,0,0,0,0.005699082976207137
proteina-d2c7cb683754ff40e612,300,True,True,0,0,0,0.005691908998414874
proteina-b20556efaf8ea77163c6,300,True,True,0,0,0,0.007823026971891522
proteina-65283ed395ce3b265fac,300,True,True,0,0,0,0.007177344989031553
proteina-93bef47b66ebb54d51d4,300,True,True,0,0,0,0.007101493189111352
proteina-2d57b837e49533d757a8,300,True,True,0,0,0,0.007114618085324764
proteina-3289a4c23df626ea8297,300,True,True,0,0,0,0.006655496079474688
proteina-5203897d6d6f2fca33d6,300,True,True,0,0,0,0.005721655208617449
proteina-9b326f860b33eee9e0cb,300,True,True,0,0,0,0.0056968689896166325
proteina-c335d2cf29dd4306288c,300,True,True,0,0,0,0.00568764004856348
proteina-74eaf5b7c458b87eb951,300,True,True,0,0,0,0.0056849459651857615
proteina-a371af6fc777db77b54a,300,False,False,1,0,1,0.005631776060909033
proteina-caa83489ffd58b6adf1c,300,False,False,0,0,0,0.005598424002528191
proteina-41267f14c695ad755f01,300,True,True,0,0,0,0.005667842924594879
proteina-5beac6d56290fd6947ce,300,True,True,0,0,0,0.005660821218043566
proteina-24f2a0890fca35ea8ca2,300,True,True,0,0,0,0.005774213001132011
proteina-267cf6498a7c792e0457,300,False,False,1,0,1,0.005597472190856934
proteina-d7af83982fa1c67eeb15,300,True,True,0,0,0,0.005674727028235793
proteina-cfc4bf2fdf371c066964,300,False,True,1,0,1,0.3873098879121244
proteina-b59cda1c974b7c0d0833,300,True,True,0,0,0,0.006240057060495019
proteina-6d9c29b41d683cf8f977,300,True,True,0,0,0,0.005775306141003966
proteina-3c06eb28cedc35cc91d0,300,True,True,0,0,0,0.005705995950847864
proteina-07ddd926cd5da2dfa442,300,True,True,0,0,0,0.005712877959012985
proteina-fb874a8afd712f0c3567,300,True,True,0,0,0,0.0057249299716204405
proteina-1c9fa8b4faa332edafa6,300,True,True,0,0,0,0.0056909178383648396
proteina-a46e3a548aa9c5a112cc,300,False,False,0,0,0,0.005598734132945538
proteina-21904ec32530987d967c,300,False,False,0,0,0,0.005545323947444558
proteina-101d5821874fb1c472d2,300,False,False,0,0,0,0.005609283922240138
proteina-c7917b670838d1bac6fd,300,True,True,0,0,0,0.005733778001740575
proteina-d759eb6e9fac4b7bd4a7,300,False,True,1,0,1,0.34305316489189863
proteina-105d23f6fa99991bef8b,300,False,False,0,0,0,0.008773240027949214
proteina-e346e5a4427c9600f238,300,True,True,0,0,0,0.008588062832131982
proteina-014823502077c2722a16,300,True,True,0,0,0,0.008631063159555197
proteina-ed9d855f27d4a7cc5f6e,300,True,True,0,0,0,0.008562915958464146
proteina-e83b41420acd9f92607f,300,True,True,0,0,0,0.007692984072491527
proteina-48e5b136b2aefa368a21,300,True,True,0,0,0,0.007186923176050186
proteina-6f208859808e123d9d4c,300,True,True,0,0,0,0.007071407046169043
proteina-f61a0f23d64c491d090e,300,False,False,0,0,0,0.0069566210731863976
proteina-4d2afdfbc3cd069ac912,300,True,True,0,0,0,0.006581699009984732
proteina-b7039883e288a72be7ba,300,True,True,0,0,0,0.005638800095766783
proteina-9a956daa67a726546afd,300,False,False,0,0,0,0.005641202908009291
proteina-0cc2c0501776a11054e2,300,True,True,0,0,0,0.0056748969946056604
proteina-6773e232d4da89f1e96a,300,True,True,0,0,0,0.0057208240032196045
proteina-3e5a0836f1f74e70b773,300,True,True,0,0,0,0.005684504983946681
proteina-f5d66aef2cb3ac36b5d7,300,False,False,0,0,0,0.005600506905466318
proteina-c1bffaae92b3839dfc12,300,True,True,0,0,0,0.005690726917237043
proteina-0294ca9f9fcfc154b08f,300,False,False,1,0,1,0.0056238018441945314
proteina-332067c5e0879af51fb7,300,True,True,0,0,0,0.0057157729752361774
proteina-9ff0aefb696b6732940d,300,True,True,0,0,0,0.005707257892936468
proteina-195b4d4a3758fccb0ea7,300,False,False,0,0,0,0.005570822162553668
proteina-256e9212f5c13a03bdc2,300,True,True,0,0,0,0.00624230201356113
proteina-b7b91e2bfe55c95067f6,300,True,True,0,0,0,0.00671011907979846
proteina-565c60c864a8334f28dc,300,True,True,0,0,0,0.0075861618388444185
proteina-107d42e1e57f64d8a41d,300,True,True,0,0,0,0.007614085916429758
proteina-0fcbb2b8d8aca8aa5435,300,False,False,1,0,1,0.007391206920146942
proteina-aae9d20a9dc40f31d32e,300,True,True,0,0,0,0.007605208083987236
proteina-af81484fd60475c9929b,300,True,True,0,0,0,0.007569792913272977
proteina-7a44d0c147b97d533c96,300,False,False,0,0,0,0.007392599014565349
proteina-3e300a57f89ce527202b,300,True,True,0,0,0,0.007569812936708331
proteina-7aad6a92ad7b14cf097c,300,True,True,0,0,0,0.007574249990284443
proteina-88730a891cae69aa7949,300,False,False,0,0,0,0.007389142876490951
proteina-3135c93f8f3a6cabe6a9,300,True,True,0,0,0,0.006382324965670705
proteina-550789532c866f7e1e4e,300,False,False,0,0,0,0.005585327977314591
proteina-f47d3dd11b2ffc3e6d7c,300,True,True,0,0,0,0.005656363209709525
proteina-8a424d330e5195b2cddd,300,False,False,0,0,0,0.00557161308825016
proteina-e54f8623f080632f9d8e,300,True,True,0,0,0,0.005677881883457303
proteina-ee0e3368da5643e7511e,300,False,False,0,0,0,0.009030212182551622
proteina-a090ddd3e4cd8b68eaec,300,True,True,0,0,0,0.008585608098655939
proteina-8577dcf17b73f36a5620,300,False,False,0,0,0,0.008351268013939261
proteina-7fdb512679144b999898,300,False,False,0,0,0,0.00832866714335978
proteina-d2dee30eec5c3d101f86,300,True,True,0,0,0,0.008098484016954899
proteina-4ebd8ebaa626fc8bc4ce,300,True,True,0,0,0,0.0057104239240288734
proteina-8aca22eec6a9213089a0,300,True,True,0,0,0,0.0057039218954741955
proteina-84d20762e40977009f81,300,True,True,0,0,0,0.005673483945429325
proteina-87a50214f06f7d7f3b70,300,True,True,0,0,0,0.005684184143319726
proteina-0bea6a62f9c67605e60f,300,True,True,0,0,0,0.0056841750629246235
proteina-bb9f30fee1e1c3ff144b,300,True,True,0,0,0,0.005670699058100581
proteina-720af0d4fce7c2c7e824,300,True,True,0,0,0,0.005697809858247638
proteina-be713c6e00f15d685f0d,300,True,True,0,0,0,0.00573195400647819
proteina-b619cb0499748129636f,300,True,True,0,0,0,0.0057558591943234205
proteina-f652c4c2b9ae9b017101,300,True,True,0,0,0,0.005684884963557124
proteina-7044a84b874c05140bcf,300,False,False,1,1,0,0.005605908110737801
proteina-3ae8726c74fab3d86735,300,True,True,0,0,0,0.007757473969832063
proteina-c83936fe42b5d29fbead,300,True,True,0,0,0,0.007368673803284764
proteina-caebd7c5152070700417,300,True,True,0,0,0,0.006554045947268605
proteina-b0e37d34695fa396f94c,300,False,True,1,0,1,0.35717241605743766
proteina-19a43ed3e0f5bf8b9ef7,300,True,True,0,0,0,0.006503501208499074
proteina-3d8a723f60eea5aa0f5d,300,True,True,0,0,0,0.005833144066855311
proteina-32520c8a2de29ce69750,300,False,False,0,0,0,0.005642636911943555
proteina-3811d100bac86e8613ac,300,False,False,0,0,0,0.005580018041655421
