stem,length,condition,quality_pass,sequence_excluded,structure_excluded,fine_cluster,selected
proteina-52b79fae7e5dee91fe29,300,3.x.x.x,False,False,False,,False
proteina-451db526f9e2d9cf99d8,300,3.x.x.x,False,True,False,,False
proteina-a05560fb4059d445f5d0,300,3.x.x.x,False,True,False,,False
proteina-1ffebfe2eb38e6f83d1b,300,3.x.x.x,False,True,False,,False
proteina-7c0c4553717635636c59,300,3.x.x.x,False,True,False,,False
proteina-42d080c4e4ba91fa26c1,300,3.x.x.x,True,False,False,proteina-42d080c4e4ba91fa26c1,True
proteina-e99bb2a1e48a6ad562f4,300,3.x.x.x,False,True,False,,False
proteina-249eb95f29c51ec61404,300,3.x.x.x,False,True,False,,False
proteina-0e368d8f96110554dd92,300,3.x.x.x,False,True,False,,False
proteina-f26b3e1114b7440c6447,300,3.x.x.x,False,True,False,,False
proteina-1e23e7440f3a074ce51a,300,3.x.x.x,True,True,False,,False
proteina-af1fdb7363bc134ab37b,300,3.x.x.x,False,False,False,,False
proteina-aea78266951fb0f87008,300,3.x.x.x,False,False,False,,False
proteina-00eeb72d301857153cdf,300,3.x.x.x,True,False,False,proteina-00eeb72d301857153cdf,True
proteina-0b0d402d7f3c5d3e35fd,300,3.x.x.x,True,True,False,,False
proteina-fc2e87d07b799800b9d2,300,3.x.x.x,True,False,False,proteina-fc2e87d07b799800b9d2,True
proteina-ad3cd38cae7650fa14e3,300,unconditional,True,True,False,,False
proteina-8fe3e2eed4d6cd1ec653,300,unconditional,True,True,False,,False
proteina-19bba8f9984cc67c4d3f,300,unconditional,True,False,False,proteina-19bba8f9984cc67c4d3f,True
proteina-b907875165c06613a4b5,300,unconditional,True,True,False,,False
proteina-26449f0a95887e6f5197,300,unconditional,True,False,False,proteina-26449f0a95887e6f5197,True
proteina-efb83008e5337c641388,300,unconditional,True,True,False,,False
proteina-a1f5d3be9eee87293bc6,300,unconditional,False,False,False,,False
proteina-fe1c30c020eb244a26c0,300,unconditional,True,True,False,,False
proteina-a821b8dec5fb6f2349d0,300,unconditional,True,False,False,proteina-a821b8dec5fb6f2349d0,True
proteina-585b935b7f6b97db5012,300,unconditional,True,False,False,proteina-1ebbbfb6ba268bcf2e28,True
proteina-5cb51a49213de65168ee,300,unconditional,False,True,False,,False
proteina-fbc50facd66db144b919,300,unconditional,True,False,False,proteina-fbc50facd66db144b919,True
proteina-8dbef7a57d70ad845ba0,300,unconditional,False,True,False,,False
proteina-257d11ea171bd574b558,300,unconditional,True,True,False,,False
proteina-970312eb9f603cbf36be,300,unconditional,True,True,False,,False
proteina-ecae840901c072d20617,300,unconditional,True,False,False,proteina-7cbbe861dc47194a54e2,True
proteina-59aba40efeb802f9ac1b,300,2.x.x.x,True,True,False,,False
proteina-5b0226791cc9470ff227,300,2.x.x.x,False,False,False,,False
proteina-6248bc9cb1b9e9eb9c78,300,2.x.x.x,True,False,False,proteina-1ebbbfb6ba268bcf2e28,True
proteina-681ccc774723a9228817,300,2.x.x.x,False,True,False,,False
proteina-b200a74a25ab32c31757,300,2.x.x.x,False,True,False,,False
proteina-76621942071111cd4934,300,2.x.x.x,True,False,False,proteina-76621942071111cd4934,True
proteina-abd47de872dd9d80719a,300,2.x.x.x,False,False,False,,False
proteina-872821d5a50969835780,300,2.x.x.x,False,False,False,,False
proteina-5e15e9ca7a60cd12a8b4,300,2.x.x.x,True,True,True,,False
proteina-829dab43ae2bced79edd,300,2.x.x.x,True,True,False,,False
proteina-1b93e7a88997a83ee1e7,300,2.x.x.x,True,True,False,,False
proteina-2419069abb7d3cb4c370,300,2.x.x.x,False,True,False,,False
proteina-6eb6d985ac1101d7a999,300,2.x.x.x,True,True,False,,False
proteina-098f6173a2aec7c00422,300,2.x.x.x,True,True,False,,False
proteina-b143712a25e4182caf07,300,2.x.x.x,False,True,False,,False
proteina-d21f0addffce0601839f,300,2.x.x.x,True,True,False,,False
proteina-d59a6bc4c9fbaefd2ea5,300,2.x.x.x,False,False,False,,False
proteina-b65e3a787eac6f38b0a1,300,2.x.x.x,False,True,True,,False
proteina-aaf18abce866d4cb0e2a,300,2.x.x.x,True,False,False,proteina-aaf18abce866d4cb0e2a,True
proteina-d574b23732a675478d14,300,2.x.x.x,False,False,False,,False
proteina-25422934cee7864f88f8,300,2.x.x.x,True,False,False,proteina-25422934cee7864f88f8,True
proteina-515a23022f24a38e8e0f,300,2.x.x.x,True,False,False,proteina-515a23022f24a38e8e0f,True
proteina-23b9676d523afd20d1b2,300,2.x.x.x,True,False,False,proteina-23b9676d523afd20d1b2,True
proteina-3e035282d87bc5f151f4,300,2.x.x.x,False,False,False,,False
proteina-09973193966d4c8cc41b,300,2.x.x.x,True,True,False,,False
proteina-355343d17d4457473e22,300,2.x.x.x,False,True,False,,False
proteina-9b8b8f143e1620188b5b,300,2.x.x.x,True,False,False,proteina-1ebbbfb6ba268bcf2e28,True
proteina-ddbb6cbf4058f4bcba0d,300,2.x.x.x,True,False,False,proteina-ddbb6cbf4058f4bcba0d,True
proteina-e6287ffdd34838e14a6f,300,2.x.x.x,False,False,False,,False
proteina-dd10579db93902996541,300,2.x.x.x,False,False,False,,False
proteina-36a79a74f81385c15577,300,2.x.x.x,False,False,False,,False
proteina-98ffe229fd2ffdb27bdf,300,2.x.x.x,False,False,False,,False
proteina-e6a73a3c9d66840ff173,300,3.x.x.x,True,False,False,proteina-e6a73a3c9d66840ff173,True
proteina-5377e3e306844240f2a1,300,3.x.x.x,False,False,False,,False
proteina-11dd74b6ca50ae142289,300,3.x.x.x,False,True,False,,False
proteina-0127783cde8f78c9ce9b,300,3.x.x.x,True,True,False,,False
proteina-bdf7d86cdd9140d2320e,300,3.x.x.x,True,False,False,proteina-bdf7d86cdd9140d2320e,True
proteina-e413bc00f7d18eb9333a,300,3.x.x.x,True,True,False,,False
proteina-e025ee55fb9e0a0caf08,300,3.x.x.x,True,True,False,,False
proteina-f6973f0fc687896c6573,300,3.x.x.x,False,False,False,,False
proteina-2fc529fa95cb60573edd,300,3.x.x.x,True,True,False,,False
proteina-caeddff7b99e95627bd5,300,3.x.x.x,True,False,False,proteina-caeddff7b99e95627bd5,True
proteina-ab54f70c675bb823321e,300,3.x.x.x,False,True,False,,False
proteina-622f87fd3122bf88d633,300,3.x.x.x,True,False,False,proteina-622f87fd3122bf88d633,True
proteina-c8375ff17300318b4448,300,3.x.x.x,False,True,False,,False
proteina-18132f57384f7264ea93,300,3.x.x.x,False,False,False,,False
proteina-29adbc9ab55b041034fd,300,3.x.x.x,True,True,False,,False
proteina-1eae1ee3e345a355c3e0,300,3.x.x.x,True,True,False,,False
proteina-db36c17b7b74be746f9f,300,2.x.x.x,False,True,False,,False
proteina-44d732f2b4810f61ea8c,300,2.x.x.x,True,False,False,proteina-1ebbbfb6ba268bcf2e28,True
proteina-abe6f8e1ec917317320f,300,2.x.x.x,True,True,True,,False
proteina-cec7caccffa3d6e9207e,300,2.x.x.x,False,True,False,,False
proteina-548aff4a3947e60ff8f8,300,2.x.x.x,False,False,False,,False
proteina-946bcf56ed7014fc08e0,300,2.x.x.x,False,False,False,,False
