query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-1c9fa8b4faa332edafa6,reference0::denovo_pdb__9dd2_A,0.324,0.590,0.667,300,258,4.003E-04,0.667,True,True
proteina-1c9fa8b4faa332edafa6,reference0::denovo_pdb__9dcx_A,0.333,0.617,0.700,300,257,1.237E-03,0.7,True,False
proteina-1c9fa8b4faa332edafa6,reference0::denovo_pdb__5cwg_A,0.312,0.423,0.641,300,195,2.594E-01,0.641,True,False
proteina-7a44d0c147b97d533c96,reference0::denovo_pdb__8g9j_A,0.357,0.697,0.910,300,201,3.018E-04,0.91,True,True
proteina-f32e7c7a96522f5013e8,reference0::denovo_pdb__9lni_A,0.316,0.530,0.797,300,212,3.146E-05,0.797,True,True
proteina-257d11ea171bd574b558,reference1::foldbench_all__9F2C_A,0.326,0.173,0.847,300,59,2.678E+03,0.847,True,False
proteina-257d11ea171bd574b558,reference1::foldbench_all__9F2C_B,0.326,0.173,0.847,300,59,2.678E+03,0.847,True,False
proteina-8ac2d7584b185c5593da,reference0::denovo_pdb__9xzo_A,0.353,0.210,0.508,300,120,1.236E+02,0.508,True,False
proteina-5e15e9ca7a60cd12a8b4,reference0::denovo_pdb__7bid_A,0.384,0.987,0.955,300,286,2.231E-53,0.955,True,True
proteina-5e15e9ca7a60cd12a8b4,reference0::denovo_pdb__6y7p_A,0.281,0.970,0.799,300,319,2.292E-25,0.97,False,True
proteina-5e15e9ca7a60cd12a8b4,reference0::denovo_pdb__6g6m_A,0.281,0.970,0.797,300,320,2.292E-25,0.97,False,True
proteina-5e15e9ca7a60cd12a8b4,reference0::denovo_pdb__6g6p_A,0.255,0.957,0.789,300,318,4.983E-17,0.957,False,True
proteina-5e15e9ca7a60cd12a8b4,reference1::foldbench_all__8H0N_A,0.270,0.670,0.548,300,367,1.048E-06,0.67,False,True
proteina-5e15e9ca7a60cd12a8b4,reference1::foldbench_all__7XFR_A,0.231,0.923,0.947,300,321,7.636E-06,0.923,False,True
proteina-6773e232d4da89f1e96a,reference0::denovo_pdb__4nez_A,0.316,0.310,0.625,300,160,4.035E+01,0.625,True,False
proteina-2419069abb7d3cb4c370,reference0::denovo_pdb__8d03_A,0.379,0.183,0.723,300,65,1.850E+00,0.723,True,False
proteina-098f6173a2aec7c00422,reference0::cameo_hard__9k3e_C,0.300,0.223,0.534,300,116,8.756E+02,0.534,True,False
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5le9_A,0.418,0.907,0.940,300,315,3.264E-51,0.907,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5lea_A,0.406,0.907,0.946,300,316,6.487E-49,0.907,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5le4_A,0.411,0.907,0.952,300,313,2.861E-45,0.907,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__7qnl_AAA,0.438,0.783,0.887,300,240,5.825E-41,0.887,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__2qyj_A,0.525,0.463,0.812,300,154,1.855E-33,0.812,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__1mj0_A,0.514,0.473,0.795,300,156,3.998E-32,0.795,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__6fpb_A,0.493,0.540,0.887,300,160,5.433E-32,0.887,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__4j8y_A,0.507,0.473,0.790,300,157,2.516E-31,0.79,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5op3_A,0.503,0.463,0.796,300,157,4.643E-31,0.796,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5oos_A,0.503,0.463,0.776,300,161,3.957E-30,0.776,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5oou_A,0.496,0.463,0.758,300,165,1.825E-29,0.758,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__4dui_A,0.492,0.473,0.752,300,165,2.847E-28,0.752,True,True
proteina-b59cda1c974b7c0d0833,reference1::foldbench_all__8P9C_C,0.485,0.473,0.780,300,159,7.106E-28,0.78,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__8qzn_A,0.397,0.687,0.555,300,346,8.117E-27,0.687,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__6sa6_A,0.412,0.630,0.425,300,395,3.710E-26,0.63,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__5lw2_A,0.467,0.463,0.806,300,155,2.292E-25,0.806,True,True
proteina-b59cda1c974b7c0d0833,reference1::foldbench_all__8IPP_B,0.495,0.390,0.779,300,136,7.972E-22,0.779,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__2xen_A,0.462,0.267,0.780,300,91,2.571E-12,0.78,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__2zgg_A,0.475,0.267,0.807,300,88,4.595E-12,0.807,True,True
proteina-b59cda1c974b7c0d0833,reference0::denovo_pdb__2zgd_A,0.462,0.267,0.732,300,97,3.487E-11,0.732,True,True
proteina-b59cda1c974b7c0d0833,reference1::foldbench_all__9CYS_A,0.304,0.597,0.739,300,230,2.626E-10,0.739,True,True
proteina-b59cda1c974b7c0d0833,reference1::foldbench_all__8UPB_A,0.361,0.120,0.500,300,64,7.515E+00,0.5,True,False
proteina-af81484fd60475c9929b,reference0::denovo_pdb__8g9j_A,0.370,0.480,0.721,300,201,5.751E-06,0.721,True,True
proteina-af81484fd60475c9929b,reference1::foldbench_all__8GJG_A,0.326,0.270,0.575,300,174,6.367E-02,0.575,True,False
proteina-af81484fd60475c9929b,reference0::denovo_pdb__4pjr_A,0.318,0.503,0.674,300,175,4.549E-01,0.674,True,False
proteina-af81484fd60475c9929b,reference0::denovo_pdb__8kc1_A,0.340,0.100,0.530,300,83,9.344E+01,0.53,True,False
proteina-af81484fd60475c9929b,reference1::foldbench_all__8KC1_A,0.340,0.100,0.506,300,87,9.344E+01,0.506,True,False
