pair_id,mode,rollout,rank
2frha_1fzpd,b16_e0p2_d20_w10,6,1
2frha_1fzpd,b16_e0p2_d20_w10,85,2
2frha_1fzpd,b16_e0p2_d20_w10,67,3
2frha_1fzpd,b16_e0p2_d20_w10,69,4
2frha_1fzpd,b16_e0p2_d20_w10,57,5
2frha_1fzpd,b16_e0p2_d20_w10,46,6
2frha_1fzpd,b16_e0p2_d20_w10,78,7
2frha_1fzpd,b16_e0p2_d20_w10,74,8
2frha_1fzpd,b16_e0p2_d20_w10,75,9
2frha_1fzpd,b16_e0p2_d20_w10,0,10
2frha_1fzpd,b16_e0p2_d20_w10,59,11
2frha_1fzpd,b16_e0p2_d20_w10,47,12
2frha_1fzpd,b16_e0p2_d20_w10,62,13
2frha_1fzpd,b16_e0p2_d20_w10,72,14
2frha_1fzpd,b16_e0p2_d20_w10,93,15
2frha_1fzpd,b16_e0p2_d20_w10,5,16
2hdma_2n54b,b16_e0p2_d20_w10,9,1
2hdma_2n54b,b16_e0p2_d20_w10,36,2
2hdma_2n54b,b16_e0p2_d20_w10,65,3
2hdma_2n54b,b16_e0p2_d20_w10,27,4
2hdma_2n54b,b16_e0p2_d20_w10,8,5
2hdma_2n54b,b16_e0p2_d20_w10,33,6
2hdma_2n54b,b16_e0p2_d20_w10,97,7
2hdma_2n54b,b16_e0p2_d20_w10,54,8
2hdma_2n54b,b16_e0p2_d20_w10,40,9
2hdma_2n54b,b16_e0p2_d20_w10,30,10
2hdma_2n54b,b16_e0p2_d20_w10,57,11
2hdma_2n54b,b16_e0p2_d20_w10,52,12
2hdma_2n54b,b16_e0p2_d20_w10,89,13
2hdma_2n54b,b16_e0p2_d20_w10,80,14
2hdma_2n54b,b16_e0p2_d20_w10,91,15
2hdma_2n54b,b16_e0p2_d20_w10,56,16
3hdea_3hdfa,b16_e0p2_d20_w10,36,1
3hdea_3hdfa,b16_e0p2_d20_w10,68,2
3hdea_3hdfa,b16_e0p2_d20_w10,24,3
3hdea_3hdfa,b16_e0p2_d20_w10,78,4
3hdea_3hdfa,b16_e0p2_d20_w10,93,5
3hdea_3hdfa,b16_e0p2_d20_w10,95,6
3hdea_3hdfa,b16_e0p2_d20_w10,94,7
3hdea_3hdfa,b16_e0p2_d20_w10,27,8
3hdea_3hdfa,b16_e0p2_d20_w10,59,9
3hdea_3hdfa,b16_e0p2_d20_w10,57,10
3hdea_3hdfa,b16_e0p2_d20_w10,69,11
3hdea_3hdfa,b16_e0p2_d20_w10,91,12
3hdea_3hdfa,b16_e0p2_d20_w10,33,13
3hdea_3hdfa,b16_e0p2_d20_w10,92,14
3hdea_3hdfa,b16_e0p2_d20_w10,86,15
3hdea_3hdfa,b16_e0p2_d20_w10,38,16
3jv6a_1zk9a,b16_e0p2_d20_w10,10,1
3jv6a_1zk9a,b16_e0p2_d20_w10,40,2
3jv6a_1zk9a,b16_e0p2_d20_w10,7,3
3jv6a_1zk9a,b16_e0p2_d20_w10,17,4
3jv6a_1zk9a,b16_e0p2_d20_w10,85,5
3jv6a_1zk9a,b16_e0p2_d20_w10,79,6
3jv6a_1zk9a,b16_e0p2_d20_w10,76,7
3jv6a_1zk9a,b16_e0p2_d20_w10,61,8
3jv6a_1zk9a,b16_e0p2_d20_w10,15,9
3jv6a_1zk9a,b16_e0p2_d20_w10,60,10
3jv6a_1zk9a,b16_e0p2_d20_w10,52,11
3jv6a_1zk9a,b16_e0p2_d20_w10,35,12
3jv6a_1zk9a,b16_e0p2_d20_w10,36,13
3jv6a_1zk9a,b16_e0p2_d20_w10,70,14
3jv6a_1zk9a,b16_e0p2_d20_w10,1,15
3jv6a_1zk9a,b16_e0p2_d20_w10,54,16
3t5oa_4a5wb,b16_e0p2_d20_w10,48,1
3t5oa_4a5wb,b16_e0p2_d20_w10,62,2
3t5oa_4a5wb,b16_e0p2_d20_w10,98,3
3t5oa_4a5wb,b16_e0p2_d20_w10,41,4
3t5oa_4a5wb,b16_e0p2_d20_w10,20,5
3t5oa_4a5wb,b16_e0p2_d20_w10,21,6
3t5oa_4a5wb,b16_e0p2_d20_w10,58,7
3t5oa_4a5wb,b16_e0p2_d20_w10,28,8
3t5oa_4a5wb,b16_e0p2_d20_w10,34,9
3t5oa_4a5wb,b16_e0p2_d20_w10,54,10
3t5oa_4a5wb,b16_e0p2_d20_w10,38,11
3t5oa_4a5wb,b16_e0p2_d20_w10,74,12
3t5oa_4a5wb,b16_e0p2_d20_w10,82,13
3t5oa_4a5wb,b16_e0p2_d20_w10,78,14
3t5oa_4a5wb,b16_e0p2_d20_w10,71,15
3t5oa_4a5wb,b16_e0p2_d20_w10,53,16
4gqcc_4gqcb,b16_e0p2_d20_w10,19,1
