pair_id,mode,rollout,rank
2frha_1fzpd,b16_e0p05_d20_w10,88,1
2frha_1fzpd,b16_e0p05_d20_w10,70,2
2frha_1fzpd,b16_e0p05_d20_w10,23,3
2frha_1fzpd,b16_e0p05_d20_w10,14,4
2frha_1fzpd,b16_e0p05_d20_w10,80,5
2frha_1fzpd,b16_e0p05_d20_w10,41,6
2frha_1fzpd,b16_e0p05_d20_w10,44,7
2frha_1fzpd,b16_e0p05_d20_w10,61,8
2frha_1fzpd,b16_e0p05_d20_w10,60,9
2frha_1fzpd,b16_e0p05_d20_w10,8,10
2frha_1fzpd,b16_e0p05_d20_w10,99,11
2frha_1fzpd,b16_e0p05_d20_w10,90,12
2frha_1fzpd,b16_e0p05_d20_w10,89,13
2frha_1fzpd,b16_e0p05_d20_w10,55,14
2frha_1fzpd,b16_e0p05_d20_w10,40,15
2frha_1fzpd,b16_e0p05_d20_w10,96,16
2hdma_2n54b,b16_e0p05_d20_w10,9,1
2hdma_2n54b,b16_e0p05_d20_w10,67,2
2hdma_2n54b,b16_e0p05_d20_w10,20,3
2hdma_2n54b,b16_e0p05_d20_w10,22,4
2hdma_2n54b,b16_e0p05_d20_w10,51,5
2hdma_2n54b,b16_e0p05_d20_w10,31,6
2hdma_2n54b,b16_e0p05_d20_w10,78,7
2hdma_2n54b,b16_e0p05_d20_w10,66,8
2hdma_2n54b,b16_e0p05_d20_w10,13,9
2hdma_2n54b,b16_e0p05_d20_w10,80,10
2hdma_2n54b,b16_e0p05_d20_w10,55,11
2hdma_2n54b,b16_e0p05_d20_w10,94,12
2hdma_2n54b,b16_e0p05_d20_w10,21,13
2hdma_2n54b,b16_e0p05_d20_w10,89,14
2hdma_2n54b,b16_e0p05_d20_w10,28,15
2hdma_2n54b,b16_e0p05_d20_w10,95,16
3hdea_3hdfa,b16_e0p05_d20_w10,13,1
3hdea_3hdfa,b16_e0p05_d20_w10,33,2
3hdea_3hdfa,b16_e0p05_d20_w10,35,3
3hdea_3hdfa,b16_e0p05_d20_w10,68,4
3hdea_3hdfa,b16_e0p05_d20_w10,91,5
3hdea_3hdfa,b16_e0p05_d20_w10,95,6
3hdea_3hdfa,b16_e0p05_d20_w10,81,7
3hdea_3hdfa,b16_e0p05_d20_w10,80,8
3hdea_3hdfa,b16_e0p05_d20_w10,59,9
3hdea_3hdfa,b16_e0p05_d20_w10,74,10
3hdea_3hdfa,b16_e0p05_d20_w10,31,11
3hdea_3hdfa,b16_e0p05_d20_w10,16,12
3hdea_3hdfa,b16_e0p05_d20_w10,92,13
3hdea_3hdfa,b16_e0p05_d20_w10,12,14
3hdea_3hdfa,b16_e0p05_d20_w10,52,15
3hdea_3hdfa,b16_e0p05_d20_w10,34,16
3jv6a_1zk9a,b16_e0p05_d20_w10,81,1
3jv6a_1zk9a,b16_e0p05_d20_w10,17,2
3jv6a_1zk9a,b16_e0p05_d20_w10,37,3
3jv6a_1zk9a,b16_e0p05_d20_w10,11,4
3jv6a_1zk9a,b16_e0p05_d20_w10,82,5
3jv6a_1zk9a,b16_e0p05_d20_w10,74,6
3jv6a_1zk9a,b16_e0p05_d20_w10,72,7
3jv6a_1zk9a,b16_e0p05_d20_w10,45,8
3jv6a_1zk9a,b16_e0p05_d20_w10,12,9
3jv6a_1zk9a,b16_e0p05_d20_w10,60,10
3jv6a_1zk9a,b16_e0p05_d20_w10,95,11
3jv6a_1zk9a,b16_e0p05_d20_w10,54,12
3jv6a_1zk9a,b16_e0p05_d20_w10,30,13
3jv6a_1zk9a,b16_e0p05_d20_w10,5,14
3jv6a_1zk9a,b16_e0p05_d20_w10,52,15
3jv6a_1zk9a,b16_e0p05_d20_w10,33,16
3t5oa_4a5wb,b16_e0p05_d20_w10,10,1
3t5oa_4a5wb,b16_e0p05_d20_w10,14,2
3t5oa_4a5wb,b16_e0p05_d20_w10,63,3
3t5oa_4a5wb,b16_e0p05_d20_w10,1,4
3t5oa_4a5wb,b16_e0p05_d20_w10,84,5
3t5oa_4a5wb,b16_e0p05_d20_w10,20,6
3t5oa_4a5wb,b16_e0p05_d20_w10,62,7
3t5oa_4a5wb,b16_e0p05_d20_w10,66,8
3t5oa_4a5wb,b16_e0p05_d20_w10,49,9
3t5oa_4a5wb,b16_e0p05_d20_w10,18,10
3t5oa_4a5wb,b16_e0p05_d20_w10,65,11
3t5oa_4a5wb,b16_e0p05_d20_w10,19,12
3t5oa_4a5wb,b16_e0p05_d20_w10,79,13
3t5oa_4a5wb,b16_e0p05_d20_w10,8,14
3t5oa_4a5wb,b16_e0p05_d20_w10,22,15
3t5oa_4a5wb,b16_e0p05_d20_w10,67,16
4gqcc_4gqcb,b16_e0p05_d20_w10,65,1
4gqcc_4gqcb,b16_e0p05_d20_w10,75,2
4gqcc_4gqcb,b16_e0p05_d20_w10,37,3
4gqcc_4gqcb,b16_e0p05_d20_w10,0,4
4gqcc_4gqcb,b16_e0p05_d20_w10,82,5
4gqcc_4gqcb,b16_e0p05_d20_w10,54,6
4gqcc_4gqcb,b16_e0p05_d20_w10,59,7
4gqcc_4gqcb,b16_e0p05_d20_w10,27,8
4gqcc_4gqcb,b16_e0p05_d20_w10,8,9
4gqcc_4gqcb,b16_e0p05_d20_w10,84,10
4gqcc_4gqcb,b16_e0p05_d20_w10,26,11
4gqcc_4gqcb,b16_e0p05_d20_w10,7,12
4gqcc_4gqcb,b16_e0p05_d20_w10,25,13
4gqcc_4gqcb,b16_e0p05_d20_w10,99,14
4gqcc_4gqcb,b16_e0p05_d20_w10,22,15
4gqcc_4gqcb,b16_e0p05_d20_w10,73,16
4qhfa_4qhha,b16_e0p05_d20_w10,9,1
4qhfa_4qhha,b16_e0p05_d20_w10,61,2
4qhfa_4qhha,b16_e0p05_d20_w10,65,3
4qhfa_4qhha,b16_e0p05_d20_w10,53,4
4qhfa_4qhha,b16_e0p05_d20_w10,95,5
4qhfa_4qhha,b16_e0p05_d20_w10,84,6
4qhfa_4qhha,b16_e0p05_d20_w10,13,7
4qhfa_4qhha,b16_e0p05_d20_w10,69,8
4qhfa_4qhha,b16_e0p05_d20_w10,10,9
4qhfa_4qhha,b16_e0p05_d20_w10,87,10
4qhfa_4qhha,b16_e0p05_d20_w10,59,11
4qhfa_4qhha,b16_e0p05_d20_w10,55,12
4qhfa_4qhha,b16_e0p05_d20_w10,24,13
4qhfa_4qhha,b16_e0p05_d20_w10,77,14
4qhfa_4qhha,b16_e0p05_d20_w10,45,15
4qhfa_4qhha,b16_e0p05_d20_w10,93,16
