pair_id,mode,rollout,rank
2frha_1fzpd,b16_e0p0_d0_w10,96,1
2frha_1fzpd,b16_e0p0_d0_w10,85,2
2frha_1fzpd,b16_e0p0_d0_w10,7,3
2frha_1fzpd,b16_e0p0_d0_w10,78,4
2frha_1fzpd,b16_e0p0_d0_w10,29,5
2frha_1fzpd,b16_e0p0_d0_w10,13,6
2frha_1fzpd,b16_e0p0_d0_w10,44,7
2frha_1fzpd,b16_e0p0_d0_w10,52,8
2frha_1fzpd,b16_e0p0_d0_w10,24,9
2frha_1fzpd,b16_e0p0_d0_w10,72,10
2frha_1fzpd,b16_e0p0_d0_w10,98,11
2frha_1fzpd,b16_e0p0_d0_w10,74,12
2frha_1fzpd,b16_e0p0_d0_w10,25,13
2frha_1fzpd,b16_e0p0_d0_w10,60,14
2frha_1fzpd,b16_e0p0_d0_w10,64,15
2frha_1fzpd,b16_e0p0_d0_w10,19,16
2hdma_2n54b,b16_e0p0_d0_w10,74,1
2hdma_2n54b,b16_e0p0_d0_w10,37,2
2hdma_2n54b,b16_e0p0_d0_w10,6,3
2hdma_2n54b,b16_e0p0_d0_w10,41,4
2hdma_2n54b,b16_e0p0_d0_w10,5,5
2hdma_2n54b,b16_e0p0_d0_w10,19,6
2hdma_2n54b,b16_e0p0_d0_w10,34,7
2hdma_2n54b,b16_e0p0_d0_w10,88,8
2hdma_2n54b,b16_e0p0_d0_w10,8,9
2hdma_2n54b,b16_e0p0_d0_w10,31,10
2hdma_2n54b,b16_e0p0_d0_w10,89,11
2hdma_2n54b,b16_e0p0_d0_w10,36,12
2hdma_2n54b,b16_e0p0_d0_w10,91,13
2hdma_2n54b,b16_e0p0_d0_w10,72,14
2hdma_2n54b,b16_e0p0_d0_w10,92,15
2hdma_2n54b,b16_e0p0_d0_w10,60,16
3hdea_3hdfa,b16_e0p0_d0_w10,89,1
3hdea_3hdfa,b16_e0p0_d0_w10,94,2
3hdea_3hdfa,b16_e0p0_d0_w10,68,3
3hdea_3hdfa,b16_e0p0_d0_w10,12,4
3hdea_3hdfa,b16_e0p0_d0_w10,34,5
3hdea_3hdfa,b16_e0p0_d0_w10,3,6
3hdea_3hdfa,b16_e0p0_d0_w10,21,7
3hdea_3hdfa,b16_e0p0_d0_w10,67,8
3hdea_3hdfa,b16_e0p0_d0_w10,19,9
3hdea_3hdfa,b16_e0p0_d0_w10,43,10
3hdea_3hdfa,b16_e0p0_d0_w10,86,11
3hdea_3hdfa,b16_e0p0_d0_w10,35,12
3hdea_3hdfa,b16_e0p0_d0_w10,91,13
3hdea_3hdfa,b16_e0p0_d0_w10,95,14
3hdea_3hdfa,b16_e0p0_d0_w10,1,15
3hdea_3hdfa,b16_e0p0_d0_w10,38,16
3jv6a_1zk9a,b16_e0p0_d0_w10,81,1
3jv6a_1zk9a,b16_e0p0_d0_w10,24,2
3jv6a_1zk9a,b16_e0p0_d0_w10,90,3
3jv6a_1zk9a,b16_e0p0_d0_w10,72,4
3jv6a_1zk9a,b16_e0p0_d0_w10,54,5
3jv6a_1zk9a,b16_e0p0_d0_w10,55,6
3jv6a_1zk9a,b16_e0p0_d0_w10,47,7
3jv6a_1zk9a,b16_e0p0_d0_w10,99,8
3jv6a_1zk9a,b16_e0p0_d0_w10,45,9
3jv6a_1zk9a,b16_e0p0_d0_w10,13,10
3jv6a_1zk9a,b16_e0p0_d0_w10,5,11
3jv6a_1zk9a,b16_e0p0_d0_w10,70,12
3jv6a_1zk9a,b16_e0p0_d0_w10,67,13
3jv6a_1zk9a,b16_e0p0_d0_w10,59,14
3jv6a_1zk9a,b16_e0p0_d0_w10,74,15
3jv6a_1zk9a,b16_e0p0_d0_w10,46,16
3t5oa_4a5wb,b16_e0p0_d0_w10,88,1
3t5oa_4a5wb,b16_e0p0_d0_w10,97,2
3t5oa_4a5wb,b16_e0p0_d0_w10,30,3
3t5oa_4a5wb,b16_e0p0_d0_w10,71,4
3t5oa_4a5wb,b16_e0p0_d0_w10,89,5
3t5oa_4a5wb,b16_e0p0_d0_w10,98,6
3t5oa_4a5wb,b16_e0p0_d0_w10,28,7
3t5oa_4a5wb,b16_e0p0_d0_w10,76,8
3t5oa_4a5wb,b16_e0p0_d0_w10,54,9
3t5oa_4a5wb,b16_e0p0_d0_w10,65,10
3t5oa_4a5wb,b16_e0p0_d0_w10,15,11
3t5oa_4a5wb,b16_e0p0_d0_w10,5,12
3t5oa_4a5wb,b16_e0p0_d0_w10,20,13
3t5oa_4a5wb,b16_e0p0_d0_w10,41,14
3t5oa_4a5wb,b16_e0p0_d0_w10,39,15
3t5oa_4a5wb,b16_e0p0_d0_w10,55,16
4gqcc_4gqcb,b16_e0p0_d0_w10,77,1
4gqcc_4gqcb,b16_e0p0_d0_w10,45,2
4gqcc_4gqcb,b16_e0p0_d0_w10,55,3
4gqcc_4gqcb,b16_e0p0_d0_w10,16,4
4gqcc_4gqcb,b16_e0p0_d0_w10,39,5
4gqcc_4gqcb,b16_e0p0_d0_w10,7,6
4gqcc_4gqcb,b16_e0p0_d0_w10,74,7
4gqcc_4gqcb,b16_e0p0_d0_w10,14,8
4gqcc_4gqcb,b16_e0p0_d0_w10,84,9
4gqcc_4gqcb,b16_e0p0_d0_w10,53,10
4gqcc_4gqcb,b16_e0p0_d0_w10,43,11
4gqcc_4gqcb,b16_e0p0_d0_w10,91,12
4gqcc_4gqcb,b16_e0p0_d0_w10,22,13
4gqcc_4gqcb,b16_e0p0_d0_w10,29,14
4gqcc_4gqcb,b16_e0p0_d0_w10,67,15
4gqcc_4gqcb,b16_e0p0_d0_w10,94,16
4qhfa_4qhha,b16_e0p0_d0_w10,85,1
4qhfa_4qhha,b16_e0p0_d0_w10,61,2
4qhfa_4qhha,b16_e0p0_d0_w10,14,3
4qhfa_4qhha,b16_e0p0_d0_w10,53,4
4qhfa_4qhha,b16_e0p0_d0_w10,50,5
4qhfa_4qhha,b16_e0p0_d0_w10,2,6
4qhfa_4qhha,b16_e0p0_d0_w10,4,7
4qhfa_4qhha,b16_e0p0_d0_w10,5,8
4qhfa_4qhha,b16_e0p0_d0_w10,24,9
4qhfa_4qhha,b16_e0p0_d0_w10,20,10
4qhfa_4qhha,b16_e0p0_d0_w10,17,11
4qhfa_4qhha,b16_e0p0_d0_w10,91,12
4qhfa_4qhha,b16_e0p0_d0_w10,78,13
4qhfa_4qhha,b16_e0p0_d0_w10,16,14
4qhfa_4qhha,b16_e0p0_d0_w10,82,15
4qhfa_4qhha,b16_e0p0_d0_w10,31,16
