entry_id,struct_cluster_id,source_uri,n_residues,metadata_plddt,mean_plddt,confident_fraction,sha256,bytes,cached,fetch_parse_seconds,hostname
AF-A0A0A0IXA0-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0A0IXA0-F1-model_v4.cif,309,92.31,92.30666658716294,0.9676375404530745,e2100f7c1b112bbd2f75df0d2082c7319527b4f0567e3612fc7acba442f0bcee,293463,True,0.04831463913433254,ip1
AF-A0A0D0L6N6-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0D0L6N6-F1-model_v4.cif,304,92.44,92.41983550473263,0.9638157894736842,e288bf1849ae179f73d53df01b83e651385017dae043b1dd98746f07c8f049c2,284081,True,0.048244566889479756,ip1
AF-A0A147KKR1-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A147KKR1-F1-model_v4.cif,320,90.06,90.07693750858307,0.928125,cfb9e7992735ee99c5cf95a6ae1755755227654d0a6eaffe6fc0f0ac680dd40e,297144,True,0.057528283912688494,ip1
AF-A0A1G9RKJ7-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G9RKJ7-F1-model_v4.cif,299,91.94,91.96461531470054,0.9464882943143813,232938a2d0962cba138b8e689ef9ae2b14aad261e7097814da2f672f3d36d053,288256,True,0.047139115165919065,ip1
AF-A0A1I0SKL5-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1I0SKL5-F1-model_v4.cif,313,92.38,92.3862302737495,0.9648562300319489,a01b1903ec4d9dbb94006769977fb294fdf2303bdca45957558231bc2913277f,294728,True,0.036390491062775254,ip1
AF-A0A1I5YXU4-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1I5YXU4-F1-model_v4.cif,341,82.06,82.05683293720145,0.8387096774193549,1c31d4fb865a2005521583949ce3e5b14e3a70b3485b389185ccf9e8456e03df,319235,True,0.03607364813797176,ip1
AF-A0A1Q4X3G0-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q4X3G0-F1-model_v4.cif,315,91.56,91.5809207371303,0.9396825396825397,007700480fe6f70e4729491cca3fa4d52b30fd5095720ee5291d0003c8624591,297806,True,0.04165658610872924,ip1
AF-A0A1Q9LJX9-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q9LJX9-F1-model_v4.cif,294,91.38,91.36948974765077,0.9795918367346939,1e2c82cee9ea8fba0c67ecbd776d36727582de94cb0264c854893db0cd459fe7,277178,True,0.0310258730314672,ip1
AF-A0A841IV32-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A841IV32-F1-model_v4.cif,315,90.81,90.83990483359685,0.9365079365079365,c7cae009d668c2770664c5a6d6edd27eaedf0e12277746400f670a987cbab8d2,299535,True,0.05778063810430467,ip1
AF-A0A8A6RVD8-F1,A0A0A0IXA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A8A6RVD8-F1-model_v4.cif,304,88.38,88.39851975440979,0.8947368421052632,5330bd1ab7d2239889d9f52d4009fe1850e5098eeb529faec1092bbe49bf17ce,291762,True,0.05070613417774439,ip1
AF-A0A1W1BQI3-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1W1BQI3-F1-model_v4.cif,396,90.44,90.41090910844129,0.9494949494949495,10b8e05a0ca8d84315dc50b948a9d9f02ab4a91df62ed4b7bc7d9d3fa1e8f9f7,385991,True,0.052585216937586665,ip1
AF-A0A2H0PKF8-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2H0PKF8-F1-model_v4.cif,423,88.0,87.97508287542537,0.8888888888888888,e816f2cc0e43510cbf298181b77a27714d5b8cf6c32f3b2d5a28d6f08f6e7820,411457,True,0.07127946917898953,ip1
AF-A0A2J6X2F2-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2J6X2F2-F1-model_v4.cif,405,92.94,92.94427135137865,0.9580246913580247,13774465362298eaf80192fb579a70ab006ab2c7e0326750c5e48ae21e01a3c0,406967,True,0.10937588987872005,ip1
AF-A0A2V7VZ70-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2V7VZ70-F1-model_v4.cif,441,92.44,92.45294795825639,0.9591836734693877,736eb547e64b8e87605d307ca2175fe062a95ebcf9c995da8f8aab6d83ff0eb6,403008,True,0.062344887061044574,ip1
AF-A0A2Z4FMK9-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2Z4FMK9-F1-model_v4.cif,453,83.75,83.72852096810246,0.8830022075055187,d8f64db82c181f21cd02439de2e2229d0d2cdfb4226c11e7ede833aa60c73bc1,428100,True,0.08156773005612195,ip1
AF-A0A380CTH2-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A380CTH2-F1-model_v4.cif,440,87.69,87.7006591536782,0.875,07729208556aed0498e18188cef90a740a35505ebdec5a3a2a24bbef3824eee8,417958,True,0.07532778102904558,ip1
AF-A0A3M0BZL0-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3M0BZL0-F1-model_v4.cif,410,91.75,91.73260976279654,0.9536585365853658,ce9a9a60334ed2d70acafe1a2293dfc879a2b249666e09d71d5fef22ecc27d1d,406800,True,0.07295711385086179,ip1
AF-A0A432R8J5-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A432R8J5-F1-model_v4.cif,411,92.62,92.59739661854839,0.9586374695863747,b68270f8cf1e5d58d4cd57256bc23330a907eca8d84985595f91ad639557ba8d,407570,True,0.07192243519239128,ip1
AF-A0A497XT48-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A497XT48-F1-model_v4.cif,410,93.0,92.98636567650772,0.9682926829268292,45faa2d460fe85d39fdc7d26c5a8c07f3993929f616a8bb674e7d8f6c96fd57c,403733,True,0.06241616001352668,ip1
AF-A0A5C7J7C3-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5C7J7C3-F1-model_v4.cif,508,83.5,83.49458668551107,0.8149606299212598,406eb8700380c9b552297d1d6131e14b4962b3ae3971290716a1293e35d01dd7,464379,True,0.04916119808331132,ip1
AF-A0A7C1TXW8-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C1TXW8-F1-model_v4.cif,490,81.44,81.42485727193404,0.7959183673469388,4c67569280e308ab08bbecf62bad654967f39f62159b2fa910fc6ee99c2dd5f3,460078,True,0.05050228303298354,ip1
AF-A0A7X7A4A0-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7A4A0-F1-model_v4.cif,430,86.81,86.79569754046064,0.8790697674418605,1411b6de69b8ac115cefebf88f744fb9dd4e24ecb2e9273638771f0184b5483a,393582,True,0.04458362399600446,ip1
AF-A0A7X7UGV9-F1,A0A0R2V987,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7UGV9-F1-model_v4.cif,432,87.25,87.22611115596912,0.8819444444444444,b1c58c2231243d11117355e0338fb9bb572072e257c02811d9f49fe813f88869,404838,True,0.05037910118699074,ip1
AF-A0A0S2EWZ3-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0S2EWZ3-F1-model_v4.cif,103,85.94,85.96640818327376,0.8543689320388349,0b038c7b6983b1059f34d9237a64165143f9e51011d1463623e5b62a332be0f3,108059,True,0.03013343014754355,ip1
AF-A0A1E4Y872-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1E4Y872-F1-model_v4.cif,97,81.0,80.97422645018273,0.845360824742268,db8c552612bcdc3997c390802349dd1674887b907da5d3a3e50d4809d7b04c76,101743,True,0.029186133993789554,ip1
AF-A0A395L0V9-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A395L0V9-F1-model_v4.cif,101,81.88,81.88485109688031,0.8118811881188119,6441cf197d403b6a5311ad1fac1a5f792c09c318d749498d30ec057887da1c5a,106990,True,0.024773600976914167,ip1
AF-A0A506U0Z8-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A506U0Z8-F1-model_v4.cif,96,82.06,82.09125026067098,0.8229166666666666,b48ce38cba121f2d53053af79e8f54577a5261be09b26bc360e25f0ff96d2245,102253,True,0.06641000881791115,ip1
AF-A0A847JHC9-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-A0A847JHC9-F1-model_v4.cif,103,83.81,83.83893237067657,0.8252427184466019,d00588759e27f84ffef8e610649305dca6aeade1c4f355b82813b587a52e36c1,106876,True,0.019919679034501314,ip1
AF-F0LD83-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-F0LD83-F1-model_v4.cif,102,83.75,83.76147068248076,0.8137254901960784,71c53e66cd00fca24c412fc47d344b6b001fc7c78c801b6cfcdc712e0ab8f7b4,103199,True,0.019680360099300742,ip1
AF-V4NTM2-F1,A0A0T6XIA0,gs://public-datasets-deepmind-alphafold-v4/AF-V4NTM2-F1-model_v4.cif,104,80.5,80.49173105680026,0.75,f74563822ad9ae3620215b0db5a999b9910c943664a97f223e11b3c4bdec4103,108314,True,0.14059430500492454,ip1
AF-A0A178LQJ2-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A178LQJ2-F1-model_v4.cif,822,83.44,83.45872268305497,0.878345498783455,ec3fc7f845477d10e1f349898f27b17b47e4c66ed6c906b00c1b243584b2bf26,731873,True,0.18321377714164555,ip1
AF-A0A1H9BCD0-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1H9BCD0-F1-model_v4.cif,795,88.44,88.43888048375928,0.9333333333333333,79914a3c8f85bd94b4d757ecd939461b63b308a158e3cb4904d9f45dd7096e35,734604,True,0.18247587303631008,ip1
AF-A0A497Q397-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A497Q397-F1-model_v4.cif,777,87.06,87.06694975844374,0.9176319176319176,1f8d79a38ec0b77077b4ab6c0753eab65481555e87b10b53061f645ae1187ee4,712059,True,0.21908634807914495,ip1
AF-A0A4U6T7Q4-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4U6T7Q4-F1-model_v4.cif,883,89.19,89.19144972588441,0.9411098527746319,601c7235a70a5f18aefa221a248c5cf12550573873bdaa79ed83757e619176e4,810592,True,0.23548902291804552,ip1
AF-A0A5E9FWY0-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5E9FWY0-F1-model_v4.cif,967,83.06,83.03357808567745,0.8541882109617374,e0e3db6d71bf7ef267eaac140bf0bad428436b75cdff8280dcdf71d84f81c932,868635,True,0.1832497341092676,ip1
AF-A0A7W7R6J7-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W7R6J7-F1-model_v4.cif,904,82.19,82.21124996970185,0.8307522123893806,930f38a7ae68482039dd03c6479f4eff9d09410ab8d7166d2cff3c31123cc99e,809025,True,0.20837437291629612,ip1
AF-A0A7X7UG65-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7UG65-F1-model_v4.cif,778,82.06,82.08690228008672,0.8136246786632391,961cdf95763242a70c81b378556b8f7a836f7d1488ec18aa2225d282ff96c7fd,718401,True,0.17526337993331254,ip1
AF-A0A7Y9RAQ4-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Y9RAQ4-F1-model_v4.cif,838,84.19,84.17983304799883,0.8568019093078759,88c2920a243aeebb0775f51306c10bb26e331740631f804d0508820e8e166828,753992,True,0.10849875584244728,ip1
AF-D7DNX3-F1,A0A166RK55,gs://public-datasets-deepmind-alphafold-v4/AF-D7DNX3-F1-model_v4.cif,868,85.56,85.57944687610397,0.8617511520737328,ce6ab76f9eabc4aa763661941babe37cf8c819cc753f923fae0ff3a77bba8dfa,788343,True,0.09320892696268857,ip1
AF-A0A066YM12-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A066YM12-F1-model_v4.cif,407,88.69,88.70267800089768,0.9017199017199017,1c4b1b4ec6ef8eb866a43e98740a3903a24ed32f204badc024b7615e265edf87,362913,True,0.07964517502114177,ip1
AF-A0A0M4DPI5-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0M4DPI5-F1-model_v4.cif,396,90.44,90.4197473140678,0.946969696969697,745dba027100efcd1cceae68bb4cca4bacfa98ea53563ed413d9858448f2e5da,351285,True,0.07051109801977873,ip1
AF-A0A1D3DN82-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1D3DN82-F1-model_v4.cif,371,92.19,92.1660106175672,0.967654986522911,3d5f79a8ab6729559f197184b997e1e1b435ae8346a0250fffd095d7968b5a4e,331700,True,0.09376422897912562,ip1
AF-A0A1S2KK66-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1S2KK66-F1-model_v4.cif,384,88.75,88.72450513144334,0.9166666666666666,f63f957ca59b7105eb2bc056cefbe4c716eeaebf30657cec56cecb2d91f021e5,342310,True,0.1269440809264779,ip1
AF-A0A1X1NF38-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1X1NF38-F1-model_v4.cif,357,93.5,93.51789911521249,0.9971988795518207,078f5cc65a9b0de726f395812307255bbaa58b3ad1dc1df99338a4e991cd6e6f,324468,True,0.07113971700891852,ip1
AF-A0A2D3UG40-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D3UG40-F1-model_v4.cif,390,87.69,87.67946142539,0.8871794871794871,e6b9d289ba8ffc3ed3b402e5ddb4af3596e43cd4d610a421e50496e22446dfb6,349674,True,0.13499085791409016,ip1
AF-A0A5Q4TED7-F1,A0A1D3DN82,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5Q4TED7-F1-model_v4.cif,400,88.0,88.01917523384094,0.905,d0539365a9724f56044cfc009369c7eaeed288085d7e0a6819dfd9ba728824a5,347250,True,0.06890694098547101,ip1
AF-A0A0D0P093-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0D0P093-F1-model_v4.cif,908,93.62,93.60295160436421,0.9812775330396476,937b82ff2e4196ad61b61bf02b1fdcd68c592831c983b4e9eb8953263fbf08dd,835030,True,0.09427866316400468,ip1
AF-A0A0F3L0B0-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0F3L0B0-F1-model_v4.cif,880,93.0,92.9694545399059,0.9727272727272728,3ea73bc5737f9923e2298661664067cda81c159a96e562116f24cdd19849b291,792255,True,0.09605932096019387,ip1
AF-A0A0P4RAL2-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0P4RAL2-F1-model_v4.cif,839,92.75,92.75980927350268,0.9773539928486293,43568f6af7515ed71fb89bb2c03a6fecb5af233079be332cc216d68b54e8d87d,765845,True,0.11644345195963979,ip1
AF-A0A1R1SP09-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1R1SP09-F1-model_v4.cif,853,93.0,93.0077140781273,0.981242672919109,a78394c18c10cedbca08a726273d188c0e9d57f7f643144c74a2e79a6ab7e0c8,781913,True,0.09781153709627688,ip1
AF-A0A2H1K0I9-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2H1K0I9-F1-model_v4.cif,876,85.31,85.33492005579004,0.8767123287671232,43114589165b001cebf18720026241f55770d69ff2b6ac72dc31b067a2deaea5,807052,True,0.11096174293197691,ip1
AF-A0A2M9L8Z8-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2M9L8Z8-F1-model_v4.cif,858,92.75,92.76233110672388,0.9766899766899767,2a209aa22b4ce50b4353c00dd0308c60c9980b9440118a426e6610cdbc350a86,776595,True,0.11079333815723658,ip1
AF-A0A2R9UBP7-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2R9UBP7-F1-model_v4.cif,853,89.75,89.74188755657022,0.9378663540445487,7c56bf79bf2ffb052d2b198ab7b377bd7e6d26d733af80529bf537f5204533ef,767273,True,0.0844672261737287,ip1
AF-A0A541BJV9-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A541BJV9-F1-model_v4.cif,889,90.0,90.02358824705246,0.9493813273340832,a2596d9eaf5a529ee83a4efe2c90bbf73e9ca1b10533387f16bdeb50751b8374,835228,True,0.07245628605596721,ip1
AF-A0A543AWC2-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A543AWC2-F1-model_v4.cif,919,92.19,92.19129495963179,0.9640914036996736,5d166ecff8cc82e17fb77b55fc059383b494be4798903ca6835398a30f2f47ad,851772,True,0.08665756415575743,ip1
AF-A0A6M7UR97-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6M7UR97-F1-model_v4.cif,903,84.62,84.61424139198142,0.8615725359911407,f1b7fd1ba85e9a1e5a209d089a5fd30cc8202ec58772a1be37be802fc66dc4cd,830570,True,0.08605733793228865,ip1
AF-A0A7I7M9D1-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7I7M9D1-F1-model_v4.cif,934,80.06,80.03769804731937,0.784796573875803,acd5cb4529ee9fb2ab235e2be0b8217cf9acddd6dc14fba52992aa2cf46cb1e9,854206,True,0.0697941540274769,ip1
AF-A0A7K2IR45-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7K2IR45-F1-model_v4.cif,851,89.69,89.6835957066573,0.9435957696827262,b487b10cd17adc7085034dc39ae08c7e38f9f68c18a7c28f43851289e94de3b8,788403,True,0.09815186518244445,ip1
AF-A0A828ZFZ5-F1,A0A1Q5GN08,gs://public-datasets-deepmind-alphafold-v4/AF-A0A828ZFZ5-F1-model_v4.cif,865,92.44,92.4415606592432,0.9757225433526011,1d0de7f845f2e11dc3c1fd55ee2fb2444490e6bed4dccf4e64d42f97a2fb733e,814446,True,0.07116113696247339,ip1
AF-A0A063CC99-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A063CC99-F1-model_v4.cif,480,81.38,81.38954174121221,0.8229166666666666,89193200fe3c0fa3e707df3814732ca10037f7bbc885d5c39eb29a1c6c59b32e,444299,True,0.047916785115376115,ip1
AF-A0A1V2LEH1-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1V2LEH1-F1-model_v4.cif,528,87.56,87.58878796028368,0.9545454545454546,a1a4ce554f3409bec4d3deee4b3af7879c6eb016f20fe6bc2e3d62788c28c486,515029,True,0.05726428097113967,ip1
AF-A0A2I3GAM0-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2I3GAM0-F1-model_v4.cif,522,85.0,85.02373570774706,0.8409961685823755,7d8d5482637260c89ce74f107f735d962d27f2804d5cffc985e3423ae7054c4c,517241,True,0.057354098884388804,ip1
AF-A0A452IU89-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A452IU89-F1-model_v4.cif,548,81.88,81.90268250277443,0.801094890510949,c60257dd78b18a2bbf4f83cd19bf60c14eb42def0c2fbad073ae5377bd1782bf,538777,True,0.0596428201533854,ip1
AF-A0A493TKE5-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A493TKE5-F1-model_v4.cif,547,82.5,82.47340024149614,0.8043875685557587,5ac500eab0138e1b485f067195c3bb20dddefcac9b61b04c95ae92802ebf004a,539001,True,0.0696003008633852,ip1
AF-A0A5F8GMW1-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5F8GMW1-F1-model_v4.cif,548,82.81,82.84237218077165,0.8029197080291971,7db2ccf19b604dfa31816acecef8f27e21ab1b6ad17572db7fb321c91f2c02d0,539844,True,0.06341162696480751,ip1
AF-A0A653CK53-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A653CK53-F1-model_v4.cif,500,87.0,86.99671993255615,0.88,dd3f40a4755156b40804caa0008baecbffeb153e5816e5d9746e544342539312,487308,True,0.05636161798611283,ip1
AF-A0A672U1Z2-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A672U1Z2-F1-model_v4.cif,546,82.0,82.01069603734837,0.8058608058608059,35dbda9280f6610ff4fac83f511b4ba67440d40930a28a11b3f76b3a7c00e4de,538455,True,0.06811558711342514,ip1
AF-A0A673ABE1-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A673ABE1-F1-model_v4.cif,530,84.94,84.9320379509116,0.8433962264150944,b22db2f743a3a19f44dbe979ac9f894bf98bffd284c9e96953e2b803d2f1de84,516627,True,0.06797624612227082,ip1
AF-A0A6J0I4A2-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6J0I4A2-F1-model_v4.cif,545,81.88,81.84866060379449,0.8073394495412844,a23c113923877096f19f23bc716044069fed88132581365052f3b42cd505d60a,538278,True,0.06155438395217061,ip1
AF-A0A6J2GUJ0-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6J2GUJ0-F1-model_v4.cif,545,81.75,81.77143118272134,0.8036697247706422,5a8fa349e943d370901a4cc5b090ff4533c765f1cc26da9ef70772c2cfc6ca03,538722,True,0.07055541104637086,ip1
AF-A0A6Q2XL52-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6Q2XL52-F1-model_v4.cif,522,86.25,86.22750949494227,0.8524904214559387,0e4fd3b61a51b37a46f6ff6d3b3271999ce1914364df12eb395c8c3cce4951ff,508143,True,0.04833948705345392,ip1
AF-U3JG46-F1,A0A1V2LEH1,gs://public-datasets-deepmind-alphafold-v4/AF-U3JG46-F1-model_v4.cif,535,82.81,82.78781311890789,0.8186915887850468,88e96e70b2081ef1844e5db6c2286ac51c7d44bbb5952465212d0d29965a2eb5,512174,True,0.07709736796095967,ip1
AF-A0A150GTA0-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-A0A150GTA0-F1-model_v4.cif,488,80.44,80.45622951476301,0.7315573770491803,f477cd43a694fbe845d35bd2b80ea07f55f7076d530e3669a16731302b9a2bd1,465048,True,0.07637922093272209,ip1
AF-A0A383V3E6-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-A0A383V3E6-F1-model_v4.cif,474,84.62,84.60474653284258,0.8354430379746836,43c9fc466520f918aaf1fdda5b53e55c5e6f752948f168adb1fe73d9b912744d,453740,True,0.07651058700866997,ip1
AF-A0A4T0BDZ2-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4T0BDZ2-F1-model_v4.cif,464,82.62,82.60185337888784,0.8275862068965517,96ac3b0bcc8fb61571483f81399f389b6c05fe7f665f819eb58a794b616e4889,457875,True,0.06197532406076789,ip1
AF-A0A5J4Z129-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4Z129-F1-model_v4.cif,490,84.81,84.78308179427167,0.7571428571428571,91bb4c13b72f81e6dd08e689f8a050c1e48a4bbcd7d7cb85d50110dad8e418c1,473058,True,0.07411419483833015,ip1
AF-A0A7S1K419-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7S1K419-F1-model_v4.cif,509,84.56,84.55361481687174,0.831041257367387,4d89b219df37c6e413b5b0fe20f2cbd3c6853de12136a91d40d2571d53444708,494668,True,0.0865620740223676,ip1
AF-B8CDE1-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-B8CDE1-F1-model_v4.cif,526,85.19,85.18060834688832,0.8231939163498099,058f01537af8c14e13a66fd35b1cc3dbe9a6ef309ee4146efc2e36869de436ff,491650,True,0.08623598283156753,ip1
AF-B8LDE9-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-B8LDE9-F1-model_v4.cif,550,83.12,83.15550904360684,0.8036363636363636,cf712cc6680ec415957d4ab5611948ce025f688e8bbdff29ac7e8a7a86beba69,516285,True,0.04602099000476301,ip1
AF-K0R1Q6-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-K0R1Q6-F1-model_v4.cif,583,80.06,80.05891936025733,0.7701543739279588,70259781bae32d1b463372d78ff12b4b415f4882279e526e7472cd3875dfbf17,543896,True,0.05450516799464822,ip1
AF-K0RID9-F1,A0A1Y1IFY3,gs://public-datasets-deepmind-alphafold-v4/AF-K0RID9-F1-model_v4.cif,588,81.44,81.41812929166417,0.8044217687074829,8b159a4efaeef9bad9e6e2865e0f689568e753797fffb66402ef817d2500d735,550332,True,0.0844494930934161,ip1
AF-A0A098LGL9-F1,A0A2J6XGX4,gs://public-datasets-deepmind-alphafold-v4/AF-A0A098LGL9-F1-model_v4.cif,413,93.5,93.49331720458393,0.9975786924939467,0436cb880bba08fc6266bd9304a93fb8e01f3195bf31cb3d2c742562cda8b100,412426,True,0.06965843006037176,ip1
