dataset,stem,repeat,scope,arm,L,precision,n_true,n_candidates,n_context,n_rollouts
foldbench_monomer,7t9r_A,0,full_pipeline,iid,38,0.2916666666666667,24,528,0,100
foldbench_monomer,7t9r_A,0,full_pipeline,iid_repeat,38,0.25,24,528,0,100
foldbench_monomer,7t9r_A,0,full_pipeline,true_small,38,0.8333333333333334,24,528,10,100
foldbench_monomer,7t9r_A,0,full_pipeline,false_small,38,0.25,24,528,10,100
foldbench_monomer,7t9r_A,0,full_pipeline,pred_small,38,0.16666666666666666,24,528,10,100
foldbench_monomer,7t9r_A,0,full_pipeline,true_large,38,0.8333333333333334,24,528,12,100
foldbench_monomer,7t9r_A,0,full_pipeline,false_large,38,0.25,24,528,12,100
foldbench_monomer,7t9r_A,0,full_pipeline,pred_large,38,0.16666666666666666,24,528,12,100
foldbench_monomer,7t9r_A,0,full_pipeline,iid200,38,0.25,24,528,0,200
foldbench_monomer,7t9r_A,0,full_pipeline,source_plus_iid200,38,0.20833333333333334,24,528,0,200
foldbench_monomer,7t9r_A,0,withheld_continuation,iid,38,0.1,10,495,0,100
foldbench_monomer,7t9r_A,0,withheld_continuation,iid_repeat,38,0.1,10,495,0,100
foldbench_monomer,7t9r_A,0,withheld_continuation,true_small,38,0.7,10,495,10,100
foldbench_monomer,7t9r_A,0,withheld_continuation,false_small,38,0.2,10,495,10,100
foldbench_monomer,7t9r_A,0,withheld_continuation,pred_small,38,0.0,10,495,10,100
foldbench_monomer,7t9r_A,0,withheld_continuation,true_large,38,0.6,10,495,12,100
foldbench_monomer,7t9r_A,0,withheld_continuation,false_large,38,0.2,10,495,12,100
foldbench_monomer,7t9r_A,0,withheld_continuation,pred_large,38,0.0,10,495,12,100
foldbench_monomer,7t9r_A,0,withheld_continuation,iid200,38,0.0,10,495,0,200
foldbench_monomer,7t9r_A,0,withheld_continuation,source_plus_iid200,38,0.0,10,495,0,200
foldbench_monomer,7t9r_A,1,full_pipeline,iid,38,0.25,24,528,0,100
foldbench_monomer,7t9r_A,1,full_pipeline,iid_repeat,38,0.25,24,528,0,100
foldbench_monomer,7t9r_A,1,full_pipeline,true_small,38,0.7916666666666666,24,528,10,100
foldbench_monomer,7t9r_A,1,full_pipeline,false_small,38,0.041666666666666664,24,528,10,100
foldbench_monomer,7t9r_A,1,full_pipeline,pred_small,38,0.125,24,528,10,100
foldbench_monomer,7t9r_A,1,full_pipeline,true_large,38,0.7916666666666666,24,528,12,100
foldbench_monomer,7t9r_A,1,full_pipeline,false_large,38,0.041666666666666664,24,528,12,100
foldbench_monomer,7t9r_A,1,full_pipeline,pred_large,38,0.16666666666666666,24,528,12,100
foldbench_monomer,7t9r_A,1,full_pipeline,iid200,38,0.25,24,528,0,200
foldbench_monomer,7t9r_A,1,full_pipeline,source_plus_iid200,38,0.16666666666666666,24,528,0,200
foldbench_monomer,7t9r_A,1,withheld_continuation,iid,38,0.0,10,494,0,100
foldbench_monomer,7t9r_A,1,withheld_continuation,iid_repeat,38,0.1,10,494,0,100
foldbench_monomer,7t9r_A,1,withheld_continuation,true_small,38,0.5,10,494,10,100
foldbench_monomer,7t9r_A,1,withheld_continuation,false_small,38,0.0,10,494,10,100
foldbench_monomer,7t9r_A,1,withheld_continuation,pred_small,38,0.0,10,494,10,100
foldbench_monomer,7t9r_A,1,withheld_continuation,true_large,38,0.5,10,494,12,100
foldbench_monomer,7t9r_A,1,withheld_continuation,false_large,38,0.0,10,494,12,100
foldbench_monomer,7t9r_A,1,withheld_continuation,pred_large,38,0.0,10,494,12,100
foldbench_monomer,7t9r_A,1,withheld_continuation,iid200,38,0.1,10,494,0,200
foldbench_monomer,7t9r_A,1,withheld_continuation,source_plus_iid200,38,0.0,10,494,0,200
foldbench_monomer,7yhr_A,0,full_pipeline,iid,60,0.43902439024390244,41,1431,0,100
foldbench_monomer,7yhr_A,0,full_pipeline,iid_repeat,60,0.4146341463414634,41,1431,0,100
foldbench_monomer,7yhr_A,0,full_pipeline,true_small,60,0.7560975609756098,41,1431,10,100
foldbench_monomer,7yhr_A,0,full_pipeline,false_small,60,0.14634146341463414,41,1431,10,100
foldbench_monomer,7yhr_A,0,full_pipeline,pred_small,60,0.3902439024390244,41,1431,10,100
foldbench_monomer,7yhr_A,0,full_pipeline,true_large,60,0.8780487804878049,41,1431,20,100
foldbench_monomer,7yhr_A,0,full_pipeline,false_large,60,0.12195121951219512,41,1431,20,100
foldbench_monomer,7yhr_A,0,full_pipeline,pred_large,60,0.43902439024390244,41,1431,20,100
foldbench_monomer,7yhr_A,0,full_pipeline,iid200,60,0.43902439024390244,41,1431,0,200
foldbench_monomer,7yhr_A,0,full_pipeline,source_plus_iid200,60,0.4146341463414634,41,1431,0,200
foldbench_monomer,7yhr_A,0,withheld_continuation,iid,60,0.13333333333333333,15,1379,0,100
foldbench_monomer,7yhr_A,0,withheld_continuation,iid_repeat,60,0.2,15,1379,0,100
foldbench_monomer,7yhr_A,0,withheld_continuation,true_small,60,0.6,15,1379,10,100
foldbench_monomer,7yhr_A,0,withheld_continuation,false_small,60,0.06666666666666667,15,1379,10,100
foldbench_monomer,7yhr_A,0,withheld_continuation,pred_small,60,0.13333333333333333,15,1379,10,100
foldbench_monomer,7yhr_A,0,withheld_continuation,true_large,60,0.8,15,1379,20,100
foldbench_monomer,7yhr_A,0,withheld_continuation,false_large,60,0.06666666666666667,15,1379,20,100
foldbench_monomer,7yhr_A,0,withheld_continuation,pred_large,60,0.2,15,1379,20,100
foldbench_monomer,7yhr_A,0,withheld_continuation,iid200,60,0.2,15,1379,0,200
foldbench_monomer,7yhr_A,0,withheld_continuation,source_plus_iid200,60,0.2,15,1379,0,200
foldbench_monomer,7yhr_A,1,full_pipeline,iid,60,0.43902439024390244,41,1431,0,100
foldbench_monomer,7yhr_A,1,full_pipeline,iid_repeat,60,0.4146341463414634,41,1431,0,100
foldbench_monomer,7yhr_A,1,full_pipeline,true_small,60,0.8048780487804879,41,1431,10,100
foldbench_monomer,7yhr_A,1,full_pipeline,false_small,60,0.17073170731707318,41,1431,10,100
foldbench_monomer,7yhr_A,1,full_pipeline,pred_small,60,0.4878048780487805,41,1431,10,100
foldbench_monomer,7yhr_A,1,full_pipeline,true_large,60,0.9024390243902439,41,1431,20,100
foldbench_monomer,7yhr_A,1,full_pipeline,false_large,60,0.0,41,1431,20,100
foldbench_monomer,7yhr_A,1,full_pipeline,pred_large,60,0.43902439024390244,41,1431,20,100
foldbench_monomer,7yhr_A,1,full_pipeline,iid200,60,0.4146341463414634,41,1431,0,200
foldbench_monomer,7yhr_A,1,full_pipeline,source_plus_iid200,60,0.3902439024390244,41,1431,0,200
foldbench_monomer,7yhr_A,1,withheld_continuation,iid,60,0.14285714285714285,14,1378,0,100
foldbench_monomer,7yhr_A,1,withheld_continuation,iid_repeat,60,0.14285714285714285,14,1378,0,100
foldbench_monomer,7yhr_A,1,withheld_continuation,true_small,60,0.5714285714285714,14,1378,10,100
foldbench_monomer,7yhr_A,1,withheld_continuation,false_small,60,0.0,14,1378,10,100
foldbench_monomer,7yhr_A,1,withheld_continuation,pred_small,60,0.14285714285714285,14,1378,10,100
foldbench_monomer,7yhr_A,1,withheld_continuation,true_large,60,0.7857142857142857,14,1378,20,100
foldbench_monomer,7yhr_A,1,withheld_continuation,false_large,60,0.0,14,1378,20,100
foldbench_monomer,7yhr_A,1,withheld_continuation,pred_large,60,0.21428571428571427,14,1378,20,100
foldbench_monomer,7yhr_A,1,withheld_continuation,iid200,60,0.14285714285714285,14,1378,0,200
foldbench_monomer,7yhr_A,1,withheld_continuation,source_plus_iid200,60,0.14285714285714285,14,1378,0,200
foldbench_monomer,7xi5_A,0,full_pipeline,iid,65,0.7619047619047619,42,1326,0,100
foldbench_monomer,7xi5_A,0,full_pipeline,iid_repeat,65,0.7857142857142857,42,1326,0,100
foldbench_monomer,7xi5_A,0,full_pipeline,true_small,65,0.7857142857142857,42,1326,10,100
foldbench_monomer,7xi5_A,0,full_pipeline,false_small,65,0.21428571428571427,42,1326,10,100
foldbench_monomer,7xi5_A,0,full_pipeline,pred_small,65,0.7857142857142857,42,1326,10,100
foldbench_monomer,7xi5_A,0,full_pipeline,true_large,65,0.8809523809523809,42,1326,21,100
foldbench_monomer,7xi5_A,0,full_pipeline,false_large,65,0.047619047619047616,42,1326,21,100
foldbench_monomer,7xi5_A,0,full_pipeline,pred_large,65,0.7619047619047619,42,1326,21,100
foldbench_monomer,7xi5_A,0,full_pipeline,iid200,65,0.7619047619047619,42,1326,0,200
foldbench_monomer,7xi5_A,0,full_pipeline,source_plus_iid200,65,0.7619047619047619,42,1326,0,200
foldbench_monomer,7xi5_A,0,withheld_continuation,iid,65,0.5384615384615384,13,1276,0,100
foldbench_monomer,7xi5_A,0,withheld_continuation,iid_repeat,65,0.46153846153846156,13,1276,0,100
foldbench_monomer,7xi5_A,0,withheld_continuation,true_small,65,0.6153846153846154,13,1276,10,100
foldbench_monomer,7xi5_A,0,withheld_continuation,false_small,65,0.0,13,1276,10,100
foldbench_monomer,7xi5_A,0,withheld_continuation,pred_small,65,0.5384615384615384,13,1276,10,100
foldbench_monomer,7xi5_A,0,withheld_continuation,true_large,65,0.6153846153846154,13,1276,21,100
foldbench_monomer,7xi5_A,0,withheld_continuation,false_large,65,0.0,13,1276,21,100
foldbench_monomer,7xi5_A,0,withheld_continuation,pred_large,65,0.5384615384615384,13,1276,21,100
foldbench_monomer,7xi5_A,0,withheld_continuation,iid200,65,0.46153846153846156,13,1276,0,200
foldbench_monomer,7xi5_A,0,withheld_continuation,source_plus_iid200,65,0.5384615384615384,13,1276,0,200
foldbench_monomer,7xi5_A,1,full_pipeline,iid,65,0.7857142857142857,42,1326,0,100
foldbench_monomer,7xi5_A,1,full_pipeline,iid_repeat,65,0.7619047619047619,42,1326,0,100
foldbench_monomer,7xi5_A,1,full_pipeline,true_small,65,0.7857142857142857,42,1326,10,100
foldbench_monomer,7xi5_A,1,full_pipeline,false_small,65,0.2619047619047619,42,1326,10,100
foldbench_monomer,7xi5_A,1,full_pipeline,pred_small,65,0.7857142857142857,42,1326,10,100
foldbench_monomer,7xi5_A,1,full_pipeline,true_large,65,0.7857142857142857,42,1326,21,100
foldbench_monomer,7xi5_A,1,full_pipeline,false_large,65,0.14285714285714285,42,1326,21,100
foldbench_monomer,7xi5_A,1,full_pipeline,pred_large,65,0.7857142857142857,42,1326,21,100
foldbench_monomer,7xi5_A,1,full_pipeline,iid200,65,0.7619047619047619,42,1326,0,200
foldbench_monomer,7xi5_A,1,full_pipeline,source_plus_iid200,65,0.7619047619047619,42,1326,0,200
foldbench_monomer,7xi5_A,1,withheld_continuation,iid,65,0.4,15,1278,0,100
foldbench_monomer,7xi5_A,1,withheld_continuation,iid_repeat,65,0.4,15,1278,0,100
foldbench_monomer,7xi5_A,1,withheld_continuation,true_small,65,0.4,15,1278,10,100
foldbench_monomer,7xi5_A,1,withheld_continuation,false_small,65,0.0,15,1278,10,100
foldbench_monomer,7xi5_A,1,withheld_continuation,pred_small,65,0.4666666666666667,15,1278,10,100
foldbench_monomer,7xi5_A,1,withheld_continuation,true_large,65,0.4,15,1278,21,100
foldbench_monomer,7xi5_A,1,withheld_continuation,false_large,65,0.0,15,1278,21,100
foldbench_monomer,7xi5_A,1,withheld_continuation,pred_large,65,0.4666666666666667,15,1278,21,100
foldbench_monomer,7xi5_A,1,withheld_continuation,iid200,65,0.4,15,1278,0,200
foldbench_monomer,7xi5_A,1,withheld_continuation,source_plus_iid200,65,0.4,15,1278,0,200
foldbench_monomer,8b6e_A,0,full_pipeline,iid,66,0.7727272727272727,44,1081,0,100
foldbench_monomer,8b6e_A,0,full_pipeline,iid_repeat,66,0.7954545454545454,44,1081,0,100
foldbench_monomer,8b6e_A,0,full_pipeline,true_small,66,0.8409090909090909,44,1081,10,100
foldbench_monomer,8b6e_A,0,full_pipeline,false_small,66,0.4318181818181818,44,1081,10,100
foldbench_monomer,8b6e_A,0,full_pipeline,pred_small,66,0.7954545454545454,44,1081,10,100
foldbench_monomer,8b6e_A,0,full_pipeline,true_large,66,0.8636363636363636,44,1081,22,100
foldbench_monomer,8b6e_A,0,full_pipeline,false_large,66,0.09090909090909091,44,1081,22,100
foldbench_monomer,8b6e_A,0,full_pipeline,pred_large,66,0.7954545454545454,44,1081,22,100
foldbench_monomer,8b6e_A,0,full_pipeline,iid200,66,0.7727272727272727,44,1081,0,200
foldbench_monomer,8b6e_A,0,full_pipeline,source_plus_iid200,66,0.7954545454545454,44,1081,0,200
foldbench_monomer,8b6e_A,0,withheld_continuation,iid,66,0.25,8,1023,0,100
foldbench_monomer,8b6e_A,0,withheld_continuation,iid_repeat,66,0.5,8,1023,0,100
foldbench_monomer,8b6e_A,0,withheld_continuation,true_small,66,0.25,8,1023,10,100
foldbench_monomer,8b6e_A,0,withheld_continuation,false_small,66,0.125,8,1023,10,100
foldbench_monomer,8b6e_A,0,withheld_continuation,pred_small,66,0.375,8,1023,10,100
foldbench_monomer,8b6e_A,0,withheld_continuation,true_large,66,0.25,8,1023,22,100
foldbench_monomer,8b6e_A,0,withheld_continuation,false_large,66,0.0,8,1023,22,100
foldbench_monomer,8b6e_A,0,withheld_continuation,pred_large,66,0.5,8,1023,22,100
foldbench_monomer,8b6e_A,0,withheld_continuation,iid200,66,0.375,8,1023,0,200
foldbench_monomer,8b6e_A,0,withheld_continuation,source_plus_iid200,66,0.375,8,1023,0,200
