dataset,stem,iid,true_large,canonical_false_large,replay_false_large,replay_minus_canonical_false_large
foldbench_monomer,7pv5_A,0.5826086956521739,0.6443478260869566,0.0417391304347826,0.0417391304347826,0.0
foldbench_monomer,7qp5_A,0.22240218495934955,0.6216018800813008,0.016260162601626,0.016260162601626,0.0
foldbench_monomer,7qsj_A,0.46331375630738686,0.6625031019935479,0.0224791132434444,0.0224791132434444,0.0
foldbench_monomer,7t9r_A,0.05,0.55,0.1,0.1,0.0
foldbench_monomer,7tjb_A,0.5125,0.6187499999999999,0.025,0.025,0.0
foldbench_monomer,7tlh_A,0.2281403940886699,0.6314655172413793,0.01785714285714285,0.01785714285714285,0.0
foldbench_monomer,7uba_A,0.1024985388661601,0.5941700759789597,0.0170952659263588,0.0170952659263588,0.0
foldbench_monomer,7uk8_A,0.3580726056842608,0.6561479977708782,0.022082238675264702,0.022082238675264702,0.0
foldbench_monomer,7ur2_A,0.20477423065861367,0.5500431406384814,0.0175438596491228,0.0175438596491228,0.0
foldbench_monomer,7urp_A,0.18612440191387555,0.5794258373205741,0.01786283891547045,0.01786283891547045,0.0
foldbench_monomer,7uvg_A,0.2693298969072164,0.6456745853877185,0.02145898700134465,0.02145898700134465,0.0
foldbench_monomer,7uww_A,0.24104235670577662,0.49403174647729187,0.00928745859765335,0.00928745859765335,0.0
foldbench_monomer,7v3o_A,0.16118956204854556,0.5967332595822217,0.0,0.0,0.0
foldbench_monomer,7w15_A,0.48970408412814864,0.6434825140621179,0.0,0.0,0.0
foldbench_monomer,7wz5_A,0.0086206896551724,0.6870840895341803,0.0087719298245614,0.0087719298245614,0.0
foldbench_monomer,7wzm_A,0.5025762486495471,0.6288678356741184,0.0158453142746336,0.0158453142746336,0.0
foldbench_monomer,7x3h_A,0.49279579480921765,0.5923640118270991,0.027127235180926402,0.027127235180926402,0.0
foldbench_monomer,7x4p_A,0.30878687162442875,0.6064949452984352,0.01464478604071455,0.01464478604071455,0.0
foldbench_monomer,7x8l_A,0.32873299048832655,0.5228860419605881,0.011935102170846,0.011935102170846,0.0
foldbench_monomer,7xcd_A,0.01290806129247165,0.4900066622251832,0.01290806129247165,0.01290806129247165,0.0
foldbench_monomer,7xg9_A,0.2015660520333417,0.4965900479919171,0.00917740170076615,0.00917740170076615,0.0
foldbench_monomer,7xi5_A,0.46923076923076923,0.5076923076923077,0.0,0.0,0.0
foldbench_monomer,7xjr_A,0.3929824561403509,0.539594083247334,0.0146370829033367,0.0146370829033367,0.0
foldbench_monomer,7xlz_A,0.4784142664699467,0.6185451279748541,0.0076335877862595,0.0076335877862595,0.0
foldbench_monomer,7xp9_A,0.0,0.6263736263736264,0.0714285714285714,0.0714285714285714,0.0
foldbench_monomer,7xq4_A,0.2579715144645409,0.624735104233404,0.010041397663988899,0.010041397663988899,0.0
foldbench_monomer,7xrx_A,0.2893429487179487,0.5375,0.00777243589743585,0.00777243589743585,0.0
foldbench_monomer,7xyr_A,0.5127030024002358,0.5910335050461097,0.014682144210659252,0.014682144210659252,0.0
foldbench_monomer,7xz3_A,0.04902402402402395,0.6301051051051051,0.011036036036036,0.011036036036036,0.0
foldbench_monomer,7y3h_A,0.32595238095238094,0.5549999999999999,0.00476190476190475,0.00476190476190475,0.0
foldbench_monomer,7y4h_A,0.37490347490347486,0.5621621621621622,0.0069498069498069,0.0069498069498069,0.0
foldbench_monomer,7y54_A,0.696078431372549,0.7450980392156863,0.0196078431372549,0.0196078431372549,0.0
foldbench_monomer,7y5j_A,0.5496031746031746,0.6341269841269841,0.028174603174603102,0.028174603174603102,0.0
foldbench_monomer,7y5m_A,0.2936948297604035,0.5715006305170239,0.0,0.0,0.0
foldbench_monomer,7y5r_A,0.6357808857808858,0.7083333333333333,0.0128205128205128,0.0128205128205128,0.0
foldbench_monomer,7y8h_A,0.6129032258064516,0.6451612903225806,0.04838709677419355,0.04838709677419355,0.0
foldbench_monomer,7y8i_A,0.7279411764705883,0.7270220588235294,0.01470588235294115,0.01470588235294115,0.0
foldbench_monomer,7yd4_A,0.09939637826961764,0.5460764587525151,0.0214285714285714,0.0214285714285714,0.0
foldbench_monomer,7yhr_A,0.13809523809523805,0.7928571428571429,0.0333333333333333,0.0333333333333333,0.0
foldbench_monomer,7ykm_A,0.5555555555555556,0.5555555555555556,0.05555555555555555,0.05555555555555555,0.0
foldbench_monomer,7ylr_A,0.5385227272727273,0.6410227272727274,0.0142207792207792,0.0142207792207792,0.0
foldbench_monomer,7yug_A,0.15906788247213777,0.5992907801418439,0.0,0.0,0.0
foldbench_monomer,7yyg_A,0.089859437751004,0.6767785427423982,0.018000573723465252,0.018000573723465252,0.0
foldbench_monomer,7z65_A,0.3727240896358543,0.5858543417366946,0.011869747899159601,0.011869747899159601,0.0
foldbench_monomer,7znz_A,0.30522808026453613,0.5800009584642664,0.01943115145789255,0.01943115145789255,0.0
